ltable_title,rtable_title,ltable_authors,rtable_authors,ltable_venue,rtable_venue,ltable_year,rtable_year
editorial richard t. snodgrass,"editorial peter apers , stefano ceri , richard snodgrass 2002",,,acm trans . database syst .,the vldb journal -- the international journal on very large data bases,2001,
guest editorial alon y. halevy vldb j. 2002,"editorial peter apers , stefano ceri , richard snodgrass 2002",,,,the vldb journal -- the international journal on very large data bases,,
editor 's notes sigmod record,"editorial peter apers , stefano ceri , richard snodgrass 2002",ling liu,,,the vldb journal -- the international journal on very large data bases,2003,
editor 's notes sigmod record 1995,"editorial peter apers , stefano ceri , richard snodgrass 2002",jennifer widom,,,the vldb journal -- the international journal on very large data bases,,
editor 's notes sigmod record,"editorial peter apers , stefano ceri , richard snodgrass 2002",ling liu,,,the vldb journal -- the international journal on very large data bases,2002,
editor 's notes jennifer widom,"editorial peter apers , stefano ceri , richard snodgrass 2002",,,sigmod record,the vldb journal -- the international journal on very large data bases,1996,
editor 's notes,"editorial peter apers , stefano ceri , richard snodgrass 2002",ling liu,,sigmod record,the vldb journal -- the international journal on very large data bases,2002,
guest editorial vldb j. 2003,"editorial peter apers , stefano ceri , richard snodgrass 2002","vijay atluri , anupam joshi , yelena yesha",,,the vldb journal -- the international journal on very large data bases,,
editor 's notes sigmod record 1999,"editorial peter apers , stefano ceri , richard snodgrass 2002",michael j. franklin,,,the vldb journal -- the international journal on very large data bases,,
e-services - guest editorial vldb j. 2001,"editorial peter apers , stefano ceri , richard snodgrass 2002","dimitrios georgakopoulos , ming-chien shan , fabio casati",,,the vldb journal -- the international journal on very large data bases,,
editor 's notes sigmod record 1998,"editorial peter apers , stefano ceri , richard snodgrass 2002",michael j. franklin,,,the vldb journal -- the international journal on very large data bases,,
editor 's notes ling liu sigmod record,"editorial peter apers , stefano ceri , richard snodgrass 2002",,,,the vldb journal -- the international journal on very large data bases,2003,
editor 's notes ling liu sigmod record,"editorial peter apers , stefano ceri , richard snodgrass 2002",,,,the vldb journal -- the international journal on very large data bases,2001,
editor 's notes sigmod record,"editorial peter apers , stefano ceri , richard snodgrass 2002",ling liu,,,the vldb journal -- the international journal on very large data bases,2003,
editor 's notes ling liu sigmod record,"editorial peter apers , stefano ceri , richard snodgrass 2002",,,,the vldb journal -- the international journal on very large data bases,2001,
editor 's notes ling liu 2002,"editorial peter apers , stefano ceri , richard snodgrass 2002",,,sigmod record,the vldb journal -- the international journal on very large data bases,,
editor 's notes sigmod record,"editorial peter apers , stefano ceri , richard snodgrass 2002",michael j. franklin,,,the vldb journal -- the international journal on very large data bases,1998,
editor 's notes sigmod record 2000,"editorial peter apers , stefano ceri , richard snodgrass 2002",michael j. franklin,,,the vldb journal -- the international journal on very large data bases,,
editor 's notes michael j. franklin sigmod record,"editorial peter apers , stefano ceri , richard snodgrass 2002",,,,the vldb journal -- the international journal on very large data bases,1997,
editor 's notes,"editorial peter apers , stefano ceri , richard snodgrass 2002",ling liu,,sigmod record,the vldb journal -- the international journal on very large data bases,2003,
automated resolution of semantic heterogeneity in multidatabases,"automated selection of materialized views and indexes in sql databases sanjay agrawal , surajit chaudhuri , vivek r. narasayya 2000","a. r. hurson , simin h. pakzad , m. w. bright",,acm trans . database syst .,very large data bases,1994,
materialized views in oracle,"automated selection of materialized views and indexes in sql databases sanjay agrawal , surajit chaudhuri , vivek r. narasayya 2000","randall g. bello , william d. norcott , mohamed ziauddin , harry sun , karl dias , alan downing , james j. feenan jr. , andrew witkowski , james l. finnerty",,vldb,very large data bases,1998,
materialized views and data warehouses nick roussopoulos sigmod record,"automated selection of materialized views and indexes in sql databases sanjay agrawal , surajit chaudhuri , vivek r. narasayya 2000",,,,very large data bases,1998,
materialized view selection for multidimensional datasets 1998,"automated selection of materialized views and indexes in sql databases sanjay agrawal , surajit chaudhuri , vivek r. narasayya 2000","jeffrey f. naughton , amit shukla , prasad deshpande",,vldb,very large data bases,,
automated resolution of semantic heterogeneity in multidatabases,automated resolution of semantic heterogeneity in multidatabases acm transactions on database systems ( tods ),"a. r. hurson , simin h. pakzad , m. w. bright","m. w. bright , a. r. hurson , s. pakzad",acm trans . database syst .,,1994,1994
semantic integration in heterogeneous databases using neural networks vldb,automated resolution of semantic heterogeneity in multidatabases acm transactions on database systems ( tods ),"chris clifton , wen-syan li","m. w. bright , a. r. hurson , s. pakzad",,,1994,1994
"automated selection of materialized views and indexes in sql databases surajit chaudhuri , sanjay agrawal , vivek r. narasayya vldb 2000",automated resolution of semantic heterogeneity in multidatabases acm transactions on database systems ( tods ),,"m. w. bright , a. r. hurson , s. pakzad",,,,1994
semantic heterogeneity resolution in federated databases by metadata implantation and stepwise evolution vldb j.,automated resolution of semantic heterogeneity in multidatabases acm transactions on database systems ( tods ),"dennis mcleod , goksel aslan","m. w. bright , a. r. hurson , s. pakzad",,,1999,1994
automated resolution of semantic heterogeneity in multidatabases,"semantic heterogeneity resolution in federated databases by metadata implantation and stepwise evolution goksel aslan , dennis mcleod 1999","a. r. hurson , simin h. pakzad , m. w. bright",,acm trans . database syst .,the vldb journal -- the international journal on very large data bases,1994,
semantic heterogeneity resolution in federated databases by metadata implantation and stepwise evolution vldb j.,"semantic heterogeneity resolution in federated databases by metadata implantation and stepwise evolution goksel aslan , dennis mcleod 1999","dennis mcleod , goksel aslan",,,the vldb journal -- the international journal on very large data bases,1999,
"a query language for a web-site management system dan suciu , daniela florescu , alon y. levy , mary f. fernandez 1997",a graphical query language for mobile information systems 2003,,ya-hui chang,sigmod record,acm sigmod record,,
"challenges for global information systems alon y. levy , divesh srivastava , abraham silberschatz , maria zemankova vldb",a graphical query language for mobile information systems 2003,,ya-hui chang,,acm sigmod record,1994,
a pictorial query language for querying geographic databases using positional and olap operators sigmod record 2002,a graphical query language for mobile information systems 2003,"elaheh pourabbas , maurizio rafanelli",ya-hui chang,,acm sigmod record,,
"information gathering in the world-wide web : the w3ql query language and the w3qs system david konopnicki , oded shmueli",a graphical query language for mobile information systems 2003,,ya-hui chang,acm trans . database syst .,acm sigmod record,1998,
applying update streams in a soft real-time database system 1995,index concurrency control in firm real-time database systems,"brad adelberg , hector garcia-molina , ben kao","brajesh goyal , jayant r. haritsa , s. seshadri , v. srinivasan",sigmod conference,very large data bases,,1995
an annotated bibliography on real-time database systems 1995,index concurrency control in firm real-time database systems,özgür ulusoy,"brajesh goyal , jayant r. haritsa , s. seshadri , v. srinivasan",sigmod record,very large data bases,,1995
advances in real-time database systems research sigmod record,index concurrency control in firm real-time database systems,azer bestavros,"brajesh goyal , jayant r. haritsa , s. seshadri , v. srinivasan",,very large data bases,1996,1995
improving timeliness in real-time secure database systems,index concurrency control in firm real-time database systems,"sang hyuk son , rasikan david , bhavani m. thuraisingham","brajesh goyal , jayant r. haritsa , s. seshadri , v. srinivasan",sigmod record,very large data bases,1996,1995
highly concurrent cache consistency for indices in client-server database systems sigmod conference 1997,index concurrency control in firm real-time database systems,"michael j. carey , markos zaharioudakis","brajesh goyal , jayant r. haritsa , s. seshadri , v. srinivasan",,very large data bases,,1995
data manager for evolvable real-time command and control systems vldb,index concurrency control in firm real-time database systems,"eric hughes , roman ginis , bhavani m. thuraisingham , peter c. krupp , john a. maurer","brajesh goyal , jayant r. haritsa , s. seshadri , v. srinivasan",,very large data bases,1997,1995
applying update streams in a soft real-time database system 1995,an annotated bibliography on real-time database systems &#214; zg &#252; r ulusoy acm sigmod record 1995,"brad adelberg , hector garcia-molina , ben kao",,sigmod conference,,,
an introduction to spatial database systems vldb j.,an annotated bibliography on real-time database systems &#214; zg &#252; r ulusoy acm sigmod record 1995,ralf hartmut güting,,,,1994,
"secure buffering in firm real-time database systems binto george , jayant r. haritsa 1998",an annotated bibliography on real-time database systems &#214; zg &#252; r ulusoy acm sigmod record 1995,,,vldb,,,
"deeds towards a distributed and active real-time database system joakim eriksson , jonas mellin , sten andler , mikael berndtsson , bengt eftring , jörgen hansson sigmod record 1996",an annotated bibliography on real-time database systems &#214; zg &#252; r ulusoy acm sigmod record 1995,,,,,,
advances in real-time database systems research sigmod record,an annotated bibliography on real-time database systems &#214; zg &#252; r ulusoy acm sigmod record 1995,azer bestavros,,,,1996,
mpeg-7 and multimedia database systems harald kosch 2002,an annotated bibliography on real-time database systems &#214; zg &#252; r ulusoy acm sigmod record 1995,,,sigmod record,,,
secure bufering in firm real-time database systems vldb j.,an annotated bibliography on real-time database systems &#214; zg &#252; r ulusoy acm sigmod record 1995,"jayant r. haritsa , binto george",,,,2000,
"an annotated bibliography on active databases johann christoph freytag , ulrike jaeger sigmod record 1995",an annotated bibliography on real-time database systems &#214; zg &#252; r ulusoy acm sigmod record 1995,,,,,,
temporal database bibliography update sigmod record 1996,an annotated bibliography on real-time database systems &#214; zg &#252; r ulusoy acm sigmod record 1995,"anil kumar , vassilis j. tsotras",,,,,
applying update streams in a soft real-time database system 1995,"a database system for real-time event aggregation in telecommunication jerry baulier , stephen blott , henry f. korth , abraham silberschatz","brad adelberg , hector garcia-molina , ben kao",,sigmod conference,very large data bases,,1998
report on first international workshop on real-time database systems 1996,"a database system for real-time event aggregation in telecommunication jerry baulier , stephen blott , henry f. korth , abraham silberschatz","sang hyuk son , kwei-jay lin , azer bestavros",,sigmod record,very large data bases,,1998
advances in real-time database systems research sigmod record,"a database system for real-time event aggregation in telecommunication jerry baulier , stephen blott , henry f. korth , abraham silberschatz",azer bestavros,,,very large data bases,1996,1998
improving timeliness in real-time secure database systems,"a database system for real-time event aggregation in telecommunication jerry baulier , stephen blott , henry f. korth , abraham silberschatz","sang hyuk son , rasikan david , bhavani m. thuraisingham",,sigmod record,very large data bases,1996,1998
paradise : a database system for gis applications 1995,"a database system for real-time event aggregation in telecommunication jerry baulier , stephen blott , henry f. korth , abraham silberschatz",paradise team,,sigmod conference,very large data bases,,1998
secure bufering in firm real-time database systems vldb j.,"a database system for real-time event aggregation in telecommunication jerry baulier , stephen blott , henry f. korth , abraham silberschatz","jayant r. haritsa , binto george",,,very large data bases,2000,1998
a database system for real-time event aggregation in telecommunication vldb,"a database system for real-time event aggregation in telecommunication jerry baulier , stephen blott , henry f. korth , abraham silberschatz","henry f. korth , jerry baulier , abraham silberschatz , stephen blott",,,very large data bases,1998,1998
"research issues for data communication in mobile ad-hoc network database systems leslie d. fife , le gruenwald sigmod record 2003","a database system for real-time event aggregation in telecommunication jerry baulier , stephen blott , henry f. korth , abraham silberschatz",,,,very large data bases,,1998
applying update streams in a soft real-time database system 1995,advances in real-time database systems research acm sigmod record 1996,"brad adelberg , hector garcia-molina , ben kao",azer bestavros,sigmod conference,,,
"deeds towards a distributed and active real-time database system joakim eriksson , jonas mellin , sten andler , mikael berndtsson , bengt eftring , jörgen hansson sigmod record 1996",advances in real-time database systems research acm sigmod record 1996,,azer bestavros,,,,
"research issues in federated database systems : report of efdbs '97 workshop fèlix saltor , mark roantree , mark w. w. vermeer , wilhelm hasselbring , martin schönhoff , markus strässler , barry eaglestone , stefan conrad 1997",advances in real-time database systems research acm sigmod record 1996,,azer bestavros,sigmod record,,,
secure bufering in firm real-time database systems vldb j.,advances in real-time database systems research acm sigmod record 1996,"jayant r. haritsa , binto george",azer bestavros,,,2000,
priority assignment in real-time active databases,advances in real-time database systems research acm sigmod record 1996,"rajendran m. sivasankaran , bhaskar purimetla , john a. stankovic , krithi ramamritham , donald f. towsley",azer bestavros,vldb j.,,1996,
"s3 : similarity search in cad database systems hans-peter kriegel , stefan berchtold sigmod conference",advances in real-time database systems research acm sigmod record 1996,,azer bestavros,,,1997,
parallel database systems 101 jim gray 1995,advances in real-time database systems research acm sigmod record 1996,,azer bestavros,sigmod conference,,,
index concurrency control in firm real-time database systems vldb 1995,advances in real-time database systems research acm sigmod record 1996,"brajesh goyal , s. seshadri , v. srinivasan , jayant r. haritsa",azer bestavros,,,,
applying update streams in a soft real-time database system 1995,"applying database technology in the adsm mass storage system luis-felipe cabrera , robert rees , wayne hineman very large data bases","brad adelberg , hector garcia-molina , ben kao",,sigmod conference,,,1995
applying database technology in the adsm mass storage system vldb 1995,"applying database technology in the adsm mass storage system luis-felipe cabrera , robert rees , wayne hineman very large data bases","robert rees , luis-felipe cabrera , wayne hineman",,,,,1995
advanced database technologies in a diabetic healthcare system 2002,"applying database technology in the adsm mass storage system luis-felipe cabrera , robert rees , wayne hineman very large data bases","chenyi xia , wynne hsu , keng lik teo , mong-li lee , beng chin ooi , pranab kumar mohanty",,vldb,,,1995
applying update streams in a soft real-time database system 1995,secure transaction processing in firm real-time database systems international conference on management of data 1997,"brad adelberg , hector garcia-molina , ben kao","binto george , jayant haritsa",sigmod conference,,,
"relaxed transaction processing darrell woelk , munindar p. singh , christine tomlinson 1994",secure transaction processing in firm real-time database systems international conference on management of data 1997,,"binto george , jayant haritsa",sigmod conference,,,
an annotated bibliography on real-time database systems 1995,secure transaction processing in firm real-time database systems international conference on management of data 1997,özgür ulusoy,"binto george , jayant haritsa",sigmod record,,,
report on first international workshop on real-time database systems 1996,secure transaction processing in firm real-time database systems international conference on management of data 1997,"sang hyuk son , kwei-jay lin , azer bestavros","binto george , jayant haritsa",sigmod record,,,
"deeds towards a distributed and active real-time database system joakim eriksson , jonas mellin , sten andler , mikael berndtsson , bengt eftring , jörgen hansson sigmod record 1996",secure transaction processing in firm real-time database systems international conference on management of data 1997,,"binto george , jayant haritsa",,,,
advances in real-time database systems research sigmod record,secure transaction processing in firm real-time database systems international conference on management of data 1997,azer bestavros,"binto george , jayant haritsa",,,1996,
"evaluation of remote backup algorithms for transaction-processing systems christos a. polyzois , hector garcia-molina acm trans . database syst .",secure transaction processing in firm real-time database systems international conference on management of data 1997,,"binto george , jayant haritsa",,,1994,
improving timeliness in real-time secure database systems,secure transaction processing in firm real-time database systems international conference on management of data 1997,"sang hyuk son , rasikan david , bhavani m. thuraisingham","binto george , jayant haritsa",sigmod record,,1996,
"query optimization in compressed database systems zhiyuan chen , flip korn , johannes gehrke sigmod conference 2001",secure transaction processing in firm real-time database systems international conference on management of data 1997,,"binto george , jayant haritsa",,,,
secure bufering in firm real-time database systems vldb j.,secure transaction processing in firm real-time database systems international conference on management of data 1997,"jayant r. haritsa , binto george","binto george , jayant haritsa",,,2000,
"revisiting commit processing in distributed database systems krithi ramamritham , jayant r. haritsa , ramesh gupta sigmod conference",secure transaction processing in firm real-time database systems international conference on management of data 1997,,"binto george , jayant haritsa",,,1997,
"enhancing external consistency in real-time transactions shing-shan peng , kwei-jay lin 1996",secure transaction processing in firm real-time database systems international conference on management of data 1997,,"binto george , jayant haritsa",sigmod record,,,
transaction timestamping in ( temporal ) databases,secure transaction processing in firm real-time database systems international conference on management of data 1997,"christian s. jensen , david b. lomet","binto george , jayant haritsa",vldb,,2001,
promises and realities of active database systems 1995,secure transaction processing in firm real-time database systems international conference on management of data 1997,"eric simon , angelika kotz dittrich","binto george , jayant haritsa",vldb,,,
index concurrency control in firm real-time database systems vldb 1995,secure transaction processing in firm real-time database systems international conference on management of data 1997,"brajesh goyal , s. seshadri , v. srinivasan , jayant r. haritsa","binto george , jayant haritsa",,,,
enterprise transaction processing on windows nt greg hope,secure transaction processing in firm real-time database systems international conference on management of data 1997,,"binto george , jayant haritsa",sigmod conference,,1995,
multigranularity locking in multiple job classes transaction processing system,secure transaction processing in firm real-time database systems international conference on management of data 1997,"sheung-lun hung , shan-hoi ng","binto george , jayant haritsa",sigmod record,,1995,
ensuring relaxed atomicity for flexible transactions in multidatabase systems sigmod conference 1994,secure transaction processing in firm real-time database systems international conference on management of data 1997,"bharat k. bhargava , aidong zhang , marian h. nodine , omran a. bukhres","binto george , jayant haritsa",,,,
"message from editor-in-chief , acm transactions on database systems won kim sigmod record 1999",secure transaction processing in firm real-time database systems international conference on management of data 1997,,"binto george , jayant haritsa",,,,
"acm multimedia '94 conference workshop on multimedia database management systems p. bruce berra , bhavani m. thuraisingham , kingsley c. nwosu 1995",a performance study of workfile disk management for concurrent mergesorts in a multiprocessor database system 1995,,"kun-lung wu , philip s. yu , jen-yao chung , james z. teng",sigmod record,very large data bases,,
"acm multimedia '94 conference workshop on multimedia database management systems p. bruce berra , bhavani m. thuraisingham , kingsley c. nwosu 1995",mpeg-7 and multimedia database systems harald kosch acm sigmod record 2002,,,sigmod record,,,
an introduction to spatial database systems vldb j.,mpeg-7 and multimedia database systems harald kosch acm sigmod record 2002,ralf hartmut güting,,,,1994,
"secure buffering in firm real-time database systems binto george , jayant r. haritsa 1998",mpeg-7 and multimedia database systems harald kosch acm sigmod record 2002,,,vldb,,,
"a language based multidatabase system konrad schwarz , eva kühn , thomas tschernko sigmod conference 1994",mpeg-7 and multimedia database systems harald kosch acm sigmod record 2002,,,,,,
on the costs of multilingualism in database systems vldb 2003,mpeg-7 and multimedia database systems harald kosch acm sigmod record 2002,"a. kumaran , jayant r. haritsa",,,,,
"view management in multimedia databases v. s. subrahmanian , eric lemar , k. selçuk candan vldb j. 2000",mpeg-7 and multimedia database systems harald kosch acm sigmod record 2002,,,,,,
database systems management and oracle8 c. gregory doherty,mpeg-7 and multimedia database systems harald kosch acm sigmod record 2002,,,sigmod conference,,1998,
supporting efficient multimedia database exploration vldb j. 2001,mpeg-7 and multimedia database systems harald kosch acm sigmod record 2002,"k. selçuk candan , yoshinori hara , kyoji hirata , wen-syan li",,,,,
the multidimensional database system rasdaman,mpeg-7 and multimedia database systems harald kosch acm sigmod record 2002,"andreas dehmel , peter baumann , norbert widmann , roland ritsch , paula furtado",,sigmod conference,,1998,
secure bufering in firm real-time database systems vldb j.,mpeg-7 and multimedia database systems harald kosch acm sigmod record 2002,"jayant r. haritsa , binto george",,,,2000,
"olap , relational , and multidimensional database systems george colliat sigmod record 1996",mpeg-7 and multimedia database systems harald kosch acm sigmod record 2002,,,,,,
"smooth - a distributed multimedia database system christian hanin , roland tusch , carmen riedler , harald kosch , margit lang , lászló böszörményi , christian hofbauer , alexander bachlechner vldb",mpeg-7 and multimedia database systems harald kosch acm sigmod record 2002,,,,,2001,
indexing multimedia databases ( tutorial ) christos faloutsos sigmod conference,mpeg-7 and multimedia database systems harald kosch acm sigmod record 2002,,,,,1995,
pc database systems - present and future philip a. bernstein,mpeg-7 and multimedia database systems harald kosch acm sigmod record 2002,,,vldb,,1994,
"integrating symbolic images into a multimedia database system using classification and abstraction approaches hanan samet , aya soffer vldb j.",mpeg-7 and multimedia database systems harald kosch acm sigmod record 2002,,,,,1998,
mpeg-7 standard for multimedia databases john r. smith sigmod conference,mpeg-7 and multimedia database systems harald kosch acm sigmod record 2002,,,,,2001,
metadata for multimedia documents sigmod record,mpeg-7 and multimedia database systems harald kosch acm sigmod record 2002,"thomas c. rakow , klemens böhm",,,,1994,
"aurora : a data stream management system nesime tatbul , daniel j. abadi , c. erwin , anurag maskey , mitch cherniack , alex rasin , christian convey , a. singer , eduardo f. galvez , r. yan , ugur çetintemel , ying xing , stanley b. zdonik , michael stonebraker , donald carney , m. hatoun",issues in data stream management 2003,,"lukasz golab , m. tamer &#214; zsu",sigmod conference,acm sigmod record,2003,
data management challenges in crm george colliat 2003,issues in data stream management 2003,,"lukasz golab , m. tamer &#214; zsu",sigmod conference,acm sigmod record,,
database issues in telecommunications network management ilsoo ahn,issues in data stream management 2003,,"lukasz golab , m. tamer &#214; zsu",sigmod conference,acm sigmod record,1994,
stream : the stanford stream data manager 2003,issues in data stream management 2003,"jennifer widom , mayur datar , shivnath babu , justin rosenstein , itaru nishizawa , arvind arasu , keith ito , brian babcock","lukasz golab , m. tamer &#214; zsu",sigmod conference,acm sigmod record,,
"load shedding in a data stream manager michael stonebraker , nesime tatbul , mitch cherniack , stanley b. zdonik , ugur çetintemel",issues in data stream management 2003,,"lukasz golab , m. tamer &#214; zsu",vldb,acm sigmod record,2003,
"operator scheduling in a data stream manager michael stonebraker , mitch cherniack , donald carney , stanley b. zdonik , alex rasin , ugur çetintemel vldb",issues in data stream management 2003,,"lukasz golab , m. tamer &#214; zsu",,acm sigmod record,2003,
"a logical foundation for deductive object-oriented databases mengchi liu , tok wang ling , gillian dobbie acm trans . database syst . 2002",cost-driven vertical class partitioning for methods in object oriented databases 2003,,"chi-wai fung , kamalakar karlapalem , qing li",,the vldb journal -- the international journal on very large data bases,,
converting relational to object-oriented databases sigmod record 1997,cost-driven vertical class partitioning for methods in object oriented databases 2003,joseph fong,"chi-wai fung , kamalakar karlapalem , qing li",,the vldb journal -- the international journal on very large data bases,,
an efficient method for checking object-oriented database schema correctness,cost-driven vertical class partitioning for methods in object oriented databases 2003,"michele missikoff , anna formica , hans dietmar gröger","chi-wai fung , kamalakar karlapalem , qing li",acm trans . database syst .,the vldb journal -- the international journal on very large data bases,1998,
"structures for manipulating proposed updates in object-oriented databases richard hull , mohammed rupawalla , michael doherty 1996",cost-driven vertical class partitioning for methods in object oriented databases 2003,,"chi-wai fung , kamalakar karlapalem , qing li",sigmod conference,the vldb journal -- the international journal on very large data bases,,
cost estimation of user-defined methods in object-relational database systems 1999,cost-driven vertical class partitioning for methods in object oriented databases 2003,"kinji ono , jihad boulos","chi-wai fung , kamalakar karlapalem , qing li",sigmod record,the vldb journal -- the international journal on very large data bases,,
"join index hierarchies for supporting efficient navigations in object-oriented databases jiawei han , zhaohui xie 1994",cost-driven vertical class partitioning for methods in object oriented databases 2003,,"chi-wai fung , kamalakar karlapalem , qing li",vldb,the vldb journal -- the international journal on very large data bases,,
"a logical foundation for deductive object-oriented databases mengchi liu , tok wang ling , gillian dobbie acm trans . database syst . 2002","a survey of logical models for olap databases panos vassiliadis , timos sellis 1999",,,,acm sigmod record,,
a survey of logical models for olap databases sigmod record 1999,"a survey of logical models for olap databases panos vassiliadis , timos sellis 1999","timos k. sellis , panos vassiliadis",,,acm sigmod record,,
a data model and data structures for moving objects databases sigmod conference,"a survey of logical models for olap databases panos vassiliadis , timos sellis 1999","markus schneider , enrico nardelli , luca forlizzi , ralf hartmut güting",,,acm sigmod record,2000,
zoo : a desktop experiment management environment vldb,"zoo : a desktop experiment management environment yannis e. ioannidis , miron livny , s. gupta , nagavamsi ponnekanti","miron livny , yannis e. ioannidis , nagavamsi ponnekanti , shivani gupta",,,very large data bases,1996,1996
"zoo : a desktop emperiment management environment anastassia ailamaki , andrew therber , yannis e. ioannidis , anand narayanan , miron livny sigmod conference 1997","zoo : a desktop experiment management environment yannis e. ioannidis , miron livny , s. gupta , nagavamsi ponnekanti",,,,very large data bases,,1996
zoo : a desktop experiment management environment vldb,"zoo : a desktop experiment management environment yannis e. ioannidis , miron livny , anastassia ailamaki , anand narayanan , andrew therber 1997","miron livny , yannis e. ioannidis , nagavamsi ponnekanti , shivani gupta",,,international conference on management of data,1996,
the database and information system research group at the university of ulm sigmod record,the database and information system research group at the university of ulm,"peter dadam , wolfgang klas","peter dadam , wolfgang klas",,acm sigmod record,1997,1997
research in database engineering at the university of namur sigmod record,the database and information system research group at the university of ulm,jean-luc hainaut,"peter dadam , wolfgang klas",,acm sigmod record,2003,1997
database research at the university of oklahoma sigmod record 1999,the database and information system research group at the university of ulm,"sirirut vanichayobon , leonard brown , ravi a. dirckze , sylvain guinepain , carlos sánchez , le gruenwald , brian summers","peter dadam , wolfgang klas",,acm sigmod record,,1997
database research at the university of illinois at urbana-champaign 2002,the database and information system research group at the university of ulm,"chengxiang zhai , marianne winslett , yuanyuan zhou , kevin chen-chuan chang , jiawei han , anhai doan","peter dadam , wolfgang klas",sigmod record,acm sigmod record,,1997
the database research group at eth zurich,the database and information system research group at the university of ulm,"hans-jörg schek , moira c. norrie , gerhard weikum , stephen blott","peter dadam , wolfgang klas",sigmod record,acm sigmod record,1994,1997
the ecobase project : database and web technologies for environmental information systems 2001,the database and information system research group at the university of ulm,"asterio k. tanaka , patrick valduriez","peter dadam , wolfgang klas",sigmod record,acm sigmod record,,1997
"data and knowledge base research at hong kong university of science and technology babak hamidzadeh , kamalakar karlapalem , qing li , chung-dak shum , dik lun lee , frederick h. lochovsky , beat wüthrich , alex chia-yee kean , pamela drew sigmod record 1995",the database and information system research group at the university of ulm,,"peter dadam , wolfgang klas",,acm sigmod record,,1997
information systems research at rwth aachen matthias jarke,the database and information system research group at the university of ulm,,"peter dadam , wolfgang klas",sigmod record,acm sigmod record,1995,1997
the structured information manager : a database system for sgml documents ron sacks-davis vldb,the database and information system research group at the university of ulm,,"peter dadam , wolfgang klas",,acm sigmod record,1996,1997
"information systems research at george mason university sushil jajodia , amihai motro , edgar h. sibley , alexander brodsky , larry kerschberg , xiaoyang sean wang , daniel barbará",the database and information system research group at the university of ulm,,"peter dadam , wolfgang klas",sigmod record,acm sigmod record,1997,1997
amicalola report : database and information system research challenges and opportunities in semantic web and enterprises sigmod record 2002,the database and information system research group at the university of ulm,"robert meersman , amit p. sheth","peter dadam , wolfgang klas",,acm sigmod record,,1997
the database and information system research group at the university of ulm sigmod record,"florida international university high performance database research center naphtali rishe , wei sun , david barton , yi deng , cyril orji , michael alexopoulos , leonardo loureiro , carlos ordonez , mario sanchez , artyom shaposhnikov","peter dadam , wolfgang klas",,,acm sigmod record,1997,1995
research in database engineering at the university of namur sigmod record,"florida international university high performance database research center naphtali rishe , wei sun , david barton , yi deng , cyril orji , michael alexopoulos , leonardo loureiro , carlos ordonez , mario sanchez , artyom shaposhnikov",jean-luc hainaut,,,acm sigmod record,2003,1995
database research at the university of oklahoma sigmod record 1999,"florida international university high performance database research center naphtali rishe , wei sun , david barton , yi deng , cyril orji , michael alexopoulos , leonardo loureiro , carlos ordonez , mario sanchez , artyom shaposhnikov","sirirut vanichayobon , leonard brown , ravi a. dirckze , sylvain guinepain , carlos sánchez , le gruenwald , brian summers",,,acm sigmod record,,1995
"florida international university high performance database research center leonard loureiro , yi deng , carlos ordonez 0002 , mario sanchez , cyril u. orji , wei sun , artyom shaposhnikov , naphtali rishe , michael alexopoulos , david barton sigmod record","florida international university high performance database research center naphtali rishe , wei sun , david barton , yi deng , cyril orji , michael alexopoulos , leonardo loureiro , carlos ordonez , mario sanchez , artyom shaposhnikov",,,,acm sigmod record,1995,1995
the database and information system research group at the university of ulm sigmod record,"research activities in database management and information retrieval at university of illinois at chicago isabel cruz , ashfaq khokhar , bing liu , prasad sistla , ouri wolfson , clement yu","peter dadam , wolfgang klas",,,acm sigmod record,1997,2002
research in database engineering at the university of namur sigmod record,"research activities in database management and information retrieval at university of illinois at chicago isabel cruz , ashfaq khokhar , bing liu , prasad sistla , ouri wolfson , clement yu",jean-luc hainaut,,,acm sigmod record,2003,2002
database research at the university of oklahoma sigmod record 1999,"research activities in database management and information retrieval at university of illinois at chicago isabel cruz , ashfaq khokhar , bing liu , prasad sistla , ouri wolfson , clement yu","sirirut vanichayobon , leonard brown , ravi a. dirckze , sylvain guinepain , carlos sánchez , le gruenwald , brian summers",,,acm sigmod record,,2002
database research at the university of illinois at urbana-champaign 2002,"research activities in database management and information retrieval at university of illinois at chicago isabel cruz , ashfaq khokhar , bing liu , prasad sistla , ouri wolfson , clement yu","chengxiang zhai , marianne winslett , yuanyuan zhou , kevin chen-chuan chang , jiawei han , anhai doan",,sigmod record,acm sigmod record,,2002
"florida international university high performance database research center leonard loureiro , yi deng , carlos ordonez 0002 , mario sanchez , cyril u. orji , wei sun , artyom shaposhnikov , naphtali rishe , michael alexopoulos , david barton sigmod record","research activities in database management and information retrieval at university of illinois at chicago isabel cruz , ashfaq khokhar , bing liu , prasad sistla , ouri wolfson , clement yu",,,,acm sigmod record,1995,2002
opportunities in information management and assurance xiaolei qian sigmod record,"research activities in database management and information retrieval at university of illinois at chicago isabel cruz , ashfaq khokhar , bing liu , prasad sistla , ouri wolfson , clement yu",,,,acm sigmod record,1997,2002
