ltable_id,rtable_id,ltable_title,rtable_title,ltable_authors,rtable_authors,ltable_venue,rtable_venue,ltable_year,rtable_year,label
2123,1534,the wasa2 object-oriented workflow management system,the algres testbed of chimera : an active object-oriented database system,"mathias weske , gottfried vossen","stefano ceri , piero fraternali , stefano paraboschi , giuseppe psaila",sigmod conference,international conference on management of data,1999,1995,0
892,1534,"calibrating the query optimizer cost model of iro-db , an object-oriented federated database system",the algres testbed of chimera : an active object-oriented database system,"zhao-hui tang , fei sha , georges gardarin","stefano ceri , piero fraternali , stefano paraboschi , giuseppe psaila",vldb,international conference on management of data,1996,1995,0
2183,384,odefs : a file system interface to an object-oriented database,lambda-db : an odmg-based object-oriented dbms,"narain h. gehani , william d. roome , h. v. jagadish","leonidas fegaras , chandrasekhar srinivasan , arvind rajendran , david maier",vldb,international conference on management of data,1994,2000,0
2232,384,query unnesting in object-oriented databases,lambda-db : an odmg-based object-oriented dbms,leonidas fegaras,"leonidas fegaras , chandrasekhar srinivasan , arvind rajendran , david maier",sigmod conference,international conference on management of data,1998,2000,0
692,384,repositories and object oriented databases,lambda-db : an odmg-based object-oriented dbms,philip a. bernstein,"leonidas fegaras , chandrasekhar srinivasan , arvind rajendran , david maier",sigmod record,international conference on management of data,1998,2000,0
1359,384,sentinel : an object-oriented dbms with event-based rules,lambda-db : an odmg-based object-oriented dbms,sharma chakravarthy,"leonidas fegaras , chandrasekhar srinivasan , arvind rajendran , david maier",sigmod conference,international conference on management of data,1997,2000,0
1016,384,implementation aspects of an object-oriented dbms,lambda-db : an odmg-based object-oriented dbms,"ilker durusoy , cetin ozkan , mehmet altinel , asuman dogac","leonidas fegaras , chandrasekhar srinivasan , arvind rajendran , david maier",sigmod record,international conference on management of data,1995,2000,0
1718,384,odmg-93 : a standard for object-oriented dbmss,lambda-db : an odmg-based object-oriented dbms,r. g. g. cattell,"leonidas fegaras , chandrasekhar srinivasan , arvind rajendran , david maier",sigmod conference,international conference on management of data,1994,2000,0
2183,1787,odefs : a file system interface to an object-oriented database,query unnesting in object-oriented databases,"narain h. gehani , william d. roome , h. v. jagadish",leonidas fegaras,vldb,international conference on management of data,1994,1998,0
2232,1787,query unnesting in object-oriented databases,query unnesting in object-oriented databases,leonidas fegaras,leonidas fegaras,sigmod conference,international conference on management of data,1998,1998,1
1459,1787,a taxonomy for secure object-oriented databases,query unnesting in object-oriented databases,"sebastiaan h. von solms , martin s. olivier",leonidas fegaras,acm trans . database syst .,international conference on management of data,1994,1998,0
1021,1787,the algres testbed of chimera : an active object-oriented database system,query unnesting in object-oriented databases,"giuseppe psaila , stefano ceri , stefano paraboschi , piero fraternali",leonidas fegaras,sigmod conference,international conference on management of data,1995,1998,0
373,1787,procedures in object-oriented query languages,query unnesting in object-oriented databases,"kazimierz subieta , jacek leszczylowski , yahiko kambayashi",leonidas fegaras,vldb,international conference on management of data,1995,1998,0
644,1787,index configuration in object-oriented databases,query unnesting in object-oriented databases,elisa bertino,leonidas fegaras,vldb j.,international conference on management of data,1994,1998,0
1985,1787,static detection of security flaws in object-oriented databases,query unnesting in object-oriented databases,keishi tajima,leonidas fegaras,sigmod conference,international conference on management of data,1996,1998,0
2302,1787,a logical foundation for deductive object-oriented databases,query unnesting in object-oriented databases,"mengchi liu , tok wang ling , gillian dobbie",leonidas fegaras,acm trans . database syst .,international conference on management of data,2002,1998,0
2131,1787,the trigs active object-oriented database system - an overview,query unnesting in object-oriented databases,"gerti kappel , werner retschitzegger",leonidas fegaras,sigmod record,international conference on management of data,1998,1998,0
2494,1787,exact : an extensible approach to active object-oriented databases,query unnesting in object-oriented databases,"arturo jaime , oscar díaz",leonidas fegaras,vldb j.,international conference on management of data,1997,1998,0
69,1787,a cost model for clustered object-oriented databases,query unnesting in object-oriented databases,"zhao-hui tang , jean-robert gruser , georges gardarin",leonidas fegaras,vldb,international conference on management of data,1995,1998,0
2392,1787,the hcc-tree : an efficient index structure for object oriented databases,query unnesting in object-oriented databases,"b. sreenath , s. seshadri",leonidas fegaras,vldb,international conference on management of data,1994,1998,0
2008,1787,description logics for semantic query optimization in object-oriented database systems,query unnesting in object-oriented databases,"claudio sartori , sonia bergamaschi , domenico beneventano",leonidas fegaras,acm trans . database syst .,international conference on management of data,2003,1998,0
639,1787,an efficient method for checking object-oriented database schema correctness,query unnesting in object-oriented databases,"michele missikoff , anna formica , hans dietmar gröger",leonidas fegaras,acm trans . database syst .,international conference on management of data,1998,1998,0
783,1787,an effective deductive object-oriented database through language integration,query unnesting in object-oriented databases,"m. howard williams , norman w. paton , andrew dinn , maria l. barja , alvaro a. a. fernandes",leonidas fegaras,vldb,international conference on management of data,1994,1998,0
1542,1787,extraction of object-oriented structures from existing relational databases,query unnesting in object-oriented databases,"julia e. hodges , shekar ramanathan",leonidas fegaras,sigmod record,international conference on management of data,1997,1998,0
2046,1787,versioning and configuration management in an object-oriented data model,query unnesting in object-oriented databases,edward sciore,leonidas fegaras,vldb j.,international conference on management of data,1994,1998,0
973,1787,the ccube constraint object-oriented database system,query unnesting in object-oriented databases,"alexander brodsky , pavel a. exarkhopoulo , victor e. segal , jia chen",leonidas fegaras,sigmod conference,international conference on management of data,1999,1998,0
1799,1787,structures for manipulating proposed updates in object-oriented databases,query unnesting in object-oriented databases,"richard hull , mohammed rupawalla , michael doherty",leonidas fegaras,sigmod conference,international conference on management of data,1996,1998,0
2497,1787,unisql/x unified relational and object-oriented database system,query unnesting in object-oriented databases,won kim,leonidas fegaras,sigmod conference,international conference on management of data,1994,1998,0
892,1787,"calibrating the query optimizer cost model of iro-db , an object-oriented federated database system",query unnesting in object-oriented databases,"zhao-hui tang , fei sha , georges gardarin",leonidas fegaras,vldb,international conference on management of data,1996,1998,0
1471,1787,evaluating functional joins along nested reference sets in object-relational and object-oriented databases,query unnesting in object-oriented databases,"alfons kemper , reinhard braumandl , jens claußen",leonidas fegaras,vldb,international conference on management of data,1998,1998,0
118,1787,the persistent cache : improving oid indexing in temporal object-oriented database systems,query unnesting in object-oriented databases,kjetil nørvåg,leonidas fegaras,vldb,international conference on management of data,1999,1998,0
245,1787,an experimental system for object-based sharing in federated databases,query unnesting in object-oriented databases,"shahram ghandeharizadeh , doug fang",leonidas fegaras,vldb j.,international conference on management of data,1996,1998,0
1116,1787,integrating a structured-text retrieval system with an object-oriented database system,query unnesting in object-oriented databases,"jurgen annevelink , tak w. yan",leonidas fegaras,vldb,international conference on management of data,1994,1998,0
2540,1787,join index hierarchies for supporting efficient navigations in object-oriented databases,query unnesting in object-oriented databases,"jiawei han , zhaohui xie",leonidas fegaras,vldb,international conference on management of data,1994,1998,0
2179,1787,opt + + : an object-oriented implementation for extensible database query optimization,query unnesting in object-oriented databases,"david j. dewitt , navin kabra",leonidas fegaras,vldb j.,international conference on management of data,1999,1998,0
378,1787,cost-driven vertical class partitioning for methods in object oriented databases,query unnesting in object-oriented databases,"qing li , chi-wai fung , kamalakar karlapalem",leonidas fegaras,vldb j.,international conference on management of data,2003,1998,0
674,1787,query processing in tertiary memory databases,query unnesting in object-oriented databases,sunita sarawagi,leonidas fegaras,vldb,international conference on management of data,1995,1998,0
1741,1787,on-line reorganization in object databases,query unnesting in object-oriented databases,"s. sudarshan , rajeev rastogi , s. seshadri , mohana krishna lakhamraju",leonidas fegaras,sigmod conference,international conference on management of data,2000,1998,0
2183,591,odefs : a file system interface to an object-oriented database,index configuration in object-oriented databases,"narain h. gehani , william d. roome , h. v. jagadish",elisa bertino,vldb,the vldb journal -- the international journal on very large data bases,1994,1994,0
2232,591,query unnesting in object-oriented databases,index configuration in object-oriented databases,leonidas fegaras,elisa bertino,sigmod conference,the vldb journal -- the international journal on very large data bases,1998,1994,0
1118,591,index nesting - an efficient approach to indexing in object-oriented databases,index configuration in object-oriented databases,"jiawei han , beng chin ooi , hongjun lu , kian-lee tan",elisa bertino,vldb j.,the vldb journal -- the international journal on very large data bases,1996,1994,0
1985,591,static detection of security flaws in object-oriented databases,index configuration in object-oriented databases,keishi tajima,elisa bertino,sigmod conference,the vldb journal -- the international journal on very large data bases,1996,1994,0
692,591,repositories and object oriented databases,index configuration in object-oriented databases,philip a. bernstein,elisa bertino,sigmod record,the vldb journal -- the international journal on very large data bases,1998,1994,0
2302,591,a logical foundation for deductive object-oriented databases,index configuration in object-oriented databases,"mengchi liu , tok wang ling , gillian dobbie",elisa bertino,acm trans . database syst .,the vldb journal -- the international journal on very large data bases,2002,1994,0
1105,591,pixel-oriented database visualizations,index configuration in object-oriented databases,daniel a. keim,elisa bertino,sigmod record,the vldb journal -- the international journal on very large data bases,1996,1994,0
2494,591,exact : an extensible approach to active object-oriented databases,index configuration in object-oriented databases,"arturo jaime , oscar díaz",elisa bertino,vldb j.,the vldb journal -- the international journal on very large data bases,1997,1994,0
287,591,converting relational to object-oriented databases,index configuration in object-oriented databases,joseph fong,elisa bertino,sigmod record,the vldb journal -- the international journal on very large data bases,1997,1994,0
2008,591,description logics for semantic query optimization in object-oriented database systems,index configuration in object-oriented databases,"claudio sartori , sonia bergamaschi , domenico beneventano",elisa bertino,acm trans . database syst .,the vldb journal -- the international journal on very large data bases,2003,1994,0
317,591,garbage collection in object-oriented databases using transactional cyclic reference counting,index configuration in object-oriented databases,"s. sudarshan , prasan roy , abraham silberschatz , srinivas ashwin , s. seshadri",elisa bertino,vldb j.,the vldb journal -- the international journal on very large data bases,1998,1994,0
2119,591,garbage collection in object oriented databases using transactional cyclic reference counting,index configuration in object-oriented databases,"s. sudarshan , prasan roy , abraham silberschatz , s. seshadri , srinivas ashwin",elisa bertino,vldb,the vldb journal -- the international journal on very large data bases,1997,1994,0
1304,591,accessing a relational database through an object-oriented database interface,index configuration in object-oriented databases,"jack a. orenstein , d. n. kamber",elisa bertino,vldb,the vldb journal -- the international journal on very large data bases,1995,1994,0
2046,591,versioning and configuration management in an object-oriented data model,index configuration in object-oriented databases,edward sciore,elisa bertino,vldb j.,the vldb journal -- the international journal on very large data bases,1994,1994,0
1799,591,structures for manipulating proposed updates in object-oriented databases,index configuration in object-oriented databases,"richard hull , mohammed rupawalla , michael doherty",elisa bertino,sigmod conference,the vldb journal -- the international journal on very large data bases,1996,1994,0
2497,591,unisql/x unified relational and object-oriented database system,index configuration in object-oriented databases,won kim,elisa bertino,sigmod conference,the vldb journal -- the international journal on very large data bases,1994,1994,0
3,591,cost-based selection of path expression processing algorithms in object-oriented databases,index configuration in object-oriented databases,"zhao-hui tang , georges gardarin , jean-robert gruser",elisa bertino,vldb,the vldb journal -- the international journal on very large data bases,1996,1994,0
1646,591,managing intervals efficiently in object-relational databases,index configuration in object-oriented databases,"thomas seidl , marco pötke , hans-peter kriegel",elisa bertino,vldb,the vldb journal -- the international journal on very large data bases,2000,1994,0
118,591,the persistent cache : improving oid indexing in temporal object-oriented database systems,index configuration in object-oriented databases,kjetil nørvåg,elisa bertino,vldb,the vldb journal -- the international journal on very large data bases,1999,1994,0
804,591,metu object-oriented dbms,index configuration in object-oriented databases,"cetin ozkan , cem evrendilek , yuksel saygin , ilker altintas , ismailcem budak arpinar , mehmet altinel , tansel okay , ilker durusoy , asuman dogac",elisa bertino,sigmod conference,the vldb journal -- the international journal on very large data bases,1994,1994,0
1016,591,implementation aspects of an object-oriented dbms,index configuration in object-oriented databases,"ilker durusoy , cetin ozkan , mehmet altinel , asuman dogac",elisa bertino,sigmod record,the vldb journal -- the international journal on very large data bases,1995,1994,0
1815,591,integrating heterogenous overlapping databases through object-oriented transformations,index configuration in object-oriented databases,"tore risch , vanja josifovski",elisa bertino,vldb,the vldb journal -- the international journal on very large data bases,1999,1994,0
1763,591,"object-oriented , rapid application development in a pc database environment",index configuration in object-oriented databases,fox development team,elisa bertino,sigmod conference,the vldb journal -- the international journal on very large data bases,1995,1994,0
2179,591,opt + + : an object-oriented implementation for extensible database query optimization,index configuration in object-oriented databases,"david j. dewitt , navin kabra",elisa bertino,vldb j.,the vldb journal -- the international journal on very large data bases,1999,1994,0
1741,591,on-line reorganization in object databases,index configuration in object-oriented databases,"s. sudarshan , rajeev rastogi , s. seshadri , mohana krishna lakhamraju",elisa bertino,sigmod conference,the vldb journal -- the international journal on very large data bases,2000,1994,0
2183,1159,odefs : a file system interface to an object-oriented database,exact : an extensible approach to active object-oriented databases,"narain h. gehani , william d. roome , h. v. jagadish","oscar d &#237; az , arturo jaime",vldb,the vldb journal -- the international journal on very large data bases,1994,1997,0
2232,1159,query unnesting in object-oriented databases,exact : an extensible approach to active object-oriented databases,leonidas fegaras,"oscar d &#237; az , arturo jaime",sigmod conference,the vldb journal -- the international journal on very large data bases,1998,1997,0
1459,1159,a taxonomy for secure object-oriented databases,exact : an extensible approach to active object-oriented databases,"sebastiaan h. von solms , martin s. olivier","oscar d &#237; az , arturo jaime",acm trans . database syst .,the vldb journal -- the international journal on very large data bases,1994,1997,0
1021,1159,the algres testbed of chimera : an active object-oriented database system,exact : an extensible approach to active object-oriented databases,"giuseppe psaila , stefano ceri , stefano paraboschi , piero fraternali","oscar d &#237; az , arturo jaime",sigmod conference,the vldb journal -- the international journal on very large data bases,1995,1997,0
1118,1159,index nesting - an efficient approach to indexing in object-oriented databases,exact : an extensible approach to active object-oriented databases,"jiawei han , beng chin ooi , hongjun lu , kian-lee tan","oscar d &#237; az , arturo jaime",vldb j.,the vldb journal -- the international journal on very large data bases,1996,1997,0
1985,1159,static detection of security flaws in object-oriented databases,exact : an extensible approach to active object-oriented databases,keishi tajima,"oscar d &#237; az , arturo jaime",sigmod conference,the vldb journal -- the international journal on very large data bases,1996,1997,0
2131,1159,the trigs active object-oriented database system - an overview,exact : an extensible approach to active object-oriented databases,"gerti kappel , werner retschitzegger","oscar d &#237; az , arturo jaime",sigmod record,the vldb journal -- the international journal on very large data bases,1998,1997,0
69,1159,a cost model for clustered object-oriented databases,exact : an extensible approach to active object-oriented databases,"zhao-hui tang , jean-robert gruser , georges gardarin","oscar d &#237; az , arturo jaime",vldb,the vldb journal -- the international journal on very large data bases,1995,1997,0
287,1159,converting relational to object-oriented databases,exact : an extensible approach to active object-oriented databases,joseph fong,"oscar d &#237; az , arturo jaime",sigmod record,the vldb journal -- the international journal on very large data bases,1997,1997,0
2392,1159,the hcc-tree : an efficient index structure for object oriented databases,exact : an extensible approach to active object-oriented databases,"b. sreenath , s. seshadri","oscar d &#237; az , arturo jaime",vldb,the vldb journal -- the international journal on very large data bases,1994,1997,0
783,1159,an effective deductive object-oriented database through language integration,exact : an extensible approach to active object-oriented databases,"m. howard williams , norman w. paton , andrew dinn , maria l. barja , alvaro a. a. fernandes","oscar d &#237; az , arturo jaime",vldb,the vldb journal -- the international journal on very large data bases,1994,1997,0
2580,616,emergent semantics and the multimedia semantic web,emergent semantics and the multimedia semantic web,"william i. grosky , farshad fotouhi , d. v. sreenath","w. i. grosky , d. v. sreenath , f. fotouhi",sigmod record,acm sigmod record,2002,2002,1
342,616,managing multiple and distributed ontologies on the semantic web,emergent semantics and the multimedia semantic web,"boris motik , alexander maedche , ljiljana stojanovic","w. i. grosky , d. v. sreenath , f. fotouhi",vldb j.,acm sigmod record,2003,2002,0
834,616,the semantic web : semantics for data on the web,emergent semantics and the multimedia semantic web,"vipul kashyap , stefan decker","w. i. grosky , d. v. sreenath , f. fotouhi",vldb,acm sigmod record,2003,2002,0
2580,2186,emergent semantics and the multimedia semantic web,managing multiple and distributed ontologies on the semantic web,"william i. grosky , farshad fotouhi , d. v. sreenath","a. maedche , b. motik , l. stojanovic",sigmod record,the vldb journal -- the international journal on very large data bases,2002,2003,0
259,2186,composing web services on the semantic web,managing multiple and distributed ontologies on the semantic web,"athman bouguettaya , brahim medjahed , ahmed k. elmagarmid","a. maedche , b. motik , l. stojanovic",vldb j.,the vldb journal -- the international journal on very large data bases,2003,2003,0
342,2186,managing multiple and distributed ontologies on the semantic web,managing multiple and distributed ontologies on the semantic web,"boris motik , alexander maedche , ljiljana stojanovic","a. maedche , b. motik , l. stojanovic",vldb j.,the vldb journal -- the international journal on very large data bases,2003,2003,1
623,2186,learning to match ontologies on the semantic web,managing multiple and distributed ontologies on the semantic web,"jayant madhavan , robin dhamankar , alon y. halevy , pedro domingos , anhai doan","a. maedche , b. motik , l. stojanovic",vldb j.,the vldb journal -- the international journal on very large data bases,2003,2003,0
2580,620,emergent semantics and the multimedia semantic web,"agents , trust , and information access on the semantic web","william i. grosky , farshad fotouhi , d. v. sreenath","tim finin , anupam joshi",sigmod record,acm sigmod record,2002,2002,0
2424,620,"agents , turst , and information access on the semantic web","agents , trust , and information access on the semantic web","timothy w. finin , anupam joshi","tim finin , anupam joshi",sigmod record,acm sigmod record,2002,2002,1
691,620,the p operator : discovering and ranking associations on the semantic web,"agents , trust , and information access on the semantic web","kemafor anyanwu , amit p. sheth","tim finin , anupam joshi",sigmod record,acm sigmod record,2002,2002,0
259,620,composing web services on the semantic web,"agents , trust , and information access on the semantic web","athman bouguettaya , brahim medjahed , ahmed k. elmagarmid","tim finin , anupam joshi",vldb j.,acm sigmod record,2003,2002,0
420,1866,dwms : data warehouse management system,strudel : a web site management system,narendra mohan,"mary fernandez , daniela florescu , jaewoo kang , alon levy , dan suciu",vldb,international conference on management of data,1996,1997,0
2224,1866,lore : a database management system for semistructured data,strudel : a web site management system,"roy goldman , serge abiteboul , jennifer widom , dallan quass , jason mchugh","mary fernandez , daniela florescu , jaewoo kang , alon levy , dan suciu",sigmod record,international conference on management of data,1997,1997,0
688,1866,strudel : a web-site management system,strudel : a web site management system,"alon y. levy , mary f. fernandez , jaewoo kang , daniela florescu , dan suciu","mary fernandez , daniela florescu , jaewoo kang , alon levy , dan suciu",sigmod conference,international conference on management of data,1997,1997,1
742,1866,the araneus web-base management system,strudel : a web site management system,"giansalvatore mecca , paolo merialdo , alessandro masci , paolo atzeni , giuseppe sindoni","mary fernandez , daniela florescu , jaewoo kang , alon levy , dan suciu",sigmod conference,international conference on management of data,1998,1997,0
2296,1866,the mariposa distributed database management system,strudel : a web site management system,jeff sidell,"mary fernandez , daniela florescu , jaewoo kang , alon levy , dan suciu",sigmod record,international conference on management of data,1996,1997,0
78,1866,the ores temporal database management system,strudel : a web site management system,"babis theodoulidis , george karvelis , jayant chaudhary , aziz ait-braham , simon sou , george andrianopoulos","mary fernandez , daniela florescu , jaewoo kang , alon levy , dan suciu",sigmod conference,international conference on management of data,1994,1997,0
525,1866,tigukat : a uniform behavioral objectbase management system,strudel : a web site management system,"randal j. peters , m. tamer özsu , boman irani , adriana muñoz , anna lipka , duane szafron","mary fernandez , daniela florescu , jaewoo kang , alon levy , dan suciu",vldb j.,international conference on management of data,1995,1997,0
142,1866,catching the boat with strudel : experiences with a web-site management system,strudel : a web site management system,"jaewoo kang , dan suciu , alon y. levy , daniela florescu , mary f. fernandez","mary fernandez , daniela florescu , jaewoo kang , alon levy , dan suciu",sigmod conference,international conference on management of data,1998,1997,0
1933,1866,is web-site management a database problem ?,strudel : a web site management system,"daniela florescu , dan suciu , alon y. levy","mary fernandez , daniela florescu , jaewoo kang , alon levy , dan suciu",vldb,international conference on management of data,1998,1997,0
508,1866,anatomy of a native xml base management system,strudel : a web site management system,"thorsten fiebig , till westmann , robert schiele , guido moerkotte , carl-christian kanne , julia neumann , sven helmer","mary fernandez , daniela florescu , jaewoo kang , alon levy , dan suciu",vldb j.,international conference on management of data,2002,1997,0
1870,1866,using the calanda time series management system,strudel : a web site management system,"werner dreyer , angelika kotz dittrich , duri schmidt","mary fernandez , daniela florescu , jaewoo kang , alon levy , dan suciu",sigmod conference,international conference on management of data,1995,1997,0
420,152,dwms : data warehouse management system,the araneus web-based management system,narendra mohan,"g. mecca , p. atzeni , a. masci , g. sindoni , p. merialdo",vldb,international conference on management of data,1996,1998,0
289,152,constructing the next 100 database management systems,the araneus web-based management system,"andreas geppert , klaus r. dittrich","g. mecca , p. atzeni , a. masci , g. sindoni , p. merialdo",sigmod record,international conference on management of data,1994,1998,0
22,152,a query language for a web-site management system,the araneus web-based management system,"dan suciu , daniela florescu , alon y. levy , mary f. fernandez","g. mecca , p. atzeni , a. masci , g. sindoni , p. merialdo",sigmod record,international conference on management of data,1997,1998,0
11,152,aurora : a data stream management system,the araneus web-based management system,"nesime tatbul , daniel j. abadi , c. erwin , anurag maskey , mitch cherniack , alex rasin , christian convey , a. singer , eduardo f. galvez , r. yan , ugur çetintemel , ying xing , stanley b. zdonik , michael stonebraker , donald carney , m. hatoun","g. mecca , p. atzeni , a. masci , g. sindoni , p. merialdo",sigmod conference,international conference on management of data,2003,1998,0
742,152,the araneus web-base management system,the araneus web-based management system,"giansalvatore mecca , paolo merialdo , alessandro masci , paolo atzeni , giuseppe sindoni","g. mecca , p. atzeni , a. masci , g. sindoni , p. merialdo",sigmod conference,international conference on management of data,1998,1998,1
398,152,agflow : agent-based cross-enterprise workflow management system,the araneus web-based management system,"boualem benatallah , anne h. h. ngu , phuong nguyen , liangzhao zeng","g. mecca , p. atzeni , a. masci , g. sindoni , p. merialdo",vldb,international conference on management of data,2001,1998,0
2296,152,the mariposa distributed database management system,the araneus web-based management system,jeff sidell,"g. mecca , p. atzeni , a. masci , g. sindoni , p. merialdo",sigmod record,international conference on management of data,1996,1998,0
78,152,the ores temporal database management system,the araneus web-based management system,"babis theodoulidis , george karvelis , jayant chaudhary , aziz ait-braham , simon sou , george andrianopoulos","g. mecca , p. atzeni , a. masci , g. sindoni , p. merialdo",sigmod conference,international conference on management of data,1994,1998,0
2486,152,database systems management and oracle8,the araneus web-based management system,c. gregory doherty,"g. mecca , p. atzeni , a. masci , g. sindoni , p. merialdo",sigmod conference,international conference on management of data,1998,1998,0
1655,152,building knowledge base management systems,the araneus web-based management system,"thodoros topaloglou , adel shrufi , vinay k. chaudhri , dimitris plexousakis , john mylopoulos","g. mecca , p. atzeni , a. masci , g. sindoni , p. merialdo",vldb j.,international conference on management of data,1996,1998,0
525,152,tigukat : a uniform behavioral objectbase management system,the araneus web-based management system,"randal j. peters , m. tamer özsu , boman irani , adriana muñoz , anna lipka , duane szafron","g. mecca , p. atzeni , a. masci , g. sindoni , p. merialdo",vldb j.,international conference on management of data,1995,1998,0
142,152,catching the boat with strudel : experiences with a web-site management system,the araneus web-based management system,"jaewoo kang , dan suciu , alon y. levy , daniela florescu , mary f. fernandez","g. mecca , p. atzeni , a. masci , g. sindoni , p. merialdo",sigmod conference,international conference on management of data,1998,1998,0
987,152,open object database management systems,the araneus web-based management system,josé a. blakeley,"g. mecca , p. atzeni , a. masci , g. sindoni , p. merialdo",sigmod conference,international conference on management of data,1994,1998,0
508,152,anatomy of a native xml base management system,the araneus web-based management system,"thorsten fiebig , till westmann , robert schiele , guido moerkotte , carl-christian kanne , julia neumann , sven helmer","g. mecca , p. atzeni , a. masci , g. sindoni , p. merialdo",vldb j.,international conference on management of data,2002,1998,0
1315,152,capbased-ams : a capability-based and event-driven activity management system,the araneus web-based management system,"kamalakar karlapalem , helen p. yeung , patrick c. k. hung","g. mecca , p. atzeni , a. masci , g. sindoni , p. merialdo",sigmod conference,international conference on management of data,1996,1998,0
1870,152,using the calanda time series management system,the araneus web-based management system,"werner dreyer , angelika kotz dittrich , duri schmidt","g. mecca , p. atzeni , a. masci , g. sindoni , p. merialdo",sigmod conference,international conference on management of data,1995,1998,0
420,1444,dwms : data warehouse management system,document management as a database problem,narendra mohan,rudolf bayer,vldb,very large data bases,1996,1995,0
2224,1444,lore : a database management system for semistructured data,document management as a database problem,"roy goldman , serge abiteboul , jennifer widom , dallan quass , jason mchugh",rudolf bayer,sigmod record,very large data bases,1997,1995,0
11,1444,aurora : a data stream management system,document management as a database problem,"nesime tatbul , daniel j. abadi , c. erwin , anurag maskey , mitch cherniack , alex rasin , christian convey , a. singer , eduardo f. galvez , r. yan , ugur çetintemel , ying xing , stanley b. zdonik , michael stonebraker , donald carney , m. hatoun",rudolf bayer,sigmod conference,very large data bases,2003,1995,0
2296,1444,the mariposa distributed database management system,document management as a database problem,jeff sidell,rudolf bayer,sigmod record,very large data bases,1996,1995,0
348,1444,filenet integrated document management database usage and issues,document management as a database problem,daniel s. whelan,rudolf bayer,sigmod conference,very large data bases,1998,1995,0
1481,1444,database management systems and the internet,document management as a database problem,susan malaika,rudolf bayer,vldb,very large data bases,1996,1995,0
2486,1444,database systems management and oracle8,document management as a database problem,c. gregory doherty,rudolf bayer,sigmod conference,very large data bases,1998,1995,0
987,1444,open object database management systems,document management as a database problem,josé a. blakeley,rudolf bayer,sigmod conference,very large data bases,1994,1995,0
1933,1444,is web-site management a database problem ?,document management as a database problem,"daniela florescu , dan suciu , alon y. levy",rudolf bayer,vldb,very large data bases,1998,1995,0
420,482,dwms : data warehouse management system,design and management of data warehouses report on the dmdw '99 workshop,narendra mohan,"stella gatziu , manfred jeusfeld , martin staudt , yannis vassiliou",vldb,acm sigmod record,1996,1999,0
1066,482,report on the 5th international workshop on the design and management of data warehouses ( dmdw ' 03 ),design and management of data warehouses report on the dmdw '99 workshop,"manfred a. jeusfeld , hans-joachim lenz , panos vassiliadis , martin staudt","stella gatziu , manfred jeusfeld , martin staudt , yannis vassiliou",sigmod record,acm sigmod record,2003,1999,0
420,0,dwms : data warehouse management system,the wasa2 object-oriented workflow management system,narendra mohan,"gottfried vossen , mathias weske",vldb,international conference on management of data,1996,1999,0
1021,0,the algres testbed of chimera : an active object-oriented database system,the wasa2 object-oriented workflow management system,"giuseppe psaila , stefano ceri , stefano paraboschi , piero fraternali","gottfried vossen , mathias weske",sigmod conference,international conference on management of data,1995,1999,0
742,0,the araneus web-base management system,the wasa2 object-oriented workflow management system,"giansalvatore mecca , paolo merialdo , alessandro masci , paolo atzeni , giuseppe sindoni","gottfried vossen , mathias weske",sigmod conference,international conference on management of data,1998,1999,0
2131,0,the trigs active object-oriented database system - an overview,the wasa2 object-oriented workflow management system,"gerti kappel , werner retschitzegger","gottfried vossen , mathias weske",sigmod record,international conference on management of data,1998,1999,0
398,0,agflow : agent-based cross-enterprise workflow management system,the wasa2 object-oriented workflow management system,"boualem benatallah , anne h. h. ngu , phuong nguyen , liangzhao zeng","gottfried vossen , mathias weske",vldb,international conference on management of data,2001,1999,0
78,0,the ores temporal database management system,the wasa2 object-oriented workflow management system,"babis theodoulidis , george karvelis , jayant chaudhary , aziz ait-braham , simon sou , george andrianopoulos","gottfried vossen , mathias weske",sigmod conference,international conference on management of data,1994,1999,0
525,0,tigukat : a uniform behavioral objectbase management system,the wasa2 object-oriented workflow management system,"randal j. peters , m. tamer özsu , boman irani , adriana muñoz , anna lipka , duane szafron","gottfried vossen , mathias weske",vldb j.,international conference on management of data,1995,1999,0
987,0,open object database management systems,the wasa2 object-oriented workflow management system,josé a. blakeley,"gottfried vossen , mathias weske",sigmod conference,international conference on management of data,1994,1999,0
1948,0,a goal-driven auto-configuration tool for the distributed workflow management system mentor-lite,the wasa2 object-oriented workflow management system,"german shegalov , gerhard weikum , wolfgang wonner , michael gillmann , jeanine weißenfels","gottfried vossen , mathias weske",sigmod conference,international conference on management of data,2000,1999,0
1870,0,using the calanda time series management system,the wasa2 object-oriented workflow management system,"werner dreyer , angelika kotz dittrich , duri schmidt","gottfried vossen , mathias weske",sigmod conference,international conference on management of data,1995,1999,0
512,0,the mentor workbench for enterprise-wide workflow management,the wasa2 object-oriented workflow management system,"jeanine weißenfels , dirk wodtke , angelika kotz dittrich , gerhard weikum , peter muth","gottfried vossen , mathias weske",sigmod conference,international conference on management of data,1997,1999,0
420,2010,dwms : data warehouse management system,aurora : a data stream management system,narendra mohan,"d. abadi , d. carney , u. &#199; etintemel , m. cherniack , c. convey , c. erwin , e. galvez , m. hatoun , a. maskey , a. rasin , a. singer , m. stonebraker , n. tatbul , y. xing , r. yan , s. zdonik",vldb,international conference on management of data,1996,2003,0
