ltable_id,rtable_id,ltable_name,rtable_name,ltable_addr,rtable_addr,ltable_city,rtable_city,ltable_phone,rtable_phone,ltable_type,rtable_type,ltable_class,rtable_class,label
6,45,citrus,` mo better meatty meat ',' 6703 melrose ave. ',' 7261 melrose ave. ',` los angeles ',la,213/857 -0034,213-935-5280,californian,hamburgers,6,579,0
135,62,eclipse,` sweet lady jane ',' 8800 melrose ave. ',' 8360 melrose ave. ',` los angeles ',la,310/724 -5959,213-653-7145,californian,desserts,132,596,0
168,62,` tavola calda ',` sweet lady jane ',' 7371 melrose ave. ',' 8360 melrose ave. ',` los angeles ',la,213/658 -6340,213-653-7145,italian,desserts,165,596,0
135,30,eclipse,` johnny rockets ( la ) ',' 8800 melrose ave. ',' 7507 melrose ave. ',` los angeles ',la,310/724 -5959,213-651-3361,californian,american,132,564,0
16,30,patina,` johnny rockets ( la ) ',' 5955 melrose ave. ',' 7507 melrose ave. ',` los angeles ',la,213/467 -1108,213-651-3361,californian,american,16,564,0
12,30,` le chardonnay ',` johnny rockets ( la ) ',' 8284 melrose ave. ',' 7507 melrose ave. ',` los angeles ',la,213/655 -8880,213-651-3361,french,american,12,564,0
151,30,` morton \ 's ',` johnny rockets ( la ) ',' 8764 melrose ave. ',' 7507 melrose ave. ',` los angeles ',la,310/276 -5205,213-651-3361,american,american,148,564,0
168,30,` tavola calda ',` johnny rockets ( la ) ',' 7371 melrose ave. ',' 7507 melrose ave. ',` los angeles ',la,213/658 -6340,213-651-3361,italian,american,165,564,0
6,30,citrus,` johnny rockets ( la ) ',' 6703 melrose ave. ',' 7507 melrose ave. ',` los angeles ',la,213/857 -0034,213-651-3361,californian,american,6,564,0
135,234,eclipse,patina,' 8800 melrose ave. ',' 5955 melrose ave. ',` los angeles ',` los angeles ',310/724 -5959,213-467-1108,californian,californian,132,16,0
170,234,` tommy tang \ 's ',patina,' 7313 melrose ave. ',' 5955 melrose ave. ',` los angeles ',` los angeles ',213/937 -5733,213-467-1108,asian,californian,167,16,0
16,234,patina,patina,' 5955 melrose ave. ',' 5955 melrose ave. ',` los angeles ',` los angeles ',213/467 -1108,213-467-1108,californian,californian,16,16,1
12,234,` le chardonnay ',patina,' 8284 melrose ave. ',' 5955 melrose ave. ',` los angeles ',` los angeles ',213/655 -8880,213-467-1108,french,californian,12,16,0
151,234,` morton \ 's ',patina,' 8764 melrose ave. ',' 5955 melrose ave. ',` los angeles ',` los angeles ',310/276 -5205,213-467-1108,american,californian,148,16,0
6,234,citrus,patina,' 6703 melrose ave. ',' 5955 melrose ave. ',` los angeles ',` los angeles ',213/857 -0034,213-467-1108,californian,californian,6,16,0
135,224,eclipse,citrus,' 8800 melrose ave. ',' 6703 melrose ave. ',` los angeles ',` los angeles ',310/724 -5959,213-857-0034,californian,californian,132,6,0
12,224,` le chardonnay ',citrus,' 8284 melrose ave. ',' 6703 melrose ave. ',` los angeles ',` los angeles ',213/655 -8880,213-857-0034,french,californian,12,6,0
151,224,` morton \ 's ',citrus,' 8764 melrose ave. ',' 6703 melrose ave. ',` los angeles ',` los angeles ',310/276 -5205,213-857-0034,american,californian,148,6,0
6,224,citrus,citrus,' 6703 melrose ave. ',' 6703 melrose ave. ',` los angeles ',` los angeles ',213/857 -0034,213-857-0034,californian,californian,6,6,1
156,122,` pacific dining car ',` andre \ 's french restaurant ',' 6th st. ',' 401 s. 6th st. ',` los angeles ',` las vegas ',213/483 -6000,702-385-5016,american,` french ( classic ) ',153,656,0
119,122,` border grill ',` andre \ 's french restaurant ',' 4th st. ',' 401 s. 6th st. ',` los angeles ',` las vegas ',310/451 -1655,702-385-5016,mexican,` french ( classic ) ',116,656,0
156,213,` pacific dining car ',` ti couz ',' 6th st. ',' 3108 16th st. ',` los angeles ',` san francisco ',213/483 -6000,415-252-7373,american,french,153,748,0
55,273,` rainbow room ',` rainbow room ','30 rockefeller plaza ','30 rockefeller plaza ',` new york ',` new york city ',212/632 -5000,212-632-5000,` or 212/632 -5100 american ',` american ( new ) ',55,55,1
97,315,` cafe claude ',` cafe claude ',' 7 claude la . ',' 7 claude ln . ',` san francisco ',` san francisco ',415/392 -3505,415-392-3505,french,` french bistro ',97,97,1
452,134,` yolie \ 's ',` nicky blair \ 's ',' 3900 paradise rd. ',' 3925 paradise rd. ',` las vegas ',` las vegas ',702/794 -0700,702-792-9900,` steak houses ',italian,452,668,0
69,134,` le montrachet ',` nicky blair \ 's ',' 3000 w. paradise rd. ',' 3925 paradise rd. ',` las vegas ',` las vegas ',702/732 -5111,702-792-9900,continental,italian,69,668,0
452,287,` yolie \ 's ',` le montrachet bistro ',' 3900 paradise rd. ',' 3000 paradise rd. ',` las vegas ',` las vegas ',702/794 -0700,702-732-5651,` steak houses ',` french bistro ',452,69,0
69,287,` le montrachet ',` le montrachet bistro ',' 3000 w. paradise rd. ',' 3000 paradise rd. ',` las vegas ',` las vegas ',702/732 -5111,702-732-5651,continental,` french bistro ',69,69,1
452,55,` yolie \ 's ',` rae \ 's ',' 3900 paradise rd. ',' 2901 pico blvd. ',` las vegas ',` santa monica ',702/794 -0700,310-828-7937,` steak houses ',diners,452,589,0
21,55,valentino,` rae \ 's ',' 3115 pico blvd. ',' 2901 pico blvd. ',` santa monica ',` santa monica ',310/829 -4313,310-828-7937,italian,diners,21,589,0
76,55,` bone \ 's ',` rae \ 's ',' 3130 piedmont road ',' 2901 pico blvd. ',atlanta,` santa monica ',404/237 -2663,310-828-7937,american,diners,76,589,0
236,55,` ernie \ 's ',` rae \ 's ',' 2150 broadway between 75th and 76th sts . ',' 2901 pico blvd. ',` new york ',` santa monica ',212/496 -1588,310-828-7937,american,diners,234,589,0
452,26,` yolie \ 's ',` joe \ 's ',' 3900 paradise rd. ',' 1023 abbot kinney blvd. ',` las vegas ',venice,702/794 -0700,310-399-5811,` steak houses ',` american ( new ) ',452,560,0
485,26,` jack \ 's ',` joe \ 's ',' 615 sacramento st. ',' 1023 abbot kinney blvd. ',` san francisco ',venice,415/986 -9854,310-399-5811,` old san francisco ',` american ( new ) ',485,560,0
236,26,` ernie \ 's ',` joe \ 's ',' 2150 broadway between 75th and 76th sts . ',' 1023 abbot kinney blvd. ',` new york ',venice,212/496 -1588,310-399-5811,american,` american ( new ) ',234,560,0
498,26,` moose \ 's ',` joe \ 's ',' 1652 stockton st. ',' 1023 abbot kinney blvd. ',` san francisco ',venice,415/989 -7800,310-399-5811,mediterranean,` american ( new ) ',498,560,0
83,104,` heera of india ',` rose of india ',' 595 piedmont ave. rio shopping mall ',' 308 e. sixth st. ',atlanta,` new york city ',404/876 -4408,212-533-5011,asian,indian,83,638,0
490,189,` l \ ` osteria del forno ',` campo santo ',' 519 columbus ave. ',' 240 columbus ave. ',` san francisco ',` san francisco ',415/982 -1124,415-433-9623,italian,mexican,490,724,0
427,132,` bertolini \ 's ',moongate,' 3570 las vegas blvd. s ',' 3400 las vegas blvd. s. ',` las vegas ',` las vegas ',702/735 -4663,702-791-7352,italian,chinese,427,666,0
449,132,` the bacchanal ',moongate,' 3570 las vegas blvd. s ',' 3400 las vegas blvd. s. ',` las vegas ',` las vegas ',702/731 -7525,702-791-7352,` only in las vegas ',chinese,449,666,0
444,132,` margarita \ 's mexican cantina ',moongate,' 3120 las vegas blvd. s ',' 3400 las vegas blvd. s. ',` las vegas ',` las vegas ',702/794 -8200,702-791-7352,mexican,chinese,444,666,0
448,132,` ralph \ 's diner ',moongate,' 3000 las vegas blvd. s ',' 3400 las vegas blvd. s. ',` las vegas ',` las vegas ',702/732 -6330,702-791-7352,` coffee shops/diners ',chinese,448,666,0
429,132,bistro,moongate,' 3400 las vegas blvd. s ',' 3400 las vegas blvd. s. ',` las vegas ',` las vegas ',702/791 -7111,702-791-7352,continental,chinese,429,666,0
438,132,'em press court ',moongate,' 3570 las vegas blvd. s ',' 3400 las vegas blvd. s. ',` las vegas ',` las vegas ',702/731 -7888,702-791-7352,asian,chinese,438,666,0
67,132,` chin \ 's ',moongate,' 3200 las vegas blvd. s ',' 3400 las vegas blvd. s. ',` las vegas ',` las vegas ',702/733 -8899,702-791-7352,asian,chinese,67,666,0
433,132,` cafe roma ',moongate,' 3570 las vegas blvd. s ',' 3400 las vegas blvd. s. ',` las vegas ',` las vegas ',702/731 -7547,702-791-7352,` coffee shops/diners ',chinese,433,666,0
68,132,` coyote cafe ',moongate,' 3799 las vegas blvd. s ',' 3400 las vegas blvd. s. ',` las vegas ',` las vegas ',702/891 -7349,702-791-7352,southwestern,chinese,68,666,0
424,132,` bally \ 's big kitchen ',moongate,' 3645 las vegas blvd. s ',' 3400 las vegas blvd. s. ',` las vegas ',` las vegas ',702/739 -4111,702-791-7352,buffets,chinese,424,666,0
70,132,` palace court ',moongate,' 3570 las vegas blvd. s ',' 3400 las vegas blvd. s. ',` las vegas ',` las vegas ',702/731 -7547,702-791-7352,continental,chinese,70,666,0
427,139,` bertolini \ 's ',` sterling brunch ',' 3570 las vegas blvd. s ',' 3645 las vegas blvd. s. ',` las vegas ',` las vegas ',702/735 -4663,702-739-4651,italian,eclectic,427,673,0
449,139,` the bacchanal ',` sterling brunch ',' 3570 las vegas blvd. s ',' 3645 las vegas blvd. s. ',` las vegas ',` las vegas ',702/731 -7525,702-739-4651,` only in las vegas ',eclectic,449,673,0
437,139,` circus circus ',` sterling brunch ',' 2880 las vegas blvd. s ',' 3645 las vegas blvd. s. ',` las vegas ',` las vegas ',702/734 -0410,702-739-4651,buffets,eclectic,437,673,0
444,139,` margarita \ 's mexican cantina ',` sterling brunch ',' 3120 las vegas blvd. s ',' 3645 las vegas blvd. s. ',` las vegas ',` las vegas ',702/794 -8200,702-739-4651,mexican,eclectic,444,673,0
448,139,` ralph \ 's diner ',` sterling brunch ',' 3000 las vegas blvd. s ',' 3645 las vegas blvd. s. ',` las vegas ',` las vegas ',702/732 -6330,702-739-4651,` coffee shops/diners ',eclectic,448,673,0
446,139,mikado,` sterling brunch ',' 3400 las vegas blvd. s ',' 3645 las vegas blvd. s. ',` las vegas ',` las vegas ',702/791 -7111,702-739-4651,asian,eclectic,446,673,0
429,139,bistro,` sterling brunch ',' 3400 las vegas blvd. s ',' 3645 las vegas blvd. s. ',` las vegas ',` las vegas ',702/791 -7111,702-739-4651,continental,eclectic,429,673,0
67,139,` chin \ 's ',` sterling brunch ',' 3200 las vegas blvd. s ',' 3645 las vegas blvd. s. ',` las vegas ',` las vegas ',702/733 -8899,702-739-4651,asian,eclectic,67,673,0
72,139,` steak house ',` sterling brunch ',' 2880 las vegas blvd. s ',' 3645 las vegas blvd. s. ',` las vegas ',` las vegas ',702/734 -0410,702-739-4651,` steak houses ',eclectic,72,673,0
424,139,` bally \ 's big kitchen ',` sterling brunch ',' 3645 las vegas blvd. s ',' 3645 las vegas blvd. s. ',` las vegas ',` las vegas ',702/739 -4111,702-739-4651,buffets,eclectic,424,673,0
427,130,` bertolini \ 's ',` michael \ 's ( las vegas ) ',' 3570 las vegas blvd. s ',' 3595 las vegas blvd. s. ',` las vegas ',` las vegas ',702/735 -4663,702-737-7111,italian,continental,427,664,0
448,130,` ralph \ 's diner ',` michael \ 's ( las vegas ) ',' 3000 las vegas blvd. s ',' 3595 las vegas blvd. s. ',` las vegas ',` las vegas ',702/732 -6330,702-737-7111,` coffee shops/diners ',continental,448,664,0
446,130,mikado,` michael \ 's ( las vegas ) ',' 3400 las vegas blvd. s ',' 3595 las vegas blvd. s. ',` las vegas ',` las vegas ',702/791 -7111,702-737-7111,asian,continental,446,664,0
429,130,bistro,` michael \ 's ( las vegas ) ',' 3400 las vegas blvd. s ',' 3595 las vegas blvd. s. ',` las vegas ',` las vegas ',702/791 -7111,702-737-7111,continental,continental,429,664,0
438,130,'em press court ',` michael \ 's ( las vegas ) ',' 3570 las vegas blvd. s ',' 3595 las vegas blvd. s. ',` las vegas ',` las vegas ',702/731 -7888,702-737-7111,asian,continental,438,664,0
67,130,` chin \ 's ',` michael \ 's ( las vegas ) ',' 3200 las vegas blvd. s ',' 3595 las vegas blvd. s. ',` las vegas ',` las vegas ',702/733 -8899,702-737-7111,asian,continental,67,664,0
72,130,` steak house ',` michael \ 's ( las vegas ) ',' 2880 las vegas blvd. s ',' 3595 las vegas blvd. s. ',` las vegas ',` las vegas ',702/734 -0410,702-737-7111,` steak houses ',continental,72,664,0
68,130,` coyote cafe ',` michael \ 's ( las vegas ) ',' 3799 las vegas blvd. s ',' 3595 las vegas blvd. s. ',` las vegas ',` las vegas ',702/891 -7349,702-737-7111,southwestern,continental,68,664,0
424,130,` bally \ 's big kitchen ',` michael \ 's ( las vegas ) ',' 3645 las vegas blvd. s ',' 3595 las vegas blvd. s. ',` las vegas ',` las vegas ',702/739 -4111,702-737-7111,buffets,continental,424,664,0
431,130,` bugsy \ 's diner ',` michael \ 's ( las vegas ) ',' 3555 las vegas blvd. s ',' 3595 las vegas blvd. s. ',` las vegas ',` las vegas ',702/733 -3111,702-737-7111,` coffee shops/diners ',continental,431,664,0
427,140,` bertolini \ 's ',` tre visi ',' 3570 las vegas blvd. s ',' 3799 las vegas blvd. s. ',` las vegas ',` las vegas ',702/735 -4663,702-891-7331,italian,italian,427,674,0
437,140,` circus circus ',` tre visi ',' 2880 las vegas blvd. s ',' 3799 las vegas blvd. s. ',` las vegas ',` las vegas ',702/734 -0410,702-891-7331,buffets,italian,437,674,0
444,140,` margarita \ 's mexican cantina ',` tre visi ',' 3120 las vegas blvd. s ',' 3799 las vegas blvd. s. ',` las vegas ',` las vegas ',702/794 -8200,702-891-7331,mexican,italian,444,674,0
448,140,` ralph \ 's diner ',` tre visi ',' 3000 las vegas blvd. s ',' 3799 las vegas blvd. s. ',` las vegas ',` las vegas ',702/732 -6330,702-891-7331,` coffee shops/diners ',italian,448,674,0
446,140,mikado,` tre visi ',' 3400 las vegas blvd. s ',' 3799 las vegas blvd. s. ',` las vegas ',` las vegas ',702/791 -7111,702-891-7331,asian,italian,446,674,0
72,140,` steak house ',` tre visi ',' 2880 las vegas blvd. s ',' 3799 las vegas blvd. s. ',` las vegas ',` las vegas ',702/734 -0410,702-891-7331,` steak houses ',italian,72,674,0
68,140,` coyote cafe ',` tre visi ',' 3799 las vegas blvd. s ',' 3799 las vegas blvd. s. ',` las vegas ',` las vegas ',702/891 -7349,702-891-7331,southwestern,italian,68,674,0
424,140,` bally \ 's big kitchen ',` tre visi ',' 3645 las vegas blvd. s ',' 3799 las vegas blvd. s. ',` las vegas ',` las vegas ',702/739 -4111,702-891-7331,buffets,italian,424,674,0
427,288,` bertolini \ 's ',` palace court ',' 3570 las vegas blvd. s ',' 3570 las vegas blvd. s. ',` las vegas ',` las vegas ',702/735 -4663,702-731-7110,italian,` french ( new ) ',427,70,0
437,288,` circus circus ',` palace court ',' 2880 las vegas blvd. s ',' 3570 las vegas blvd. s. ',` las vegas ',` las vegas ',702/734 -0410,702-731-7110,buffets,` french ( new ) ',437,70,0
444,288,` margarita \ 's mexican cantina ',` palace court ',' 3120 las vegas blvd. s ',' 3570 las vegas blvd. s. ',` las vegas ',` las vegas ',702/794 -8200,702-731-7110,mexican,` french ( new ) ',444,70,0
429,288,bistro,` palace court ',' 3400 las vegas blvd. s ',' 3570 las vegas blvd. s. ',` las vegas ',` las vegas ',702/791 -7111,702-731-7110,continental,` french ( new ) ',429,70,0
433,288,` cafe roma ',` palace court ',' 3570 las vegas blvd. s ',' 3570 las vegas blvd. s. ',` las vegas ',` las vegas ',702/731 -7547,702-731-7110,` coffee shops/diners ',` french ( new ) ',433,70,0
70,288,` palace court ',` palace court ',' 3570 las vegas blvd. s ',' 3570 las vegas blvd. s. ',` las vegas ',` las vegas ',702/731 -7547,702-731-7110,continental,` french ( new ) ',70,70,1
427,290,` bertolini \ 's ',` steak house the ',' 3570 las vegas blvd. s ',' 2880 las vegas blvd. s. ',` las vegas ',` las vegas ',702/735 -4663,702-734-0410,italian,steakhouses,427,72,0
449,290,` the bacchanal ',` steak house the ',' 3570 las vegas blvd. s ',' 2880 las vegas blvd. s. ',` las vegas ',` las vegas ',702/731 -7525,702-734-0410,` only in las vegas ',steakhouses,449,72,0
437,290,` circus circus ',` steak house the ',' 2880 las vegas blvd. s ',' 2880 las vegas blvd. s. ',` las vegas ',` las vegas ',702/734 -0410,702-734-0410,buffets,steakhouses,437,72,0
444,290,` margarita \ 's mexican cantina ',` steak house the ',' 3120 las vegas blvd. s ',' 2880 las vegas blvd. s. ',` las vegas ',` las vegas ',702/794 -8200,702-734-0410,mexican,steakhouses,444,72,0
448,290,` ralph \ 's diner ',` steak house the ',' 3000 las vegas blvd. s ',' 2880 las vegas blvd. s. ',` las vegas ',` las vegas ',702/732 -6330,702-734-0410,` coffee shops/diners ',steakhouses,448,72,0
446,290,mikado,` steak house the ',' 3400 las vegas blvd. s ',' 2880 las vegas blvd. s. ',` las vegas ',` las vegas ',702/791 -7111,702-734-0410,asian,steakhouses,446,72,0
429,290,bistro,` steak house the ',' 3400 las vegas blvd. s ',' 2880 las vegas blvd. s. ',` las vegas ',` las vegas ',702/791 -7111,702-734-0410,continental,steakhouses,429,72,0
438,290,'em press court ',` steak house the ',' 3570 las vegas blvd. s ',' 2880 las vegas blvd. s. ',` las vegas ',` las vegas ',702/731 -7888,702-734-0410,asian,steakhouses,438,72,0
67,290,` chin \ 's ',` steak house the ',' 3200 las vegas blvd. s ',' 2880 las vegas blvd. s. ',` las vegas ',` las vegas ',702/733 -8899,702-734-0410,asian,steakhouses,67,72,0
433,290,` cafe roma ',` steak house the ',' 3570 las vegas blvd. s ',' 2880 las vegas blvd. s. ',` las vegas ',` las vegas ',702/731 -7547,702-734-0410,` coffee shops/diners ',steakhouses,433,72,0
72,290,` steak house ',` steak house the ',' 2880 las vegas blvd. s ',' 2880 las vegas blvd. s. ',` las vegas ',` las vegas ',702/734 -0410,702-734-0410,` steak houses ',steakhouses,72,72,1
68,290,` coyote cafe ',` steak house the ',' 3799 las vegas blvd. s ',' 2880 las vegas blvd. s. ',` las vegas ',` las vegas ',702/891 -7349,702-734-0410,southwestern,steakhouses,68,72,0
424,290,` bally \ 's big kitchen ',` steak house the ',' 3645 las vegas blvd. s ',' 2880 las vegas blvd. s. ',` las vegas ',` las vegas ',702/739 -4111,702-734-0410,buffets,steakhouses,424,72,0
431,290,` bugsy \ 's diner ',` steak house the ',' 3555 las vegas blvd. s ',' 2880 las vegas blvd. s. ',` las vegas ',` las vegas ',702/733 -3111,702-734-0410,` coffee shops/diners ',steakhouses,431,72,0
427,128,` bertolini \ 's ',` madame ching \ 's ',' 3570 las vegas blvd. s ',' 3300 las vegas blvd. s. ',` las vegas ',` las vegas ',702/735 -4663,702-894-7111,italian,asian,427,662,0
449,128,` the bacchanal ',` madame ching \ 's ',' 3570 las vegas blvd. s ',' 3300 las vegas blvd. s. ',` las vegas ',` las vegas ',702/731 -7525,702-894-7111,` only in las vegas ',asian,449,662,0
437,128,` circus circus ',` madame ching \ 's ',' 2880 las vegas blvd. s ',' 3300 las vegas blvd. s. ',` las vegas ',` las vegas ',702/734 -0410,702-894-7111,buffets,asian,437,662,0
446,128,mikado,` madame ching \ 's ',' 3400 las vegas blvd. s ',' 3300 las vegas blvd. s. ',` las vegas ',` las vegas ',702/791 -7111,702-894-7111,asian,asian,446,662,0
438,128,'em press court ',` madame ching \ 's ',' 3570 las vegas blvd. s ',' 3300 las vegas blvd. s. ',` las vegas ',` las vegas ',702/731 -7888,702-894-7111,asian,asian,438,662,0
67,128,` chin \ 's ',` madame ching \ 's ',' 3200 las vegas blvd. s ',' 3300 las vegas blvd. s. ',` las vegas ',` las vegas ',702/733 -8899,702-894-7111,asian,asian,67,662,0
433,128,` cafe roma ',` madame ching \ 's ',' 3570 las vegas blvd. s ',' 3300 las vegas blvd. s. ',` las vegas ',` las vegas ',702/731 -7547,702-894-7111,` coffee shops/diners ',asian,433,662,0
427,285,` bertolini \ 's ',` chin \ 's ',' 3570 las vegas blvd. s ',' 3200 las vegas blvd. s. ',` las vegas ',` las vegas ',702/735 -4663,702-733-8899,italian,chinese,427,67,0
437,285,` circus circus ',` chin \ 's ',' 2880 las vegas blvd. s ',' 3200 las vegas blvd. s. ',` las vegas ',` las vegas ',702/734 -0410,702-733-8899,buffets,chinese,437,67,0
448,285,` ralph \ 's diner ',` chin \ 's ',' 3000 las vegas blvd. s ',' 3200 las vegas blvd. s. ',` las vegas ',` las vegas ',702/732 -6330,702-733-8899,` coffee shops/diners ',chinese,448,67,0
446,285,mikado,` chin \ 's ',' 3400 las vegas blvd. s ',' 3200 las vegas blvd. s. ',` las vegas ',` las vegas ',702/791 -7111,702-733-8899,asian,chinese,446,67,0
438,285,'em press court ',` chin \ 's ',' 3570 las vegas blvd. s ',' 3200 las vegas blvd. s. ',` las vegas ',` las vegas ',702/731 -7888,702-733-8899,asian,chinese,438,67,0
67,285,` chin \ 's ',` chin \ 's ',' 3200 las vegas blvd. s ',' 3200 las vegas blvd. s. ',` las vegas ',` las vegas ',702/733 -8899,702-733-8899,asian,chinese,67,67,1
433,285,` cafe roma ',` chin \ 's ',' 3570 las vegas blvd. s ',' 3200 las vegas blvd. s. ',` las vegas ',` las vegas ',702/731 -7547,702-733-8899,` coffee shops/diners ',chinese,433,67,0
68,285,` coyote cafe ',` chin \ 's ',' 3799 las vegas blvd. s ',' 3200 las vegas blvd. s. ',` las vegas ',` las vegas ',702/891 -7349,702-733-8899,southwestern,chinese,68,67,0
424,285,` bally \ 's big kitchen ',` chin \ 's ',' 3645 las vegas blvd. s ',' 3200 las vegas blvd. s. ',` las vegas ',` las vegas ',702/739 -4111,702-733-8899,buffets,chinese,424,67,0
431,285,` bugsy \ 's diner ',` chin \ 's ',' 3555 las vegas blvd. s ',' 3200 las vegas blvd. s. ',` las vegas ',` las vegas ',702/733 -3111,702-733-8899,` coffee shops/diners ',chinese,431,67,0
495,159,maykadeh,` greenwood \ 's ',' 470 green st. ',' 1087 green st. ',` san francisco ',roswell,415/362 -8286,770-992-5383,` greek and middle eastern ',southern/soul,495,693,0
32,270,dawat,petrossian,' 210 e. 58th st. ',' 182 w. 58th st. ',` new york ',` new york city ',212/355 -7555,212-245-2214,asian,russian,32,52,0
230,270,` dix et sept ',petrossian,' 181 w. 10th st. ',' 182 w. 58th st. ',` new york ',` new york city ',212/645 -8023,212-245-2214,french,russian,228,52,0
52,270,petrossian,petrossian,' 182 w. 58th st. ',' 182 w. 58th st. ',` new york ',` new york city ',212/245 -2214,212-245-2214,french,russian,52,52,1
46,270,march,petrossian,' 405 e. 58th st. ',' 182 w. 58th st. ',` new york ',` new york city ',212/754 -6272,212-245-2214,american,russian,46,52,0
33,270,felidia,petrossian,' 243 e. 58th st. ',' 182 w. 58th st. ',` new york ',` new york city ',212/758 -1479,212-245-2214,italian,russian,33,52,0
66,270,` virgil \ 's ',petrossian,' 152 w. 44th st. ',' 182 w. 58th st. ',` new york ',` new york city ',' 212 / 921-9494 ',212-245-2214,american,russian,66,52,0
45,270,` manhattan ocean club ',petrossian,'57 w. 58th st. ',' 182 w. 58th st. ',` new york ',` new york city ',' 212 / 371-7777 ',212-245-2214,seafood,russian,45,52,0
329,270,` planet hollywood ',petrossian,' 140 w. 57th st. ',' 182 w. 58th st. ',` new york ',` new york city ',212/333 -7827,212-245-2214,american,russian,328,52,0
318,270,` osteria al droge ',petrossian,' 142 w. 44th st. ',' 182 w. 58th st. ',` new york ',` new york city ',212/944 -3643,212-245-2214,italian,russian,317,52,0
273,270,` jean lafitte ',petrossian,'68 w. 58th st. ',' 182 w. 58th st. ',` new york ',` new york city ',212/751 -2323,212-245-2214,french,russian,272,52,0
449,123,` the bacchanal ',` buccaneer bay club ',' 3570 las vegas blvd. s ',' 3300 las vegas blvd. s. ',` las vegas ',` las vegas ',702/731 -7525,702-894-7350,` only in las vegas ',continental,449,657,0
444,123,` margarita \ 's mexican cantina ',` buccaneer bay club ',' 3120 las vegas blvd. s ',' 3300 las vegas blvd. s. ',` las vegas ',` las vegas ',702/794 -8200,702-894-7350,mexican,continental,444,657,0
446,123,mikado,` buccaneer bay club ',' 3400 las vegas blvd. s ',' 3300 las vegas blvd. s. ',` las vegas ',` las vegas ',702/791 -7111,702-894-7350,asian,continental,446,657,0
429,123,bistro,` buccaneer bay club ',' 3400 las vegas blvd. s ',' 3300 las vegas blvd. s. ',` las vegas ',` las vegas ',702/791 -7111,702-894-7350,continental,continental,429,657,0
438,123,'em press court ',` buccaneer bay club ',' 3570 las vegas blvd. s ',' 3300 las vegas blvd. s. ',` las vegas ',` las vegas ',702/731 -7888,702-894-7350,asian,continental,438,657,0
67,123,` chin \ 's ',` buccaneer bay club ',' 3200 las vegas blvd. s ',' 3300 las vegas blvd. s. ',` las vegas ',` las vegas ',702/733 -8899,702-894-7350,asian,continental,67,657,0
70,123,` palace court ',` buccaneer bay club ',' 3570 las vegas blvd. s ',' 3300 las vegas blvd. s. ',` las vegas ',` las vegas ',702/731 -7547,702-894-7350,continental,continental,70,657,0
449,125,` the bacchanal ','em eril \ 's new orleans fish house ',' 3570 las vegas blvd. s ',' 3799 las vegas blvd. s. ',` las vegas ',` las vegas ',702/731 -7525,702-891-7374,` only in las vegas ',seafood,449,659,0
437,125,` circus circus ','em eril \ 's new orleans fish house ',' 2880 las vegas blvd. s ',' 3799 las vegas blvd. s. ',` las vegas ',` las vegas ',702/734 -0410,702-891-7374,buffets,seafood,437,659,0
444,125,` margarita \ 's mexican cantina ','em eril \ 's new orleans fish house ',' 3120 las vegas blvd. s ',' 3799 las vegas blvd. s. ',` las vegas ',` las vegas ',702/794 -8200,702-891-7374,mexican,seafood,444,659,0
446,125,mikado,'em eril \ 's new orleans fish house ',' 3400 las vegas blvd. s ',' 3799 las vegas blvd. s. ',` las vegas ',` las vegas ',702/791 -7111,702-891-7374,asian,seafood,446,659,0
429,125,bistro,'em eril \ 's new orleans fish house ',' 3400 las vegas blvd. s ',' 3799 las vegas blvd. s. ',` las vegas ',` las vegas ',702/791 -7111,702-891-7374,continental,seafood,429,659,0
438,125,'em press court ','em eril \ 's new orleans fish house ',' 3570 las vegas blvd. s ',' 3799 las vegas blvd. s. ',` las vegas ',` las vegas ',702/731 -7888,702-891-7374,asian,seafood,438,659,0
67,125,` chin \ 's ','em eril \ 's new orleans fish house ',' 3200 las vegas blvd. s ',' 3799 las vegas blvd. s. ',` las vegas ',` las vegas ',702/733 -8899,702-891-7374,asian,seafood,67,659,0
433,125,` cafe roma ','em eril \ 's new orleans fish house ',' 3570 las vegas blvd. s ',' 3799 las vegas blvd. s. ',` las vegas ',` las vegas ',702/731 -7547,702-891-7374,` coffee shops/diners ',seafood,433,659,0
72,125,` steak house ','em eril \ 's new orleans fish house ',' 2880 las vegas blvd. s ',' 3799 las vegas blvd. s. ',` las vegas ',` las vegas ',702/734 -0410,702-891-7374,` steak houses ',seafood,72,659,0
70,125,` palace court ','em eril \ 's new orleans fish house ',' 3570 las vegas blvd. s ',' 3799 las vegas blvd. s. ',` las vegas ',` las vegas ',702/731 -7547,702-891-7374,continental,seafood,70,659,0
431,125,` bugsy \ 's diner ','em eril \ 's new orleans fish house ',' 3555 las vegas blvd. s ',' 3799 las vegas blvd. s. ',` las vegas ',` las vegas ',702/733 -3111,702-891-7374,` coffee shops/diners ',seafood,431,659,0
449,286,` the bacchanal ',` coyote cafe ( las vegas ) ',' 3570 las vegas blvd. s ',' 3799 las vegas blvd. s. ',` las vegas ',` las vegas ',702/731 -7525,702-891-7349,` only in las vegas ',southwestern,449,68,0
446,286,mikado,` coyote cafe ( las vegas ) ',' 3400 las vegas blvd. s ',' 3799 las vegas blvd. s. ',` las vegas ',` las vegas ',702/791 -7111,702-891-7349,asian,southwestern,446,68,0
