ltable_id,rtable_id,ltable_title,rtable_title,ltable_manufacturer,rtable_manufacturer,ltable_price,rtable_price,label
531,1828,microsoft windows server 2003 client additional license for users-5 pack,u84-00101 microsoft windows server 2003 for small business license 5 device cals ope,microsoft,,809.0,303.9,0
248,1828,microsoft windows small business server cal 2003 license pack 20 client addpack device,u84-00101 microsoft windows server 2003 for small business license 5 device cals ope,microsoft software,,,303.9,0
443,1828,microsoft windows small business server premium 2003 r2 upgrade cd/dvd 5 client,u84-00101 microsoft windows server 2003 for small business license 5 device cals ope,microsoft,,709.0,303.9,0
218,1828,microsoft upg win small business svr cal t74-01215 ),u84-00101 microsoft windows server 2003 for small business license 5 device cals ope,microsoft corporation,,330.14,303.9,0
228,1828,microsoft licenses win svr 2003 device cal l/sa ( r1800144 ),u84-00101 microsoft windows server 2003 for small business license 5 device cals ope,microsoft licenses,,74.59,303.9,0
604,3126,microsoft office small business 2007 full version,microsoft ( r ) windows vista ( tm ) business,microsoft,,449.95,199.99,0
584,3126,microsoft windows vista business full version [ dvd ],microsoft ( r ) windows vista ( tm ) business,microsoft,,299.95,199.99,0
496,3126,microsoft windows vista business 32-bit for system builders,microsoft ( r ) windows vista ( tm ) business,microsoft,,179.99,199.99,0
271,3126,microsoft office small business 2007,microsoft ( r ) windows vista ( tm ) business,microsoft software,,735.33,199.99,0
523,3126,microsoft windows vista ultimate full version [ dvd ],microsoft ( r ) windows vista ( tm ) business,microsoft,,399.95,199.99,0
512,3126,microsoft windows xp professional upgrade with sp2,microsoft ( r ) windows vista ( tm ) business,microsoft software,,199.99,199.99,0
616,3126,microsoft windows vista home basic upgrade [ dvd ],microsoft ( r ) windows vista ( tm ) business,microsoft,,99.95,199.99,0
544,3126,microsoft windows xp home edition full version with sp2,microsoft ( r ) windows vista ( tm ) business,microsoft,,199.0,199.99,0
218,3126,microsoft upg win small business svr cal t74-01215 ),microsoft ( r ) windows vista ( tm ) business,microsoft corporation,,330.14,199.99,0
492,3126,microsoft productivity pack for windows mobile,microsoft ( r ) windows vista ( tm ) business,microsoft,,29.99,199.99,0
604,348,microsoft office small business 2007 full version,myob premier accounting for small business 2007-windows,microsoft,,449.95,289.99,0
1242,348,peachtree by sage premium accounting 2007,myob premier accounting for small business 2007-windows,sage software,,499.99,289.99,0
271,348,microsoft office small business 2007,myob premier accounting for small business 2007-windows,microsoft software,,735.33,289.99,0
1279,348,palo alto business plan pro premier 2007,myob premier accounting for small business 2007-windows,palo-alto-software,,199.0,289.99,0
604,73,microsoft office small business 2007 full version,cabprenaen150 ca business protection suite for microsoft small business server premium edition,microsoft,,449.95,666.65,0
271,73,microsoft office small business 2007,cabprenaen150 ca business protection suite for microsoft small business server premium edition,microsoft software,,735.33,666.65,0
258,73,microsoft visual studio team edition for software architect 2005 with msdn premium,cabprenaen150 ca business protection suite for microsoft small business server premium edition,microsoft,,5479.0,666.65,0
248,73,microsoft windows small business server cal 2003 license pack 20 client addpack device,cabprenaen150 ca business protection suite for microsoft small business server premium edition,microsoft software,,,666.65,0
218,73,microsoft upg win small business svr cal t74-01215 ),cabprenaen150 ca business protection suite for microsoft small business server premium edition,microsoft corporation,,330.14,666.65,0
604,2837,microsoft office small business 2007 full version,microsoft money 2007 home and business ( pc ),microsoft,,449.95,89.99,0
587,2837,microsoft word 2007 version upgrade,microsoft money 2007 home and business ( pc ),microsoft,,109.95,89.99,0
584,2837,microsoft windows vista business full version [ dvd ],microsoft money 2007 home and business ( pc ),microsoft,,299.95,89.99,0
251,2837,microsoft crm small business ed cal 3.0 license pack user cal,microsoft money 2007 home and business ( pc ),microsoft software,,9929.0,89.99,0
518,2837,microsoft office 2004 standard upgrade ( mac ),microsoft money 2007 home and business ( pc ),microsoft,,239.99,89.99,0
1145,2837,microsoft office 2004 standard ( mac ),microsoft money 2007 home and business ( pc ),microsoft,,399.99,89.99,0
606,2837,microsoft office 2004 professional ( mac ),microsoft money 2007 home and business ( pc ),microsoft,,499.99,89.99,0
858,2837,microsoft onenote 2007 upgrade,microsoft money 2007 home and business ( pc ),microsoft,,79.95,89.99,0
541,2837,microsoft onenote 2007,microsoft money 2007 home and business ( pc ),microsoft,,99.95,89.99,0
497,2837,microsoft data analyzer 2002,microsoft money 2007 home and business ( pc ),microsoft,,179.0,89.99,0
781,2837,microsoft excel 2004 ( mac ),microsoft money 2007 home and business ( pc ),microsoft,,229.99,89.99,0
823,2837,microsoft word 2004 upgrade ( mac ),microsoft money 2007 home and business ( pc ),microsoft,,109.99,89.99,0
218,2837,microsoft upg win small business svr cal t74-01215 ),microsoft money 2007 home and business ( pc ),microsoft corporation,,330.14,89.99,0
604,1791,microsoft office small business 2007 full version,c8d-00006 microsoft dynamics crm small business edition v. 3.0 license 20 user c,microsoft,,449.95,9654.16,0
251,1791,microsoft crm small business ed cal 3.0 license pack user cal,c8d-00006 microsoft dynamics crm small business edition v. 3.0 license 20 user c,microsoft software,,9929.0,9654.16,0
271,1791,microsoft office small business 2007,c8d-00006 microsoft dynamics crm small business edition v. 3.0 license 20 user c,microsoft software,,735.33,9654.16,0
248,1791,microsoft windows small business server cal 2003 license pack 20 client addpack device,c8d-00006 microsoft dynamics crm small business edition v. 3.0 license 20 user c,microsoft software,,,9654.16,0
218,1791,microsoft upg win small business svr cal t74-01215 ),c8d-00006 microsoft dynamics crm small business edition v. 3.0 license 20 user c,microsoft corporation,,330.14,9654.16,0
719,3106,best of card games ( jewel case ),geometry ( win/mac ) ( jewel case ) ( 10158 ),on-hand-software,,9.99,9.59,0
72,3106,midway arcade treasures ( jewel case ),geometry ( win/mac ) ( jewel case ) ( 10158 ),encore software,,9.99,9.59,0
1299,3106,snap ! spelling ( jewel case ),geometry ( win/mac ) ( jewel case ) ( 10158 ),topics entertainment,,19.95,9.59,0
283,3106,tonka town ( jewel case ),geometry ( win/mac ) ( jewel case ) ( 10158 ),atari,,9.99,9.59,0
1351,3106,learn to play keyboard ( jewel case ),geometry ( win/mac ) ( jewel case ) ( 10158 ),alfred publishing,,9.99,9.59,0
73,3106,snap ! 10 000 drink recipies ( jewel case ),geometry ( win/mac ) ( jewel case ) ( 10158 ),topics entertainment,,4.99,9.59,0
1318,3106,treasure mountain ! ( jewel case ) ages 5-9 for win/mac,geometry ( win/mac ) ( jewel case ) ( 10158 ),riverdeep,,9.99,9.59,0
777,3106,varmint hunter ( jewel case ),geometry ( win/mac ) ( jewel case ) ( 10158 ),encore,,9.99,9.59,0
275,3106,easy drums ( jewel case ),geometry ( win/mac ) ( jewel case ) ( 10158 ),arcmedia,,9.99,9.59,0
1143,3106,crystal 3d impact ! pro 1.25 ( jewel case ),geometry ( win/mac ) ( jewel case ) ( 10158 ),crystalgraphics,,79.0,9.59,0
278,3106,snap ! 1 001 letters ( jewel case ),geometry ( win/mac ) ( jewel case ) ( 10158 ),topics entertainment,,19.95,9.59,0
575,3106,millionaire sports edition ( jewel case ),geometry ( win/mac ) ( jewel case ) ( 10158 ),disney interactive,,9.99,9.59,0
365,3106,english literature basics ( win/mac ) ( jewel case ),geometry ( win/mac ) ( jewel case ) ( 10158 ),fogware publishing,,9.99,9.59,0
94,3106,warlords 3 ( jewel case ),geometry ( win/mac ) ( jewel case ) ( 10158 ),red-orb-entertainment,,,9.59,0
323,3106,geometry ( win/mac ) ( jewel case ),geometry ( win/mac ) ( jewel case ) ( 10158 ),fogware publishing,,9.99,9.59,1
43,3106,clip art and more 250 000 ( jewel case ),geometry ( win/mac ) ( jewel case ) ( 10158 ),imsi design,,,9.59,0
1045,3106,jackpot tycoon ( jewel case ),geometry ( win/mac ) ( jewel case ) ( 10158 ),encore,,9.99,9.59,0
938,3106,typing instructor deluxe ( jewel case ),geometry ( win/mac ) ( jewel case ) ( 10158 ),individual software,,9.99,9.59,0
383,3106,merriam-webster 's dictionary ( win/mac ) ( jewel case ),geometry ( win/mac ) ( jewel case ) ( 10158 ),fogware publishing,,9.99,9.59,0
400,3106,pokemon team turbo ( jewel case ),geometry ( win/mac ) ( jewel case ) ( 10158 ),valusoft,,9.99,9.59,0
805,3106,hoyle texas hold 'em poker ( jewel case ),geometry ( win/mac ) ( jewel case ) ( 10158 ),encore,,9.99,9.59,0
945,3106,classification & ecology ( win/mac ) ( jewel case ),geometry ( win/mac ) ( jewel case ) ( 10158 ),fogware publishing,,9.99,9.59,0
789,3106,hoyle mahjongg ( jewel case ),geometry ( win/mac ) ( jewel case ) ( 10158 ),encore,,9.99,9.59,0
1000,3106,dance praise with dance pad ( win/mac ),geometry ( win/mac ) ( jewel case ) ( 10158 ),digital praise,,39.99,9.59,0
719,3108,best of card games ( jewel case ),total 3d home deluxe ( jewel case ) ( jce-th6 ),on-hand-software,,9.99,9.59,0
283,3108,tonka town ( jewel case ),total 3d home deluxe ( jewel case ) ( jce-th6 ),atari,,9.99,9.59,0
1351,3108,learn to play keyboard ( jewel case ),total 3d home deluxe ( jewel case ) ( jce-th6 ),alfred publishing,,9.99,9.59,0
696,3108,wild photo effects ( jewel case ),total 3d home deluxe ( jewel case ) ( jce-th6 ),on-hand-software,,9.99,9.59,0
1143,3108,crystal 3d impact ! pro 1.25 ( jewel case ),total 3d home deluxe ( jewel case ) ( jce-th6 ),crystalgraphics,,79.0,9.59,0
575,3108,millionaire sports edition ( jewel case ),total 3d home deluxe ( jewel case ) ( jce-th6 ),disney interactive,,9.99,9.59,0
305,3108,tonka raceway xp compatible ( jewel case ),total 3d home deluxe ( jewel case ) ( jce-th6 ),hasbro interactive,,29.95,9.59,0
319,3108,poetry fiction and drama ( win/mac ) ( jewel case ),total 3d home deluxe ( jewel case ) ( jce-th6 ),fogware publishing,,9.99,9.59,0
365,3108,english literature basics ( win/mac ) ( jewel case ),total 3d home deluxe ( jewel case ) ( jce-th6 ),fogware publishing,,9.99,9.59,0
94,3108,warlords 3 ( jewel case ),total 3d home deluxe ( jewel case ) ( jce-th6 ),red-orb-entertainment,,,9.59,0
916,3108,professor fuji 's sudoku ( jewel case ),total 3d home deluxe ( jewel case ) ( jce-th6 ),encore software,,9.99,9.59,0
331,3108,instant home cooking ( jewel case ),total 3d home deluxe ( jewel case ) ( jce-th6 ),topics entertainment,,9.99,9.59,0
112,3108,foreign policy & reform ( win/mac ) ( jewel case ),total 3d home deluxe ( jewel case ) ( jce-th6 ),fogware publishing,,9.99,9.59,0
1045,3108,jackpot tycoon ( jewel case ),total 3d home deluxe ( jewel case ) ( jce-th6 ),encore,,9.99,9.59,0
985,3108,best of slots 2 ( jewel case ),total 3d home deluxe ( jewel case ) ( jce-th6 ),masque publishing,,9.99,9.59,0
933,3108,axis & allies ( jewel case ),total 3d home deluxe ( jewel case ) ( jce-th6 ),encore,,9.99,9.59,0
938,3108,typing instructor deluxe ( jewel case ),total 3d home deluxe ( jewel case ) ( jce-th6 ),individual software,,9.99,9.59,0
400,3108,pokemon team turbo ( jewel case ),total 3d home deluxe ( jewel case ) ( jce-th6 ),valusoft,,9.99,9.59,0
391,3108,ultimate pinball ( jewel case ),total 3d home deluxe ( jewel case ) ( jce-th6 ),valusoft,,9.99,9.59,0
805,3108,hoyle texas hold 'em poker ( jewel case ),total 3d home deluxe ( jewel case ) ( jce-th6 ),encore,,9.99,9.59,0
395,3108,world history ( win/mac ) ( jewel case ),total 3d home deluxe ( jewel case ) ( jce-th6 ),fogware publishing,,9.99,9.59,0
1201,3108,learn english ( win/mac ) ( jewel case ),total 3d home deluxe ( jewel case ) ( jce-th6 ),fogware publishing,,9.99,9.59,0
500,3108,the printshop business card maker ( jewel case ),total 3d home deluxe ( jewel case ) ( jce-th6 ),riverdeep-learning-company,,9.99,9.59,0
354,3108,the universe ( win/mac ) ( jewel case ),total 3d home deluxe ( jewel case ) ( jce-th6 ),fogware publishing,,9.99,9.59,0
945,3108,classification & ecology ( win/mac ) ( jewel case ),total 3d home deluxe ( jewel case ) ( jce-th6 ),fogware publishing,,9.99,9.59,0
1303,3108,scrabble complete ( jewel case ),total 3d home deluxe ( jewel case ) ( jce-th6 ),encore,,9.99,9.59,0
555,3108,scooby doo glowing bug man ( jewel case ),total 3d home deluxe ( jewel case ) ( jce-th6 ),encore software,,9.99,9.59,0
719,3110,best of card games ( jewel case ),cross stitch design studio ( jewel case ) ( 8006 ),on-hand-software,m-and-r-technologies,9.99,9.59,0
72,3110,midway arcade treasures ( jewel case ),cross stitch design studio ( jewel case ) ( 8006 ),encore software,m-and-r-technologies,9.99,9.59,0
1299,3110,snap ! spelling ( jewel case ),cross stitch design studio ( jewel case ) ( 8006 ),topics entertainment,m-and-r-technologies,19.95,9.59,0
1351,3110,learn to play keyboard ( jewel case ),cross stitch design studio ( jewel case ) ( 8006 ),alfred publishing,m-and-r-technologies,9.99,9.59,0
777,3110,varmint hunter ( jewel case ),cross stitch design studio ( jewel case ) ( 8006 ),encore,m-and-r-technologies,9.99,9.59,0
275,3110,easy drums ( jewel case ),cross stitch design studio ( jewel case ) ( 8006 ),arcmedia,m-and-r-technologies,9.99,9.59,0
1143,3110,crystal 3d impact ! pro 1.25 ( jewel case ),cross stitch design studio ( jewel case ) ( 8006 ),crystalgraphics,m-and-r-technologies,79.0,9.59,0
278,3110,snap ! 1 001 letters ( jewel case ),cross stitch design studio ( jewel case ) ( 8006 ),topics entertainment,m-and-r-technologies,19.95,9.59,0
916,3110,professor fuji 's sudoku ( jewel case ),cross stitch design studio ( jewel case ) ( 8006 ),encore software,m-and-r-technologies,9.99,9.59,0
323,3110,geometry ( win/mac ) ( jewel case ),cross stitch design studio ( jewel case ) ( 8006 ),fogware publishing,m-and-r-technologies,9.99,9.59,0
331,3110,instant home cooking ( jewel case ),cross stitch design studio ( jewel case ) ( 8006 ),topics entertainment,m-and-r-technologies,9.99,9.59,0
1045,3110,jackpot tycoon ( jewel case ),cross stitch design studio ( jewel case ) ( 8006 ),encore,m-and-r-technologies,9.99,9.59,0
985,3110,best of slots 2 ( jewel case ),cross stitch design studio ( jewel case ) ( 8006 ),masque publishing,m-and-r-technologies,9.99,9.59,0
933,3110,axis & allies ( jewel case ),cross stitch design studio ( jewel case ) ( 8006 ),encore,m-and-r-technologies,9.99,9.59,0
938,3110,typing instructor deluxe ( jewel case ),cross stitch design studio ( jewel case ) ( 8006 ),individual software,m-and-r-technologies,9.99,9.59,0
391,3110,ultimate pinball ( jewel case ),cross stitch design studio ( jewel case ) ( 8006 ),valusoft,m-and-r-technologies,9.99,9.59,0
395,3110,world history ( win/mac ) ( jewel case ),cross stitch design studio ( jewel case ) ( 8006 ),fogware publishing,m-and-r-technologies,9.99,9.59,0
1201,3110,learn english ( win/mac ) ( jewel case ),cross stitch design studio ( jewel case ) ( 8006 ),fogware publishing,m-and-r-technologies,9.99,9.59,0
52,3110,instant home design ( jewel case ),cross stitch design studio ( jewel case ) ( 8006 ),topics entertainment,m-and-r-technologies,9.99,9.59,0
354,3110,the universe ( win/mac ) ( jewel case ),cross stitch design studio ( jewel case ) ( 8006 ),fogware publishing,m-and-r-technologies,9.99,9.59,0
789,3110,hoyle mahjongg ( jewel case ),cross stitch design studio ( jewel case ) ( 8006 ),encore,m-and-r-technologies,9.99,9.59,0
325,3110,cross stitch design studio ( jewel case ),cross stitch design studio ( jewel case ) ( 8006 ),m-and-r-technologies,m-and-r-technologies,9.99,9.59,1
719,1118,best of card games ( jewel case ),hoyle ( r ) card games 2007,on-hand-software,,9.99,19.99,0
791,1118,hoyle kids ' games jc,hoyle ( r ) card games 2007,encore,,9.99,19.99,0
924,1118,hoyle casino ( 2007 ),hoyle ( r ) card games 2007,encore,,19.99,19.99,0
895,1118,hoyle card games 2007,hoyle ( r ) card games 2007,encore software,,19.99,19.99,0
788,1118,hoyle puzzle & board games,hoyle ( r ) card games 2007,encore software,,19.95,19.99,0
778,1118,hoyle casino 2007,hoyle ( r ) card games 2007,encore,,19.95,19.99,0
787,1118,hoyle 4-pack 2006,hoyle ( r ) card games 2007,encore software,,19.95,19.99,0
646,845,instant immersion german audio,topics entertainment instant immersion italian 2.0,topics entertainment,,,17.55,0
554,845,instant immersion german deluxe 2.0,topics entertainment instant immersion italian 2.0,topics entertainment,,39.99,17.55,0
515,845,instant immersion spanish deluxe 2.0,topics entertainment instant immersion italian 2.0,topics entertainment,,49.99,17.55,0
105,845,instant immersion spanish ( audio book ),topics entertainment instant immersion italian 2.0,topics entertainment,,,17.55,0
274,845,instant immersion italian 2.0,topics entertainment instant immersion italian 2.0,topics entertainment,,29.99,17.55,0
731,845,instant immersion italian platinum,topics entertainment instant immersion italian 2.0,topics entertainment,,129.99,17.55,0
599,845,instant immersion french deluxe 2.0,topics entertainment instant immersion italian 2.0,topics entertainment,,49.99,17.55,0
558,845,instant immersion spanish 2.0,topics entertainment instant immersion italian 2.0,topics entertainment,,29.99,17.55,0
1353,845,instant immersion italian deluxe v2 .0 ( large box ),topics entertainment instant immersion italian 2.0,topics entertainment,,29.99,17.55,0
389,845,instant immersion japanese 2.0,topics entertainment instant immersion italian 2.0,topics entertainment,,19.99,17.55,0
1341,845,instant immersion hawaiian audio,topics entertainment instant immersion italian 2.0,topics entertainment,,,17.55,0
890,845,instant immersion japanese deluxe 2.0,topics entertainment instant immersion italian 2.0,topics entertainment,,39.99,17.55,0
276,845,instant immersion 33 languages,topics entertainment instant immersion italian 2.0,topics entertainment,,49.99,17.55,0
556,845,instant immersion italian deluxe 2.0,topics entertainment instant immersion italian 2.0,topics entertainment,,49.99,17.55,0
109,845,instant immersion french 2.0,topics entertainment instant immersion italian 2.0,topics entertainment,,29.99,17.55,0
981,845,instant immersion italian v2 .0 ( large box ),topics entertainment instant immersion italian 2.0,topics entertainment,,29.99,17.55,1
1329,845,instant immersion translator deluxe 2.0,topics entertainment instant immersion italian 2.0,topics entertainment,,49.99,17.55,0
646,3009,instant immersion german audio,instant immersion japanese 2.0,topics entertainment,,,22.43,0
554,3009,instant immersion german deluxe 2.0,instant immersion japanese 2.0,topics entertainment,,39.99,22.43,0
105,3009,instant immersion spanish ( audio book ),instant immersion japanese 2.0,topics entertainment,,,22.43,0
44,3009,instant immersion language lab deluxe edition,instant immersion japanese 2.0,topics entertainment,,,22.43,0
176,3009,instant immersion japanese ( audio book ),instant immersion japanese 2.0,topics entertainment,,,22.43,0
731,3009,instant immersion italian platinum,instant immersion japanese 2.0,topics entertainment,,129.99,22.43,0
558,3009,instant immersion spanish 2.0,instant immersion japanese 2.0,topics entertainment,,29.99,22.43,0
890,3009,instant immersion japanese deluxe 2.0,instant immersion japanese 2.0,topics entertainment,,39.99,22.43,0
276,3009,instant immersion 33 languages,instant immersion japanese 2.0,topics entertainment,,49.99,22.43,0
109,3009,instant immersion french 2.0,instant immersion japanese 2.0,topics entertainment,,29.99,22.43,0
981,3009,instant immersion italian v2 .0 ( large box ),instant immersion japanese 2.0,topics entertainment,,29.99,22.43,0
1329,3009,instant immersion translator deluxe 2.0,instant immersion japanese 2.0,topics entertainment,,49.99,22.43,0
646,1655,instant immersion german audio,topics entertainment 40248 instant immersion spanish audio book audio book,topics entertainment,topics entertainment,,23.61,0
515,1655,instant immersion spanish deluxe 2.0,topics entertainment 40248 instant immersion spanish audio book audio book,topics entertainment,topics entertainment,49.99,23.61,0
274,1655,instant immersion italian 2.0,topics entertainment 40248 instant immersion spanish audio book audio book,topics entertainment,topics entertainment,29.99,23.61,0
389,1655,instant immersion japanese 2.0,topics entertainment 40248 instant immersion spanish audio book audio book,topics entertainment,topics entertainment,19.99,23.61,0
1341,1655,instant immersion hawaiian audio,topics entertainment 40248 instant immersion spanish audio book audio book,topics entertainment,topics entertainment,,23.61,0
971,1655,instant immersion ingles audio deluxe,topics entertainment 40248 instant immersion spanish audio book audio book,topics entertainment,topics entertainment,,23.61,0
646,2804,instant immersion german audio,instant immersion spanish deluxe 2.0 topics,topics entertainment,,,39.99,0
554,2804,instant immersion german deluxe 2.0,instant immersion spanish deluxe 2.0 topics,topics entertainment,,39.99,39.99,0
925,2804,instant play guitar deluxe v2 .,instant immersion spanish deluxe 2.0 topics,topics entertainment,,39.48,39.99,0
44,2804,instant immersion language lab deluxe edition,instant immersion spanish deluxe 2.0 topics,topics entertainment,,,39.99,0
274,2804,instant immersion italian 2.0,instant immersion spanish deluxe 2.0 topics,topics entertainment,,29.99,39.99,0
176,2804,instant immersion japanese ( audio book ),instant immersion spanish deluxe 2.0 topics,topics entertainment,,,39.99,0
991,2804,instant immersion spanish audio deluxe,instant immersion spanish deluxe 2.0 topics,topics entertainment,,39.95,39.99,0
599,2804,instant immersion french deluxe 2.0,instant immersion spanish deluxe 2.0 topics,topics entertainment,,49.99,39.99,0
558,2804,instant immersion spanish 2.0,instant immersion spanish deluxe 2.0 topics,topics entertainment,,29.99,39.99,0
1353,2804,instant immersion italian deluxe v2 .0 ( large box ),instant immersion spanish deluxe 2.0 topics,topics entertainment,,29.99,39.99,0
389,2804,instant immersion japanese 2.0,instant immersion spanish deluxe 2.0 topics,topics entertainment,,19.99,39.99,0
1341,2804,instant immersion hawaiian audio,instant immersion spanish deluxe 2.0 topics,topics entertainment,,,39.99,0
678,2804,instant immersion german v2 .0 ( pc & mac ),instant immersion spanish deluxe 2.0 topics,topics entertainment,,29.99,39.99,0
276,2804,instant immersion 33 languages,instant immersion spanish deluxe 2.0 topics,topics entertainment,,49.99,39.99,0
556,2804,instant immersion italian deluxe 2.0,instant immersion spanish deluxe 2.0 topics,topics entertainment,,49.99,39.99,0
109,2804,instant immersion french 2.0,instant immersion spanish deluxe 2.0 topics,topics entertainment,,29.99,39.99,0
981,2804,instant immersion italian v2 .0 ( large box ),instant immersion spanish deluxe 2.0 topics,topics entertainment,,29.99,39.99,0
1329,2804,instant immersion translator deluxe 2.0,instant immersion spanish deluxe 2.0 topics,topics entertainment,,49.99,39.99,0
646,3014,instant immersion german audio,instant immers german dlux 2.0,topics entertainment,,,36.11,0
554,3014,instant immersion german deluxe 2.0,instant immers german dlux 2.0,topics entertainment,,39.99,36.11,1
515,3014,instant immersion spanish deluxe 2.0,instant immers german dlux 2.0,topics entertainment,,49.99,36.11,0
105,3014,instant immersion spanish ( audio book ),instant immers german dlux 2.0,topics entertainment,,,36.11,0
44,3014,instant immersion language lab deluxe edition,instant immers german dlux 2.0,topics entertainment,,,36.11,0
274,3014,instant immersion italian 2.0,instant immers german dlux 2.0,topics entertainment,,29.99,36.11,0
176,3014,instant immersion japanese ( audio book ),instant immers german dlux 2.0,topics entertainment,,,36.11,0
731,3014,instant immersion italian platinum,instant immers german dlux 2.0,topics entertainment,,129.99,36.11,0
991,3014,instant immersion spanish audio deluxe,instant immers german dlux 2.0,topics entertainment,,39.95,36.11,0
599,3014,instant immersion french deluxe 2.0,instant immers german dlux 2.0,topics entertainment,,49.99,36.11,0
558,3014,instant immersion spanish 2.0,instant immers german dlux 2.0,topics entertainment,,29.99,36.11,0
389,3014,instant immersion japanese 2.0,instant immers german dlux 2.0,topics entertainment,,19.99,36.11,0
890,3014,instant immersion japanese deluxe 2.0,instant immers german dlux 2.0,topics entertainment,,39.99,36.11,0
276,3014,instant immersion 33 languages,instant immers german dlux 2.0,topics entertainment,,49.99,36.11,0
971,3014,instant immersion ingles audio deluxe,instant immers german dlux 2.0,topics entertainment,,,36.11,0
981,3014,instant immersion italian v2 .0 ( large box ),instant immers german dlux 2.0,topics entertainment,,29.99,36.11,0
646,1475,instant immersion german audio,instant immersion japanese ( audio book ) ( audio book ),topics entertainment,,,19.95,0
554,1475,instant immersion german deluxe 2.0,instant immersion japanese ( audio book ) ( audio book ),topics entertainment,,39.99,19.95,0
515,1475,instant immersion spanish deluxe 2.0,instant immersion japanese ( audio book ) ( audio book ),topics entertainment,,49.99,19.95,0
105,1475,instant immersion spanish ( audio book ),instant immersion japanese ( audio book ) ( audio book ),topics entertainment,,,19.95,0
44,1475,instant immersion language lab deluxe edition,instant immersion japanese ( audio book ) ( audio book ),topics entertainment,,,19.95,0
274,1475,instant immersion italian 2.0,instant immersion japanese ( audio book ) ( audio book ),topics entertainment,,29.99,19.95,0
731,1475,instant immersion italian platinum,instant immersion japanese ( audio book ) ( audio book ),topics entertainment,,129.99,19.95,0
558,1475,instant immersion spanish 2.0,instant immersion japanese ( audio book ) ( audio book ),topics entertainment,,29.99,19.95,0
389,1475,instant immersion japanese 2.0,instant immersion japanese ( audio book ) ( audio book ),topics entertainment,,19.99,19.95,0
1341,1475,instant immersion hawaiian audio,instant immersion japanese ( audio book ) ( audio book ),topics entertainment,,,19.95,0
678,1475,instant immersion german v2 .0 ( pc & mac ),instant immersion japanese ( audio book ) ( audio book ),topics entertainment,,29.99,19.95,0
890,1475,instant immersion japanese deluxe 2.0,instant immersion japanese ( audio book ) ( audio book ),topics entertainment,,39.99,19.95,0
276,1475,instant immersion 33 languages,instant immersion japanese ( audio book ) ( audio book ),topics entertainment,,49.99,19.95,0
109,1475,instant immersion french 2.0,instant immersion japanese ( audio book ) ( audio book ),topics entertainment,,29.99,19.95,0
981,1475,instant immersion italian v2 .0 ( large box ),instant immersion japanese ( audio book ) ( audio book ),topics entertainment,,29.99,19.95,0
1329,1475,instant immersion translator deluxe 2.0,instant immersion japanese ( audio book ) ( audio book ),topics entertainment,,49.99,19.95,0
646,2851,instant immersion german audio,instant immersion spanish 2.0 topics,topics entertainment,,,19.99,0
554,2851,instant immersion german deluxe 2.0,instant immersion spanish 2.0 topics,topics entertainment,,39.99,19.99,0
274,2851,instant immersion italian 2.0,instant immersion spanish 2.0 topics,topics entertainment,,29.99,19.99,0
1353,2851,instant immersion italian deluxe v2 .0 ( large box ),instant immersion spanish 2.0 topics,topics entertainment,,29.99,19.99,0
678,2851,instant immersion german v2 .0 ( pc & mac ),instant immersion spanish 2.0 topics,topics entertainment,,29.99,19.99,0
276,2851,instant immersion 33 languages,instant immersion spanish 2.0 topics,topics entertainment,,49.99,19.99,0
556,2851,instant immersion italian deluxe 2.0,instant immersion spanish 2.0 topics,topics entertainment,,49.99,19.99,0
109,2851,instant immersion french 2.0,instant immersion spanish 2.0 topics,topics entertainment,,29.99,19.99,0
981,2851,instant immersion italian v2 .0 ( large box ),instant immersion spanish 2.0 topics,topics entertainment,,29.99,19.99,0
646,2996,instant immersion german audio,instant immersion 33 languages,topics entertainment,topics entertainment,,43.99,0
105,2996,instant immersion spanish ( audio book ),instant immersion 33 languages,topics entertainment,topics entertainment,,43.99,0
731,2996,instant immersion italian platinum,instant immersion 33 languages,topics entertainment,topics entertainment,129.99,43.99,0
991,2996,instant immersion spanish audio deluxe,instant immersion 33 languages,topics entertainment,topics entertainment,39.95,43.99,0
558,2996,instant immersion spanish 2.0,instant immersion 33 languages,topics entertainment,topics entertainment,29.99,43.99,0
1353,2996,instant immersion italian deluxe v2 .0 ( large box ),instant immersion 33 languages,topics entertainment,topics entertainment,29.99,43.99,0
389,2996,instant immersion japanese 2.0,instant immersion 33 languages,topics entertainment,topics entertainment,19.99,43.99,0
1341,2996,instant immersion hawaiian audio,instant immersion 33 languages,topics entertainment,topics entertainment,,43.99,0
678,2996,instant immersion german v2 .0 ( pc & mac ),instant immersion 33 languages,topics entertainment,topics entertainment,29.99,43.99,0
276,2996,instant immersion 33 languages,instant immersion 33 languages,topics entertainment,topics entertainment,49.99,43.99,1
556,2996,instant immersion italian deluxe 2.0,instant immersion 33 languages,topics entertainment,topics entertainment,49.99,43.99,0
981,2996,instant immersion italian v2 .0 ( large box ),instant immersion 33 languages,topics entertainment,topics entertainment,29.99,43.99,0
1329,2996,instant immersion translator deluxe 2.0,instant immersion 33 languages,topics entertainment,topics entertainment,49.99,43.99,0
646,809,instant immersion german audio,topics entertainment 40206 instant immersion german lab ( software/audiobook/workbook ) win 98 me 2000 xp/mac os 9 or x,topics entertainment,,,34.97,0
