ltable_id,rtable_id,ltable_Song_Name,rtable_Song_Name,ltable_Artist_Name,rtable_Artist_Name,ltable_Album_Name,rtable_Album_Name,ltable_Genre,rtable_Genre,ltable_Price,rtable_Price,ltable_CopyRight,rtable_CopyRight,ltable_Time,rtable_Time,ltable_Released,rtable_Released,label
3378,7377,True Colors ( feat . Nicki Minaj ) Blacc Hollywood,KK ( feat . Project Pat & Juicy J ) [ Explicit ] Wiz Khalifa Blacc Hollywood ( Deluxe ) [ Explicit ] Rap & Hip-Hop $ 1.29 4:09,Wiz Khalifa,,,,"Hip-Hop/Rap , Music , Rap , East Coast Rap , Hardcore Rap , Rock",,$ 1.29,,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,4:15,,19-Aug-14,"August 19 , 2014",0
1079,9500,"Masterpiece ( feat . Jordan Rakei ) Disclosure Electronic , Music , Dance , Garage , House , Rock","Willing & Able [ feat . Kwabs ] Disclosure Caracal ( Deluxe ) ( C ) 2015 Island Records , a division of Universal Music Operations Limited 4:52",,,Caracal,,,"Electronica , Dance & Electronic",Album Only,$ 1.29,"2015 Island Records , a division of Universal Music Operations Limited",,4:01,,,"September 25 , 2015",0
3451,7344,Remember You ( feat . The Weeknd ) 4-Dec-12,"Hope ( feat . Ty Dolla $ ign ) [ Explicit ] 5:24 August 19 , 2014",Wiz Khalifa,Wiz Khalifa,O.N.I.F.C. ( Deluxe Version ),Blacc Hollywood ( Deluxe ) [ Explicit ],"Hip-Hop/Rap , Music , East Coast Rap , Hardcore Rap , Rap",Rap & Hip-Hop,$ 1.99,$ 1.29,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,5:20,,,,0
3451,34326,Remember You ( feat . The Weeknd ) 4-Dec-12,"The Bluff ( feat . Cam ` Ron ) [ Explicit ] Rap & Hip-Hop $ 1.29 2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States 3:48 December 4 , 2012",Wiz Khalifa,Wiz Khalifa,O.N.I.F.C. ( Deluxe Version ),O.N.I.F.C. [ Explicit ],"Hip-Hop/Rap , Music , East Coast Rap , Hardcore Rap , Rap",,$ 1.99,,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,,5:20,,,,0
1776,33397,"Piensas en M ' _ ( feat . Luigi 21 Plus , Jory & Yelsid ) [ Remix ] Nicky Jam Hits 4:46 9-Sep-14","Piensas en MÌ _ ( Remix ) International , Latin Music $ 0.99",Nicky Jam,Nicky Jam,,Nicky Jam Hits,"Latin Urban , Music , Latino",,$ 0.99,,2014 La Industria Inc. . Licencia a Codiscos S.A.S.,( C ) 2014 Codiscos S.A.S.,,4:46,,"September 9 , 2014",1
5852,32665,Baby ( Bonus Video ) ‰ ãÑ 2010 The Island Def Jam Music Group,"Baby ( Acoustic Version ) ( C ) 2011 The Island Def Jam Music Group February 8 , 2011",Justin Bieber,Justin Bieber,My World 2.0 ( Bonus Track Version ),My Worlds Acoustic [ + Video ] [ + Digital Booklet ],"Pop , Music , Teen Pop , Rock , Dance , R&B / Soul , Contemporary R&B",Pop,$ 1.99,$ 1.29,,,3:39,3:35,23-Mar-10,,0
4890,35775,Sorry for Party Rocking Sorry for Party Rocking ( Deluxe Version ) $ 1.29 3:23,"Party Rock Anthem ( Made Famous By Lmfao Feat Lauren Bennett & Goon Rock ) ( Karaoke Version ) International $ 0.89 ( c ) 2011 BGM Industrias del Disco S.A. ( Magenta Discos ) July 14 , 2011",LMFAO,Lmfao Feat Lauren Bennett & Goon Rock Karaoke Band,,Party rock anthem ( Karaoke ),"Pop , Music , R&B / Soul,Electronic,Dance,Rock,Hip-Hop / Rap , Rap",,,,"‰ ãÑ 2011 Foo & Blu , LLC under exclusive License to Interscope Records",,,4:24,21-Jun-11,,0
624,8814,"Centuries ( Gazzo Remix ) Centuries ( Gazzo Remix ) - Single Alternative , Music , Rock $ 1.29 4:19","Busy ( N3mrod Remix ) [ feat . Kevin Lyttle ] [ Explicit ] Busy ( N3mrod Remix ) [ feat . Kevin Lyttle ] [ Explicit ] Dance & Electronic $ 0.99 April 10 , 2015",Fall Out Boy,Boy Face,,,,,,,"2014 Island Records , a division of UMG Recordings , Inc.",2015 Perpetual Motions Ent . / F Pac Records/FROGG LIFE,,2:32,22-Dec-14,,0
2782,31534,"Speakers Sam Hunt Montevallo $ 1.29 2014 MCA Nashville , a Division of UMG Recordings , Inc.",Speakers Sam Hunt Montevallo Country $ 1.29 3:48,,,,,"Country , Music , Pop , Pop/Rock , Honky Tonk , Contemporary Country , Rock",,,,,"( C ) 2014 MCA Nashville , a Division of UMG Recordings , Inc.",3:46,,27-Oct-14,"October 27 , 2014",1
3358,39320,Cameras Wiz Khalifa Rolling Papers 2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States 4:29,Cameras [ Clean ] Wiz Khalifa Rolling Papers ( Deluxe ) [ + Video ] [ + Digital Booklet ] Rap & Hip-Hop $ 1.29 2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,,,,,"Hip-Hop/Rap , Music , Rap , East Coast Rap , Hardcore Rap",,$ 1.29,,,,,4:29,28-Mar-11,"March 28 , 2011",1
1022,9526,"Masterpiece ( feat . Jordan Rakei ) Disclosure Album Only 2015 Island Records , a division of Universal Music Operations Limited","Magnets [ feat . Lorde ] Disclosure Caracal $ 1.29 September 25 , 2015",,,Caracal,,"Electronic , Music , Dance , Garage , House , Rock","Electronica , Dance & Electronic",,,,"( C ) 2015 Island Records , a division of Universal Music Operations Limited",4:01,3:19,,,0
6314,20460,"Ca n't Stop Now ( feat . Jovi Rockwell and Mr. Vegas ) $ 1.29 ‰ ãÑ 2009 Downtown Music , LLC . 4:03",Cash Flow [ feat . Jah Dan ] Guns Do n't Kill People ... Lazers Do ( Deluxe ) [ Explicit ],Major Lazer,Major Lazer,Guns Do n't Kill People ... Lazers Do,,"Electronic,Music,Hip-Hop / Rap , Rap , Alternative , Reggae , Dance , Modern Dancehall , Rock","Electronica , Dance & Electronic",,$ 1.29,,"( C ) 2009 Downtown Music , LLC .",,4:06,2009,"June 3 , 2015",0
6314,20455,"Ca n't Stop Now ( feat . Jovi Rockwell and Mr. Vegas ) $ 1.29 ‰ ãÑ 2009 Downtown Music , LLC . 4:03","Hold The Line [ feat . Santigold ] [ Explicit ] Major Lazer June 3 , 2015",Major Lazer,,Guns Do n't Kill People ... Lazers Do,Guns Do n't Kill People ... Lazers Do ( Deluxe ) [ Explicit ],"Electronic,Music,Hip-Hop / Rap , Rap , Alternative , Reggae , Dance , Modern Dancehall , Rock","Electronica , Dance & Electronic",,$ 1.29,,"( C ) 2009 Downtown Music , LLC .",,3:39,2009,,0
4726,40156,Rock N ' Roll ( Will Take You to the Mountain ) Skrillex More Monsters and Sprites,"All I Ask Of You ( Feat . Penny ) Scary Monsters And Nice Sprites EP [ Explicit ] Electronica , Dance & Electronic , Dubstep ( c ) 2013 Digitop Ltd 5:40 December 21 , 2010",,Skrillex,,,"Dance , Music , House , Rock , Electronic",,$ 1.99,$ 1.29,"2011 Big Beat Records , Inc. for the United States and WEA International for the world outside the United States .",,4:34,,21-Jun-11,,0
1231,55245,"Titanium ( Cazzette 's Ant Seeking Hamster Mix ) [ feat . Sia ] Titanium ( Remixes ) [ feat . Sia ] 2011 What A Music Ltd , licence exclusive Parlophone Music France 6:37 20-Jan-12",Yao Ming ( feat . Wayne & 2 Chainz ) [ Explicit ] David Banner Rap & Hip-Hop $ 0.99 2013 b.i.G. f.a.c.e. Ent,David Guetta,,,Yao Ming ( feat . Wayne & 2 Chainz ) [ Explicit ],"Dance , Music , Electronic",,$ 0.99,,,,,3:47,,"December 20 , 2011",0
1277,28012,"Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] David Guetta Dance , Music 2:51 21-Aug-09","Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ] Listen ( Deluxe ) 2015 If Moving Your Mine 3:20 November 24 , 2014",,David Guetta,One Love ( Deluxe Version ),,,Dance & Electronic,$ 1.29,$ 1.29,2010 Gum Prod licence exclusive Parlophone Music France,,,,,,0
1158,21574,"Hey Mama ( feat . Nicki Minaj , Bebe Rexha & Afrojack ) [ Extended ] 4:42",Hey Mama ( Zia Moz Remix ) Hey Mama Dance & Electronic $ 0.99 3:12,David Guetta,"Zia Moz feat . David Guetta , Bebe Rexha , Nicki Minaj and Afrojack","Hey Mama ( feat . Nicki Minaj , Bebe Rexha & Afrojack ) [ Remixes ] - EP",,"Dance , Music",,$ 1.29,,"2015 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States","2015 Zia Moz , David Guetta , Onika Maraj , Giorgio Tuinfort , Nick van de Wall , Ester Dean , Bebe Rexha , Sean Douglas",,,12-May-15,"June 1 , 2015",0
836,23706,6PM In New York If You 're Reading This It 's Too Late 13-Feb-15,"6PM In New York [ Explicit ] $ 1.29 February 13 , 2015",Drake,Drake,,If You 're Reading This It 's Too Late [ Explicit ],"Hip-Hop/Rap , Music , Hardcore Rap , Rap , R&B / Soul , Contemporary R&B",Rap & Hip-Hop,$ 1.29,,2015 Cash Money Records Inc.,( C ) 2015 Cash Money Records Inc.,4:43,4:43,,,1
3850,9120,"Chevy Van Caldwell County - EP Country , Music , Contemporary Country 2:48","Chevy Van Caldwell County EP ( C ) 2011 EMI Records Nashville January 14 , 2011",Eric Church,Eric Church,,,,Country,$ 1.29,$ 1.29,"2011 EMI Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203",,,2:48,14-Jan-11,,1
5059,34879,Delirious ( feat . Tara McDonald ) ‰ ãÑ 2007 Gum Records 4:31,"One Love ( Feat . Estelle ) David Guetta One Love ( Deluxe Version ) $ 1.29 August 21 , 2009",David Guetta,,Pop Life ( Extended Version ) [ Bonus Version ],,"Dance , Music , Rock , Pop , House , Electronic , Electronica , Adult Alternative",Dance & Electronic,$ 1.29,,,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,,4:01,18-Sep-07,,0
2022,28261,"If I Am a Stranger ( Live In Amsterdam ) Singer/Songwriter , Music , Rock 2012 PAXAM RECORDS 2-Jul-12","The Rescue Blues ( Live in London 1 ) $ 0.99 2012 PAXAM RECORDS 3:25 July 2 , 2012",Ryan Adams,Ryan Adams,Live After Deaf ( Live ) [ Complete Collection ],Live After Deaf ( Collection ),,"Folk , Rock",$ 0.99,,,,5:10,,,,0
2022,28244,"If I Am a Stranger ( Live In Amsterdam ) Singer/Songwriter , Music , Rock 2012 PAXAM RECORDS 2-Jul-12",Do I Wait ( Live in Lisbon Bonus Track ) Live After Deaf ( Collection ) 5:08,Ryan Adams,Ryan Adams,Live After Deaf ( Live ) [ Complete Collection ],,,"Folk , Rock",$ 0.99,$ 0.99,,2012 PAXAM RECORDS,5:10,,,"July 2 , 2012",0
2022,28367,"If I Am a Stranger ( Live In Amsterdam ) Singer/Songwriter , Music , Rock 2012 PAXAM RECORDS 2-Jul-12","September ( Live in Stockholm ) Live After Deaf ( Stockholm ) Folk , Rock $ 0.99 2012 PAXAM RECORDS July 2 , 2012",Ryan Adams,Ryan Adams,Live After Deaf ( Live ) [ Complete Collection ],,,,$ 0.99,,,,5:10,2:43,,,0
3327,34307,Remember You ( feat . The Weeknd ) 5:20 4-Dec-12,"Bluffin ( feat . Berner ) [ Explicit ] Wiz Khalifa O.N.I.F.C. [ Explicit ] Rap & Hip-Hop $ 1.29 December 4 , 2012",Wiz Khalifa,,O.N.I.F.C. ( Deluxe Version ),,"Hip-Hop/Rap , Music , Hardcore Rap , East Coast Rap , Rap",,$ 1.99,,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,,5:32,,,0
5208,22907,That Ai n't Me ( feat . Jay Sean ) I Am Not a Human Being $ 1.29 4:02 15-Nov-10,"Love Me ( Album Version ( Explicit ) ) [ feat . Drake ] [ Explicit ] Lil Wayne I Am Not A Human Being II ( Explicit Version ) [ + digital booklet ] $ 1.29 2005 Secretly Canadian 4:15 March 26 , 2013",Lil Wayne & Jay Sean,,,,"Hip-Hop/Rap , Music , Rap , Hardcore Rap , Dirty South",Rap & Hip-Hop,,,‰ ãÑ 2010 Cash Money Records Inc.,,,,,,0
1263,31287,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] $ 1.29 2010 Gum Prod licence exclusive Parlophone Music France 2:51 21-Aug-09,"Phone Tap ( Album Version ( Explicit ) ) [ Explicit ] David Banner Mississippi-The Album ( Explicit Version ) May 20 , 2003",David Guetta,,One Love ( Deluxe Version ),,"Dance , Music",Pop,,$ 0.69,,"( C ) 2003 Universal Records , a Division of UMG Recordings , Inc.",,1:52,,,0
3312,34336,Remember You ( feat . The Weeknd ) Wiz Khalifa O.N.I.F.C. ( Deluxe Version ) 4-Dec-12,"The Plan ( feat . Juicy J ) [ Explicit ] Rap & Hip-Hop $ 1.29 2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States December 4 , 2012",,Wiz Khalifa,,O.N.I.F.C. [ Explicit ],"Hip-Hop/Rap , Music , Hardcore Rap , East Coast Rap , Rap",,$ 1.99,,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,,5:20,4:54,,,0
3312,34309,Remember You ( feat . The Weeknd ) Wiz Khalifa O.N.I.F.C. ( Deluxe Version ) 4-Dec-12,The Bluff ( feat . Cam ` Ron ) [ Explicit ] Wiz Khalifa O.N.I.F.C. [ Explicit ] 3:48,,,,,"Hip-Hop/Rap , Music , Hardcore Rap , East Coast Rap , Rap",Rap & Hip-Hop,$ 1.99,$ 1.29,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,5:20,,,"December 4 , 2012",0
5082,40476,Voices ( feat . Sasha Keable ) Disclosure,"Help Me Lose My Mind [ feat . London Grammar ] Disclosure Electronica , Dance & Electronic $ 1.29",,,Settle ( Deluxe Version ),Settle,"Electronic , Music",,$ 1.29,,"‰ ãÑ 2014 Universal Island Records , a division of Universal Music Operations Limited","( C ) 2013 Universal Island Records , a division of Universal Music Operations Limited",4:09,4:05,15-Apr-14,"June 11 , 2013",0
6532,38301,"Space Bound Hip-Hop/Rap , Music , Rock , Hardcore Rap , Rap $ 1.29 4:38 21-Jun-10","Space Bound [ Explicit ] Recovery ( Amazon Version ) [ Explicit ] [ + video ] [ + digital booklet ] Gangsta & Hardcore , Rap & Hip-Hop $ 1.29 ( C ) 2010 Aftermath Records June 21 , 2010",Eminem,Eminem,Recovery ( Deluxe Edition ),,,,,,‰ ãÑ 2010 Aftermath Records,,,4:39,,,1
3324,7403,We Dem Boyz Blacc Hollywood ( Deluxe Version ) $ 1.99 2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company 3:56,We Dem Boyz [ Explicit ] $ 1.29 2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,Wiz Khalifa,Wiz Khalifa,,Blacc Hollywood [ Explicit ],"Hip-Hop/Rap , Music , Rap , Hardcore Rap , East Coast Rap , Rock",Rap & Hip-Hop,,,,,,3:45,19-Aug-14,"August 19 , 2014",1
2731,17200,Whateva ( feat . Monty ) 2015 300 Entertainment/RGF Productions 5:11,"How We Do Things ( feat . Monty ) [ Explicit ] Rap & Hip-Hop $ 1.29 ( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves September 25 , 2015",Fetty Wap,Fetty Wap,Fetty Wap ( Deluxe ),Fetty Wap [ Explicit ],"Hip-Hop/Rap , Music , Rap",,Album Only,,,,,3:31,,,0
276,53019,"VHS Outro ( Interlude ) Alternative , Music , Rock , Adult Alternative $ 1.29 2015 KIDinaKORNER/Interscope Records 1:25",Adam & Noah 's Priorities ( Interlude ) VHS [ Explicit ],X Ambassadors,X Ambassadors,VHS,,,Alternative Rock,,$ 1.29,,( C ) 2015 KIDinaKORNER/Interscope Records,,0:27,30-Jun-15,"June 30 , 2015",0
3372,7437,True Colors ( feat . Nicki Minaj ) Blacc Hollywood $ 1.29 2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company 4:15,"So High ( feat . Ghost Loft ) [ Explicit ] Wiz Khalifa Blacc Hollywood [ Explicit ] $ 1.29 4:09 August 19 , 2014",Wiz Khalifa,,,,"Hip-Hop/Rap , Music , Rap , East Coast Rap , Hardcore Rap , Rock",Rap & Hip-Hop,,,,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,,,19-Aug-14,,0
5080,9487,"Defeated No More ( feat . Edward Macfarlane ) Settle ( Deluxe Version ) Electronic , Music 15-Apr-14","Magnets [ feat . Lorde ] Caracal ( Deluxe ) Electronica , Dance & Electronic $ 1.29 ( C ) 2015 Island Records , a division of Universal Music Operations Limited 3:19 September 25 , 2015",Disclosure,Disclosure,,,,,$ 1.29,,"‰ ãÑ 2014 Universal Island Records , a division of Universal Music Operations Limited",,6:07,,,,0
6047,4667,"G.U.Y. Pop , Music , Dance , Rock $ 1.29 ‰ ãÑ 2013 Interscope Records 3:52 11-Nov-13",G.U.Y. [ Clean ] $ 1.29,Lady Gaga,Lady Gaga,ARTPOP,Artpop [ Clean ],,Pop,,,,( C ) 2013 Interscope Records,,3:52,,"November 11 , 2013",1
1623,27506,"Fly from the Inside ( Live Acoustic from WXDX , Pittsburgh ) Shinedown Leave a Whisper ( Deluxe Version ) Rock , Music , Hard Rock , Alternative $ 1.29 2009 Atlantic Recording Corporation for the United States and WEA International for the world outside of the United States",Simple Man [ Acoustic ] Leave A Whisper ( Deluxe ) Rock 5:20,,Shinedown,,,,,,$ 1.29,,2015 Mad Decent,3:59,,27-May-03,"May 27 , 2003",0
3255,4532,Applause ( Goldhouse Remix ) Applause ( Remixes ) $ 1.29 2013 Interscope Records 30-Sep-13,"Applause ( Empire Of The Sun Remix ) Lady Gaga Applause ( Remixes ) $ 1.29 ( C ) 2013 Interscope Records September 30 , 2013",Lady Gaga,,,,"Pop , Music , Electronic , Rock",Pop,,,,,4:34,4:08,,,0
4384,23361,Tackle Box Luke Bryan,"Tackle Box Luke Bryan I 'll Stay Me Country ( C ) 2007 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nash",,,I 'll Stay Me,,"Country , Music , Contemporary Country , Pop",,$ 1.29,$ 1.29,"2006 , 2007 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203",,4:02,4:02,14-Aug-07,"August 14 , 2007",1
4326,23361,Tackle Box $ 1.29 14-Aug-07,"Tackle Box Luke Bryan I 'll Stay Me Country ( C ) 2007 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nash",Luke Bryan,,I 'll Stay Me,,"Country , Music , Contemporary Country , Pop",,,$ 1.29,"2006 , 2007 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203",,4:02,4:02,,"August 14 , 2007",1
5993,38107,"Because of You Reba Duets Country , Music , Honky Tonk , Contemporary Country","The Fear Of Being Alone ( Album Version ) Reba McEntire ( C ) 2005 MCA Nashville , a Division of UMG Recordings , Inc.",Kelly Clarkson & Reba McEntire,,,Reba # 1 's,,"Country , Contemporary Country",$ 1.99,$ 1.29,"‰ ãÑ 2007 MCA Nashville , a Division of UMG Recordings , Inc.",,3:42,3:02,18-Sep-07,"November 22 , 2005",0
3461,7348,"Remember You ( feat . The Weeknd ) Wiz Khalifa O.N.I.F.C. ( Deluxe Version ) Hip-Hop/Rap , Music , Hardcore Rap , East Coast Rap , Rap 5:20 4-Dec-12",House In The Hills ( feat . Curren $ y ) [ Explicit ] Wiz Khalifa Blacc Hollywood ( Deluxe ) [ Explicit ] Rap & Hip-Hop $ 1.29 4:52,,,,,,,$ 1.99,,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,,,,"August 19 , 2014",0
3887,16397,"X2CU Jason Derulo Everything Is 4 Pop , Music , Rock , Dance , R&B / Soul , Contemporary R&B $ 1.29 2015 Warner Bros. . Records Inc. 5:13",X2CU Jason Derulo Pop 2011 Because Music,,,,Everything Is 4 [ Clean ],,,,$ 1.29,,,,5:14,29-May-15,"June 1 , 2015",1
361,37081,"Original Don ( feat . The Partysquad ) [ The Partysquad & Punish Smash Em Remix ] Major Lazer Electronic , Music , Dance $ 1.29 1-Nov-11","Powerful ( Michael Calfan Remix ) [ feat . Ellie Goulding ] Powerful ( Remixes ) ( C ) 2015 Third Pardee Records , LLC under exclusive license to Interscope Records in the United States 5:27 September 11 , 2015",,Major Lazer,Original Don ( feat . The Partysquad ) [ Remixes ] - EP,,,"Electronica , Dance & Electronic",,$ 1.29,2011 Downtown Records Unders exclusive license to Interscope Records in the U.S.A.,,3:38,,,,0
4610,26152,"I Thought You Knew Country , Music , Honky Tonk , Contemporary Country $ 1.29 1999 Capitol Records Nashville 19-Oct-99","I Thought You Knew Country ( C ) 1999 Capitol Records Nashville 3:51 October 19 , 1999",Keith Urban,Keith Urban,Keith Urban,Keith Urban,,,,$ 1.29,,,3:51,,,,1
6855,7373,Get Your S ** t Wiz Khalifa ‰ ãÑ 2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States 4:36,You And Your Friends ( feat . Snoop Dogg & Ty Dolla $ ign ) [ Explicit ] Wiz Khalifa Rap & Hip-Hop 2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company 3:06,,,Rolling Papers ( Deluxe Version ),Blacc Hollywood ( Deluxe ) [ Explicit ],"Hip-Hop/Rap , Music , Hardcore Rap , East Coast Rap , Rap",,$ 1.29,$ 1.29,,,,,28-Mar-11,"August 19 , 2014",0
4058,40164,"Kill Everybody ( Bare Noize Remix ) Skrillex Dance , Music , House , Electronic","Kill Everybody Scary Monsters And Nice Sprites EP [ Explicit ] Electronica , Dance & Electronic , Dubstep $ 1.29 ( c ) 2013 Digitop Ltd 4:58 December 21 , 2010",,Skrillex,Scary Monsters and Nice Sprites,,,,$ 1.29,,"2010 Big Beat Records , Inc. for the United States and WEA International for the world outside the United States .",,4:41,,21-Dec-10,,0
1897,51626,"Love Song Try This Pop , Music , Teen Pop , Electronic , Pop/Rock , R&B / Soul , Dance 2003 Arista Records , Inc. 10-Nov-03","Love Song Pop $ 0.99 CWM records November 11 , 2003",P!NK,P!nk,,Try This [ Explicit ],,,$ 0.99,,,,2:28,2:27,,,1
3354,17660,Extra Extra Credit Wiz Khalifa Flight School $ 0.99 2009 Rostrum Records 4:03,"Extra Extra Credit [ Explicit ] Rap & Hip-Hop April 17 , 2009",,Wiz Khalifa,,Flight School [ Explicit ],"Hip-Hop/Rap , Music",,,$ 0.99,,2013 Mad Decent,,4:03,17-Apr-09,,1
1777,20232,"Voy a Beber ( feat . ' • ejo ) [ Remix ] Greatest Hits , Vol . 1 $ 0.99 2014 La Industria Inc licencia a Codiscos S.A.S. 3:44 4-Nov-14","Voy a Beber ( Remix ) $ 0.99 November 4 , 2014",Nicky Jam,Nicky Jam,,"Greatest Hits , Vol . 1","Latin Urban , Music , Latino","International , Latin Music",,,,( C ) 2014 La industria Inc,,3:44,,,1
3450,34292,Remember You ( feat . The Weeknd ) O.N.I.F.C. ( Deluxe Version ) $ 1.99 5:20 4-Dec-12,The Bluff ( feat . Cam ` Ron ) [ Clean ] Wiz Khalifa O.N.I.F.C. [ Clean ] Rap & Hip-Hop 2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,Wiz Khalifa,,,,"Hip-Hop/Rap , Music , East Coast Rap , Hardcore Rap , Rap",,,$ 1.29,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,,,3:48,,"December 4 , 2012",0
3450,7383,Remember You ( feat . The Weeknd ) O.N.I.F.C. ( Deluxe Version ) $ 1.99 5:20 4-Dec-12,"So High ( feat . Ghost Loft ) [ Explicit ] Rap & Hip-Hop $ 1.29 2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company 4:09 August 19 , 2014",Wiz Khalifa,Wiz Khalifa,,Blacc Hollywood ( Deluxe ) [ Explicit ],"Hip-Hop/Rap , Music , East Coast Rap , Hardcore Rap , Rap",,,,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,,,,,,0
1736,10938,The Back Roads and the Back Row Cole Swindell Cole Swindell $ 1.29 18-Feb-14,"The Back Roads & The Back Row $ 1.29 3:44 February 18 , 2014",,Cole Swindell,,Cole Swindell,"Country , Music , Contemporary Country",Country,,,2014 Warner Music Nashville LLC and WEA International Inc. for the world outside the U.S.,"( C ) 2011 UMG Recordings , Inc.",3:41,,,,1
250,52970,VHS Outro ( Interlude ) 2015 KIDinaKORNER/Interscope Records 1:25 30-Jun-15,Moving Day ( Interlude ) X Ambassadors Alternative Rock 0:19,X Ambassadors,,VHS,VHS [ Clean ],"Alternative , Music , Rock , Adult Alternative",,$ 1.29,$ 1.29,,( C ) 2015 KIDinaKORNER/Interscope Records,,,,"June 30 , 2015",0
265,52970,"VHS Outro ( Interlude ) X Ambassadors Alternative , Music , Rock , Adult Alternative $ 1.29 1:25",Moving Day ( Interlude ) X Ambassadors Alternative Rock 0:19,,,VHS,VHS [ Clean ],,,,$ 1.29,2015 KIDinaKORNER/Interscope Records,( C ) 2015 KIDinaKORNER/Interscope Records,,,30-Jun-15,"June 30 , 2015",0
110,53087,VHS Outro ( Interlude ) 1:25 30-Jun-15,"VHS Outro ( Interlude ) [ Explicit ] VHS [ Explicit ] Alternative Rock ( C ) 2015 KIDinaKORNER/Interscope Records 1:25 June 30 , 2015",X Ambassadors,X Ambassadors,VHS,,"Alternative , Music , Rock , Adult Alternative",,$ 1.29,$ 1.29,2015 KIDinaKORNER/Interscope Records,,,,,,1
249,53087,"VHS Outro ( Interlude ) VHS Alternative , Music , Rock , Adult Alternative 1:25","VHS Outro ( Interlude ) [ Explicit ] VHS [ Explicit ] Alternative Rock ( C ) 2015 KIDinaKORNER/Interscope Records 1:25 June 30 , 2015",X Ambassadors,X Ambassadors,,,,,$ 1.29,$ 1.29,2015 KIDinaKORNER/Interscope Records,,,,30-Jun-15,,1
5827,6502,Die in Your Arms $ 1.29 ‰ ãÑ 2012 The Island Def Jam Music Group 3:57 19-Jun-12,"Die In Your Arms ( Album Version ) Pop $ 1.29 ( C ) 2012 The Island Def Jam Music Group 3:57 June 19 , 2012",Justin Bieber,Justin Bieber,Believe ( Deluxe Edition ),Believe,"Pop , Music",,,,,,,,,,1
