ltable_id,rtable_id,ltable_Song_Name,rtable_Song_Name,ltable_Artist_Name,rtable_Artist_Name,ltable_Album_Name,rtable_Album_Name,ltable_Genre,rtable_Genre,ltable_Price,rtable_Price,ltable_CopyRight,rtable_CopyRight,ltable_Time,rtable_Time,ltable_Released,rtable_Released,label
2680,27453,Any Man of Mine ( American Idol Performance ),( You Make Me Feel Like ) A Natural Woman ( American Idol Performance ),Lauren Alaina,Lauren Alaina,American Idol Season 10 : Lauren Alaina,Lauren Alaina - American Idol Season 10,"Country , Music , Rock",Country,$ 1.29,$ 1.29,"2011 19 Recordings , Inc.","( C ) 2011 19 Recordings , Inc.",3:40,2:53,25-May-11,"May 25 , 2011",0
3003,8057,Awooga ( Extended Mix ),Bounce ( Fly Eye Club Mix ),Calvin Harris,Calvin Harris Feat . Kelis,Bounce ( feat . Kelis ) [ Remixes ],Bounce,"Dance , Music",Dance & Electronic,$ 1.29,$ 1.29,2013 Sony Music Entertainment UK Limited,2015 Bill Maki,7:12,6:06,5-Feb-13,"February 5 , 2013",0
1274,31290,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],Still Pimpin ' ( Album Version ( Explicit ) ) [ feat . Kamikazi ] [ Explicit ],David Guetta,David Banner,One Love ( Deluxe Version ),Mississippi-The Album ( Explicit Version ),"Dance , Music",Pop,$ 1.29,$ 0.99,2010 Gum Prod licence exclusive Parlophone Music France,"( C ) 2003 Universal Records , a Division of UMG Recordings , Inc.",2:51,7:11,21-Aug-09,"May 20 , 2003",0
3175,42596,The Breath You Take,If You 're Thinking You Want A Stranger ( There 's One Coming Home ),George Strait,George Strait,"Now That 's What I Call Country , Vol . 4",Strait Country,"Country , Music",Country,Album Only,$ 1.29,"2011 EMI MUSIC NORTH AMERICA / SONY MUSIC ENTERTAINMENT / UMG RECORDINGS , INC.",( C ) 1981 MCA Records Inc.,3:34,2:57,14-Jun-11,"September 23 , 1987",0
1266,34905,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],One Love ( Feat . Estelle ),David Guetta,David Guetta,One Love ( Deluxe Version ),One Love ( Deluxe Version ),"Dance , Music",Dance & Electronic,$ 1.29,$ 1.29,2010 Gum Prod licence exclusive Parlophone Music France,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,2:51,4:01,21-Aug-09,"August 21 , 2009",0
3378,7377,True Colors ( feat . Nicki Minaj ),KK ( feat . Project Pat & Juicy J ) [ Explicit ],Wiz Khalifa,Wiz Khalifa,Blacc Hollywood,Blacc Hollywood ( Deluxe ) [ Explicit ],"Hip-Hop/Rap , Music , Rap , East Coast Rap , Hardcore Rap , Rock",Rap & Hip-Hop,$ 1.29,$ 1.29,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,4:15,4:09,19-Aug-14,"August 19 , 2014",0
1079,9500,Masterpiece ( feat . Jordan Rakei ),Willing & Able [ feat . Kwabs ],Disclosure,Disclosure,Caracal,Caracal ( Deluxe ),"Electronic , Music , Dance , Garage , House , Rock","Electronica , Dance & Electronic",Album Only,$ 1.29,"2015 Island Records , a division of Universal Music Operations Limited","( C ) 2015 Island Records , a division of Universal Music Operations Limited",4:01,4:52,,"September 25 , 2015",0
3451,7344,Remember You ( feat . The Weeknd ),Hope ( feat . Ty Dolla $ ign ) [ Explicit ],Wiz Khalifa,Wiz Khalifa,O.N.I.F.C. ( Deluxe Version ),Blacc Hollywood ( Deluxe ) [ Explicit ],"Hip-Hop/Rap , Music , East Coast Rap , Hardcore Rap , Rap",Rap & Hip-Hop,$ 1.99,$ 1.29,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,5:20,5:24,4-Dec-12,"August 19 , 2014",0
3451,34326,Remember You ( feat . The Weeknd ),The Bluff ( feat . Cam ` Ron ) [ Explicit ],Wiz Khalifa,Wiz Khalifa,O.N.I.F.C. ( Deluxe Version ),O.N.I.F.C. [ Explicit ],"Hip-Hop/Rap , Music , East Coast Rap , Hardcore Rap , Rap",Rap & Hip-Hop,$ 1.99,$ 1.29,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,5:20,3:48,4-Dec-12,"December 4 , 2012",0
1776,33397,"Piensas en M ' _ ( feat . Luigi 21 Plus , Jory & Yelsid ) [ Remix ]",Piensas en MÌ _ ( Remix ),Nicky Jam,Nicky Jam,Nicky Jam Hits,Nicky Jam Hits,"Latin Urban , Music , Latino","International , Latin Music",$ 0.99,$ 0.99,2014 La Industria Inc. . Licencia a Codiscos S.A.S.,( C ) 2014 Codiscos S.A.S.,4:46,4:46,9-Sep-14,"September 9 , 2014",1
5852,32665,Baby ( Bonus Video ),Baby ( Acoustic Version ),Justin Bieber,Justin Bieber,My World 2.0 ( Bonus Track Version ),My Worlds Acoustic [ + Video ] [ + Digital Booklet ],"Pop , Music , Teen Pop , Rock , Dance , R&B / Soul , Contemporary R&B",Pop,$ 1.99,$ 1.29,‰ ãÑ 2010 The Island Def Jam Music Group,( C ) 2011 The Island Def Jam Music Group,3:39,3:35,23-Mar-10,"February 8 , 2011",0
4890,35775,Sorry for Party Rocking,Party Rock Anthem ( Made Famous By Lmfao Feat Lauren Bennett & Goon Rock ) ( Karaoke Version ),LMFAO,Lmfao Feat Lauren Bennett & Goon Rock Karaoke Band,Sorry for Party Rocking ( Deluxe Version ),Party rock anthem ( Karaoke ),"Pop , Music , R&B / Soul,Electronic,Dance,Rock,Hip-Hop / Rap , Rap",International,$ 1.29,$ 0.89,"‰ ãÑ 2011 Foo & Blu , LLC under exclusive License to Interscope Records",( c ) 2011 BGM Industrias del Disco S.A. ( Magenta Discos ),3:23,4:24,21-Jun-11,"July 14 , 2011",0
624,8814,Centuries ( Gazzo Remix ),Busy ( N3mrod Remix ) [ feat . Kevin Lyttle ] [ Explicit ],Fall Out Boy,Boy Face,Centuries ( Gazzo Remix ) - Single,Busy ( N3mrod Remix ) [ feat . Kevin Lyttle ] [ Explicit ],"Alternative , Music , Rock",Dance & Electronic,$ 1.29,$ 0.99,"2014 Island Records , a division of UMG Recordings , Inc.",2015 Perpetual Motions Ent . / F Pac Records/FROGG LIFE,4:19,2:32,22-Dec-14,"April 10 , 2015",0
2782,31534,Speakers,Speakers,Sam Hunt,Sam Hunt,Montevallo,Montevallo,"Country , Music , Pop , Pop/Rock , Honky Tonk , Contemporary Country , Rock",Country,$ 1.29,$ 1.29,"2014 MCA Nashville , a Division of UMG Recordings , Inc.","( C ) 2014 MCA Nashville , a Division of UMG Recordings , Inc.",3:46,3:48,27-Oct-14,"October 27 , 2014",1
3358,39320,Cameras,Cameras [ Clean ],Wiz Khalifa,Wiz Khalifa,Rolling Papers,Rolling Papers ( Deluxe ) [ + Video ] [ + Digital Booklet ],"Hip-Hop/Rap , Music , Rap , East Coast Rap , Hardcore Rap",Rap & Hip-Hop,$ 1.29,$ 1.29,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,4:29,4:29,28-Mar-11,"March 28 , 2011",1
1022,9526,Masterpiece ( feat . Jordan Rakei ),Magnets [ feat . Lorde ],Disclosure,Disclosure,Caracal,Caracal,"Electronic , Music , Dance , Garage , House , Rock","Electronica , Dance & Electronic",Album Only,$ 1.29,"2015 Island Records , a division of Universal Music Operations Limited","( C ) 2015 Island Records , a division of Universal Music Operations Limited",4:01,3:19,,"September 25 , 2015",0
6314,20460,Ca n't Stop Now ( feat . Jovi Rockwell and Mr. Vegas ),Cash Flow [ feat . Jah Dan ],Major Lazer,Major Lazer,Guns Do n't Kill People ... Lazers Do,Guns Do n't Kill People ... Lazers Do ( Deluxe ) [ Explicit ],"Electronic,Music,Hip-Hop / Rap , Rap , Alternative , Reggae , Dance , Modern Dancehall , Rock","Electronica , Dance & Electronic",$ 1.29,$ 1.29,"‰ ãÑ 2009 Downtown Music , LLC .","( C ) 2009 Downtown Music , LLC .",4:03,4:06,2009,"June 3 , 2015",0
6314,20455,Ca n't Stop Now ( feat . Jovi Rockwell and Mr. Vegas ),Hold The Line [ feat . Santigold ] [ Explicit ],Major Lazer,Major Lazer,Guns Do n't Kill People ... Lazers Do,Guns Do n't Kill People ... Lazers Do ( Deluxe ) [ Explicit ],"Electronic,Music,Hip-Hop / Rap , Rap , Alternative , Reggae , Dance , Modern Dancehall , Rock","Electronica , Dance & Electronic",$ 1.29,$ 1.29,"‰ ãÑ 2009 Downtown Music , LLC .","( C ) 2009 Downtown Music , LLC .",4:03,3:39,2009,"June 3 , 2015",0
4726,40156,Rock N ' Roll ( Will Take You to the Mountain ),All I Ask Of You ( Feat . Penny ),Skrillex,Skrillex,More Monsters and Sprites,Scary Monsters And Nice Sprites EP [ Explicit ],"Dance , Music , House , Rock , Electronic","Electronica , Dance & Electronic , Dubstep",$ 1.99,$ 1.29,"2011 Big Beat Records , Inc. for the United States and WEA International for the world outside the United States .",( c ) 2013 Digitop Ltd,4:34,5:40,21-Jun-11,"December 21 , 2010",0
1231,55245,Titanium ( Cazzette 's Ant Seeking Hamster Mix ) [ feat . Sia ],Yao Ming ( feat . Wayne & 2 Chainz ) [ Explicit ],David Guetta,David Banner,Titanium ( Remixes ) [ feat . Sia ],Yao Ming ( feat . Wayne & 2 Chainz ) [ Explicit ],"Dance , Music , Electronic",Rap & Hip-Hop,$ 0.99,$ 0.99,"2011 What A Music Ltd , licence exclusive Parlophone Music France",2013 b.i.G. f.a.c.e. Ent,6:37,3:47,20-Jan-12,"December 20 , 2011",0
1277,28012,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ],David Guetta,David Guetta,One Love ( Deluxe Version ),Listen ( Deluxe ),"Dance , Music",Dance & Electronic,$ 1.29,$ 1.29,2010 Gum Prod licence exclusive Parlophone Music France,2015 If Moving Your Mine,2:51,3:20,21-Aug-09,"November 24 , 2014",0
1158,21574,"Hey Mama ( feat . Nicki Minaj , Bebe Rexha & Afrojack ) [ Extended ]",Hey Mama ( Zia Moz Remix ),David Guetta,"Zia Moz feat . David Guetta , Bebe Rexha , Nicki Minaj and Afrojack","Hey Mama ( feat . Nicki Minaj , Bebe Rexha & Afrojack ) [ Remixes ] - EP",Hey Mama,"Dance , Music",Dance & Electronic,$ 1.29,$ 0.99,"2015 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States","2015 Zia Moz , David Guetta , Onika Maraj , Giorgio Tuinfort , Nick van de Wall , Ester Dean , Bebe Rexha , Sean Douglas",4:42,3:12,12-May-15,"June 1 , 2015",0
836,23706,6PM In New York,6PM In New York [ Explicit ],Drake,Drake,If You 're Reading This It 's Too Late,If You 're Reading This It 's Too Late [ Explicit ],"Hip-Hop/Rap , Music , Hardcore Rap , Rap , R&B / Soul , Contemporary R&B",Rap & Hip-Hop,$ 1.29,$ 1.29,2015 Cash Money Records Inc.,( C ) 2015 Cash Money Records Inc.,4:43,4:43,13-Feb-15,"February 13 , 2015",1
3850,9120,Chevy Van,Chevy Van,Eric Church,Eric Church,Caldwell County - EP,Caldwell County EP,"Country , Music , Contemporary Country",Country,$ 1.29,$ 1.29,"2011 EMI Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203",( C ) 2011 EMI Records Nashville,2:48,2:48,14-Jan-11,"January 14 , 2011",1
5059,34879,Delirious ( feat . Tara McDonald ),One Love ( Feat . Estelle ),David Guetta,David Guetta,Pop Life ( Extended Version ) [ Bonus Version ],One Love ( Deluxe Version ),"Dance , Music , Rock , Pop , House , Electronic , Electronica , Adult Alternative",Dance & Electronic,$ 1.29,$ 1.29,‰ ãÑ 2007 Gum Records,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,4:31,4:01,18-Sep-07,"August 21 , 2009",0
2022,28261,If I Am a Stranger ( Live In Amsterdam ),The Rescue Blues ( Live in London 1 ),Ryan Adams,Ryan Adams,Live After Deaf ( Live ) [ Complete Collection ],Live After Deaf ( Collection ),"Singer/Songwriter , Music , Rock","Folk , Rock",$ 0.99,$ 0.99,2012 PAXAM RECORDS,2012 PAXAM RECORDS,5:10,3:25,2-Jul-12,"July 2 , 2012",0
2022,28244,If I Am a Stranger ( Live In Amsterdam ),Do I Wait ( Live in Lisbon Bonus Track ),Ryan Adams,Ryan Adams,Live After Deaf ( Live ) [ Complete Collection ],Live After Deaf ( Collection ),"Singer/Songwriter , Music , Rock","Folk , Rock",$ 0.99,$ 0.99,2012 PAXAM RECORDS,2012 PAXAM RECORDS,5:10,5:08,2-Jul-12,"July 2 , 2012",0
2022,28367,If I Am a Stranger ( Live In Amsterdam ),September ( Live in Stockholm ),Ryan Adams,Ryan Adams,Live After Deaf ( Live ) [ Complete Collection ],Live After Deaf ( Stockholm ),"Singer/Songwriter , Music , Rock","Folk , Rock",$ 0.99,$ 0.99,2012 PAXAM RECORDS,2012 PAXAM RECORDS,5:10,2:43,2-Jul-12,"July 2 , 2012",0
3327,34307,Remember You ( feat . The Weeknd ),Bluffin ( feat . Berner ) [ Explicit ],Wiz Khalifa,Wiz Khalifa,O.N.I.F.C. ( Deluxe Version ),O.N.I.F.C. [ Explicit ],"Hip-Hop/Rap , Music , Hardcore Rap , East Coast Rap , Rap",Rap & Hip-Hop,$ 1.99,$ 1.29,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,5:20,5:32,4-Dec-12,"December 4 , 2012",0
5208,22907,That Ai n't Me ( feat . Jay Sean ),Love Me ( Album Version ( Explicit ) ) [ feat . Drake ] [ Explicit ],Lil Wayne & Jay Sean,Lil Wayne,I Am Not a Human Being,I Am Not A Human Being II ( Explicit Version ) [ + digital booklet ],"Hip-Hop/Rap , Music , Rap , Hardcore Rap , Dirty South",Rap & Hip-Hop,$ 1.29,$ 1.29,‰ ãÑ 2010 Cash Money Records Inc.,2005 Secretly Canadian,4:02,4:15,15-Nov-10,"March 26 , 2013",0
1263,31287,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],Phone Tap ( Album Version ( Explicit ) ) [ Explicit ],David Guetta,David Banner,One Love ( Deluxe Version ),Mississippi-The Album ( Explicit Version ),"Dance , Music",Pop,$ 1.29,$ 0.69,2010 Gum Prod licence exclusive Parlophone Music France,"( C ) 2003 Universal Records , a Division of UMG Recordings , Inc.",2:51,1:52,21-Aug-09,"May 20 , 2003",0
3312,34336,Remember You ( feat . The Weeknd ),The Plan ( feat . Juicy J ) [ Explicit ],Wiz Khalifa,Wiz Khalifa,O.N.I.F.C. ( Deluxe Version ),O.N.I.F.C. [ Explicit ],"Hip-Hop/Rap , Music , Hardcore Rap , East Coast Rap , Rap",Rap & Hip-Hop,$ 1.99,$ 1.29,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,5:20,4:54,4-Dec-12,"December 4 , 2012",0
3312,34309,Remember You ( feat . The Weeknd ),The Bluff ( feat . Cam ` Ron ) [ Explicit ],Wiz Khalifa,Wiz Khalifa,O.N.I.F.C. ( Deluxe Version ),O.N.I.F.C. [ Explicit ],"Hip-Hop/Rap , Music , Hardcore Rap , East Coast Rap , Rap",Rap & Hip-Hop,$ 1.99,$ 1.29,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,5:20,3:48,4-Dec-12,"December 4 , 2012",0
5082,40476,Voices ( feat . Sasha Keable ),Help Me Lose My Mind [ feat . London Grammar ],Disclosure,Disclosure,Settle ( Deluxe Version ),Settle,"Electronic , Music","Electronica , Dance & Electronic",$ 1.29,$ 1.29,"‰ ãÑ 2014 Universal Island Records , a division of Universal Music Operations Limited","( C ) 2013 Universal Island Records , a division of Universal Music Operations Limited",4:09,4:05,15-Apr-14,"June 11 , 2013",0
6532,38301,Space Bound,Space Bound [ Explicit ],Eminem,Eminem,Recovery ( Deluxe Edition ),Recovery ( Amazon Version ) [ Explicit ] [ + video ] [ + digital booklet ],"Hip-Hop/Rap , Music , Rock , Hardcore Rap , Rap","Gangsta & Hardcore , Rap & Hip-Hop",$ 1.29,$ 1.29,‰ ãÑ 2010 Aftermath Records,( C ) 2010 Aftermath Records,4:38,4:39,21-Jun-10,"June 21 , 2010",1
3324,7403,We Dem Boyz,We Dem Boyz [ Explicit ],Wiz Khalifa,Wiz Khalifa,Blacc Hollywood ( Deluxe Version ),Blacc Hollywood [ Explicit ],"Hip-Hop/Rap , Music , Rap , Hardcore Rap , East Coast Rap , Rock",Rap & Hip-Hop,$ 1.99,$ 1.29,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,3:56,3:45,19-Aug-14,"August 19 , 2014",1
2731,17200,Whateva ( feat . Monty ),How We Do Things ( feat . Monty ) [ Explicit ],Fetty Wap,Fetty Wap,Fetty Wap ( Deluxe ),Fetty Wap [ Explicit ],"Hip-Hop/Rap , Music , Rap",Rap & Hip-Hop,Album Only,$ 1.29,2015 300 Entertainment/RGF Productions,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",5:11,3:31,,"September 25 , 2015",0
276,53019,VHS Outro ( Interlude ),Adam & Noah 's Priorities ( Interlude ),X Ambassadors,X Ambassadors,VHS,VHS [ Explicit ],"Alternative , Music , Rock , Adult Alternative",Alternative Rock,$ 1.29,$ 1.29,2015 KIDinaKORNER/Interscope Records,( C ) 2015 KIDinaKORNER/Interscope Records,1:25,0:27,30-Jun-15,"June 30 , 2015",0
3372,7437,True Colors ( feat . Nicki Minaj ),So High ( feat . Ghost Loft ) [ Explicit ],Wiz Khalifa,Wiz Khalifa,Blacc Hollywood,Blacc Hollywood [ Explicit ],"Hip-Hop/Rap , Music , Rap , East Coast Rap , Hardcore Rap , Rock",Rap & Hip-Hop,$ 1.29,$ 1.29,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,4:15,4:09,19-Aug-14,"August 19 , 2014",0
5080,9487,Defeated No More ( feat . Edward Macfarlane ),Magnets [ feat . Lorde ],Disclosure,Disclosure,Settle ( Deluxe Version ),Caracal ( Deluxe ),"Electronic , Music","Electronica , Dance & Electronic",$ 1.29,$ 1.29,"‰ ãÑ 2014 Universal Island Records , a division of Universal Music Operations Limited","( C ) 2015 Island Records , a division of Universal Music Operations Limited",6:07,3:19,15-Apr-14,"September 25 , 2015",0
6047,4667,G.U.Y.,G.U.Y. [ Clean ],Lady Gaga,Lady Gaga,ARTPOP,Artpop [ Clean ],"Pop , Music , Dance , Rock",Pop,$ 1.29,$ 1.29,‰ ãÑ 2013 Interscope Records,( C ) 2013 Interscope Records,3:52,3:52,11-Nov-13,"November 11 , 2013",1
1623,27506,"Fly from the Inside ( Live Acoustic from WXDX , Pittsburgh )",Simple Man [ Acoustic ],Shinedown,Shinedown,Leave a Whisper ( Deluxe Version ),Leave A Whisper ( Deluxe ),"Rock , Music , Hard Rock , Alternative",Rock,$ 1.29,$ 1.29,2009 Atlantic Recording Corporation for the United States and WEA International for the world outside of the United States,2015 Mad Decent,3:59,5:20,27-May-03,"May 27 , 2003",0
3255,4532,Applause ( Goldhouse Remix ),Applause ( Empire Of The Sun Remix ),Lady Gaga,Lady Gaga,Applause ( Remixes ),Applause ( Remixes ),"Pop , Music , Electronic , Rock",Pop,$ 1.29,$ 1.29,2013 Interscope Records,( C ) 2013 Interscope Records,4:34,4:08,30-Sep-13,"September 30 , 2013",0
4384,23361,Tackle Box,Tackle Box,Luke Bryan,Luke Bryan,I 'll Stay Me,I 'll Stay Me,"Country , Music , Contemporary Country , Pop",Country,$ 1.29,$ 1.29,"2006 , 2007 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203","( C ) 2007 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nash",4:02,4:02,14-Aug-07,"August 14 , 2007",1
4326,23361,Tackle Box,Tackle Box,Luke Bryan,Luke Bryan,I 'll Stay Me,I 'll Stay Me,"Country , Music , Contemporary Country , Pop",Country,$ 1.29,$ 1.29,"2006 , 2007 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203","( C ) 2007 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nash",4:02,4:02,14-Aug-07,"August 14 , 2007",1
5993,38107,Because of You,The Fear Of Being Alone ( Album Version ),Kelly Clarkson & Reba McEntire,Reba McEntire,Reba Duets,Reba # 1 's,"Country , Music , Honky Tonk , Contemporary Country","Country , Contemporary Country",$ 1.99,$ 1.29,"‰ ãÑ 2007 MCA Nashville , a Division of UMG Recordings , Inc.","( C ) 2005 MCA Nashville , a Division of UMG Recordings , Inc.",3:42,3:02,18-Sep-07,"November 22 , 2005",0
3461,7348,Remember You ( feat . The Weeknd ),House In The Hills ( feat . Curren $ y ) [ Explicit ],Wiz Khalifa,Wiz Khalifa,O.N.I.F.C. ( Deluxe Version ),Blacc Hollywood ( Deluxe ) [ Explicit ],"Hip-Hop/Rap , Music , Hardcore Rap , East Coast Rap , Rap",Rap & Hip-Hop,$ 1.99,$ 1.29,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,5:20,4:52,4-Dec-12,"August 19 , 2014",0
3887,16397,X2CU,X2CU,Jason Derulo,Jason Derulo,Everything Is 4,Everything Is 4 [ Clean ],"Pop , Music , Rock , Dance , R&B / Soul , Contemporary R&B",Pop,$ 1.29,$ 1.29,2015 Warner Bros. . Records Inc.,2011 Because Music,5:13,5:14,29-May-15,"June 1 , 2015",1
361,37081,Original Don ( feat . The Partysquad ) [ The Partysquad & Punish Smash Em Remix ],Powerful ( Michael Calfan Remix ) [ feat . Ellie Goulding ],Major Lazer,Major Lazer,Original Don ( feat . The Partysquad ) [ Remixes ] - EP,Powerful ( Remixes ),"Electronic , Music , Dance","Electronica , Dance & Electronic",$ 1.29,$ 1.29,2011 Downtown Records Unders exclusive license to Interscope Records in the U.S.A.,"( C ) 2015 Third Pardee Records , LLC under exclusive license to Interscope Records in the United States",3:38,5:27,1-Nov-11,"September 11 , 2015",0
4610,26152,I Thought You Knew,I Thought You Knew,Keith Urban,Keith Urban,Keith Urban,Keith Urban,"Country , Music , Honky Tonk , Contemporary Country",Country,$ 1.29,$ 1.29,1999 Capitol Records Nashville,( C ) 1999 Capitol Records Nashville,3:51,3:51,19-Oct-99,"October 19 , 1999",1
6855,7373,Get Your S ** t,You And Your Friends ( feat . Snoop Dogg & Ty Dolla $ ign ) [ Explicit ],Wiz Khalifa,Wiz Khalifa,Rolling Papers ( Deluxe Version ),Blacc Hollywood ( Deluxe ) [ Explicit ],"Hip-Hop/Rap , Music , Hardcore Rap , East Coast Rap , Rap",Rap & Hip-Hop,$ 1.29,$ 1.29,‰ ãÑ 2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,4:36,3:06,28-Mar-11,"August 19 , 2014",0
4058,40164,Kill Everybody ( Bare Noize Remix ),Kill Everybody,Skrillex,Skrillex,Scary Monsters and Nice Sprites,Scary Monsters And Nice Sprites EP [ Explicit ],"Dance , Music , House , Electronic","Electronica , Dance & Electronic , Dubstep",$ 1.29,$ 1.29,"2010 Big Beat Records , Inc. for the United States and WEA International for the world outside the United States .",( c ) 2013 Digitop Ltd,4:41,4:58,21-Dec-10,"December 21 , 2010",0
1897,51626,Love Song,Love Song,P!NK,P!nk,Try This,Try This [ Explicit ],"Pop , Music , Teen Pop , Electronic , Pop/Rock , R&B / Soul , Dance",Pop,$ 0.99,$ 0.99,"2003 Arista Records , Inc.",CWM records,2:28,2:27,10-Nov-03,"November 11 , 2003",1
3354,17660,Extra Extra Credit,Extra Extra Credit [ Explicit ],Wiz Khalifa,Wiz Khalifa,Flight School,Flight School [ Explicit ],"Hip-Hop/Rap , Music",Rap & Hip-Hop,$ 0.99,$ 0.99,2009 Rostrum Records,2013 Mad Decent,4:03,4:03,17-Apr-09,"April 17 , 2009",1
1777,20232,Voy a Beber ( feat . ' • ejo ) [ Remix ],Voy a Beber ( Remix ),Nicky Jam,Nicky Jam,"Greatest Hits , Vol . 1","Greatest Hits , Vol . 1","Latin Urban , Music , Latino","International , Latin Music",$ 0.99,$ 0.99,2014 La Industria Inc licencia a Codiscos S.A.S.,( C ) 2014 La industria Inc,3:44,3:44,4-Nov-14,"November 4 , 2014",1
3450,34292,Remember You ( feat . The Weeknd ),The Bluff ( feat . Cam ` Ron ) [ Clean ],Wiz Khalifa,Wiz Khalifa,O.N.I.F.C. ( Deluxe Version ),O.N.I.F.C. [ Clean ],"Hip-Hop/Rap , Music , East Coast Rap , Hardcore Rap , Rap",Rap & Hip-Hop,$ 1.99,$ 1.29,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,5:20,3:48,4-Dec-12,"December 4 , 2012",0
3450,7383,Remember You ( feat . The Weeknd ),So High ( feat . Ghost Loft ) [ Explicit ],Wiz Khalifa,Wiz Khalifa,O.N.I.F.C. ( Deluxe Version ),Blacc Hollywood ( Deluxe ) [ Explicit ],"Hip-Hop/Rap , Music , East Coast Rap , Hardcore Rap , Rap",Rap & Hip-Hop,$ 1.99,$ 1.29,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,5:20,4:09,4-Dec-12,"August 19 , 2014",0
1736,10938,The Back Roads and the Back Row,The Back Roads & The Back Row,Cole Swindell,Cole Swindell,Cole Swindell,Cole Swindell,"Country , Music , Contemporary Country",Country,$ 1.29,$ 1.29,2014 Warner Music Nashville LLC and WEA International Inc. for the world outside the U.S.,"( C ) 2011 UMG Recordings , Inc.",3:41,3:44,18-Feb-14,"February 18 , 2014",1
250,52970,VHS Outro ( Interlude ),Moving Day ( Interlude ),X Ambassadors,X Ambassadors,VHS,VHS [ Clean ],"Alternative , Music , Rock , Adult Alternative",Alternative Rock,$ 1.29,$ 1.29,2015 KIDinaKORNER/Interscope Records,( C ) 2015 KIDinaKORNER/Interscope Records,1:25,0:19,30-Jun-15,"June 30 , 2015",0
