ltable_id,rtable_id,ltable_title,rtable_title,ltable_authors,rtable_authors,ltable_venue,rtable_venue,ltable_year,rtable_year,label
1230,1894,lopix : a system for xml data integration and manipulation wolfgang may 2001,"the aggregate data problem : a system for their definition and management m. rafanelli , a. bezenchek , l. tininini 1996",,,vldb,acm sigmod record,,,0
403,1894,the aggregate data problem : a system for their definition and management sigmod record,"the aggregate data problem : a system for their definition and management m. rafanelli , a. bezenchek , l. tininini 1996","leonardo tininini , antonia bezenchek , maurizio rafanelli",,,acm sigmod record,1996.0,,1
995,1894,"bigsur : a system for the management of earth science data paul brown , michael stonebraker 1995","the aggregate data problem : a system for their definition and management m. rafanelli , a. bezenchek , l. tininini 1996",,,vldb,acm sigmod record,,,0
356,1524,"the design and implementation of a sequence database system raghu ramakrishnan , miron livny , praveen seshadri 1996",design and implementation of advanced knowledge processing in the kbms krisys 1995,,"j. thomas , s. de &#223; loch , n. mattos",vldb,international conference on management of data,,,0
1599,1524,"design and implementation of advanced knowledge processing in the kdms krisys ( demonstration description ) stefan deßloch , joachim thomas , nelson mendonça mattos sigmod conference 1995",design and implementation of advanced knowledge processing in the kbms krisys 1995,,"j. thomas , s. de &#223; loch , n. mattos",,international conference on management of data,,,1
720,1524,"advanced data processing in krisys : modeling concepts , implementation techniques , and client/server issues",design and implementation of advanced knowledge processing in the kbms krisys 1995,"nelson mendonça mattos , joachim thomas , theo härder , stefan deßloch , bernhard mitschang","j. thomas , s. de &#223; loch , n. mattos",vldb j.,international conference on management of data,1998.0,,0
1772,1524,"the design and implementation of k : a high-level knowledge-base programming language of osam * . kbms stanley y. w. su , javier arroyo , herman lam , yuh-ming shyy vldb j.",design and implementation of advanced knowledge processing in the kbms krisys 1995,,"j. thomas , s. de &#223; loch , n. mattos",,international conference on management of data,1996.0,,0
2005,1524,design and implementation of a genetic-based algorithm for data mining vldb,design and implementation of advanced knowledge processing in the kbms krisys 1995,sunil choenni,"j. thomas , s. de &#223; loch , n. mattos",,international conference on management of data,2000.0,,0
356,459,"the design and implementation of a sequence database system raghu ramakrishnan , miron livny , praveen seshadri 1996","the implementation and performance of compressed databases till westmann , donald kossmann , sven helmer , guido moerkotte acm sigmod record 2000",,,vldb,,,,0
1892,459,"query optimization in compressed database systems zhiyuan chen , flip korn , johannes gehrke sigmod conference 2001","the implementation and performance of compressed databases till westmann , donald kossmann , sven helmer , guido moerkotte acm sigmod record 2000",,,,,,,0
2116,459,"performing jobs without decompression in a compressed database system n. winterbottom , s. j. o'connell sigmod record 2003","the implementation and performance of compressed databases till westmann , donald kossmann , sven helmer , guido moerkotte acm sigmod record 2000",,,,,,,0
106,459,performance measurements of compressed bitmap indices,"the implementation and performance of compressed databases till westmann , donald kossmann , sven helmer , guido moerkotte acm sigmod record 2000",theodore johnson,,vldb,,1999.0,,0
706,459,"the design and performance evaluation of alternative xml storage strategies david j. dewitt , jianjun chen , chun zhang , feng tian 2002","the implementation and performance of compressed databases till westmann , donald kossmann , sven helmer , guido moerkotte acm sigmod record 2000",,,sigmod record,,,,0
2005,459,design and implementation of a genetic-based algorithm for data mining vldb,"the implementation and performance of compressed databases till westmann , donald kossmann , sven helmer , guido moerkotte acm sigmod record 2000",sunil choenni,,,,2000.0,,0
356,109,"the design and implementation of a sequence database system raghu ramakrishnan , miron livny , praveen seshadri 1996","specification and implementation of exceptions in workflow management systems fabio casati , stefano ceri , stefano paraboschi , guiseppe pozzi 1999",,,vldb,acm transactions on database systems ( tods ),,,0
1108,109,"semantics for update rule programs and implementations in a relational database management system louiqa raschid , jorge lobo acm trans . database syst .","specification and implementation of exceptions in workflow management systems fabio casati , stefano ceri , stefano paraboschi , guiseppe pozzi 1999",,,,acm transactions on database systems ( tods ),1996.0,,0
185,109,state of the art in workflow management research and products c. mohan sigmod conference,"specification and implementation of exceptions in workflow management systems fabio casati , stefano ceri , stefano paraboschi , guiseppe pozzi 1999",,,,acm transactions on database systems ( tods ),1996.0,,0
21,306,approximating aggregate queries about web pages via random walks vldb 2000,"a robust , optimization-based approach for approximate answering of aggregate queries 2001","jittat fakcharoenphol , steve chien , ziv bar-yossef , alexander berg , dror weitz","surajit chaudhuri , gautam das , vivek narasayya",,international conference on management of data,,,0
2022,306,the aqua approximate query answering system,"a robust , optimization-based approach for approximate answering of aggregate queries 2001","sridhar ramaswamy , swarup acharya , phillip b. gibbons , viswanath poosala","surajit chaudhuri , gautam das , vivek narasayya",sigmod conference,international conference on management of data,1999.0,,0
2220,306,"new sampling-based summary statistics for improving approximate query answers phillip b. gibbons , yossi matias sigmod conference","a robust , optimization-based approach for approximate answering of aggregate queries 2001",,"surajit chaudhuri , gautam das , vivek narasayya",,international conference on management of data,1998.0,,0
1242,306,orthogonal optimization of subqueries and aggregation sigmod conference,"a robust , optimization-based approach for approximate answering of aggregate queries 2001","milind joshi , césar a. galindo-legaria","surajit chaudhuri , gautam das , vivek narasayya",,international conference on management of data,2001.0,,0
1181,306,"answering queries with aggregation using views h. v. jagadish , shaul dar , divesh srivastava , alon y. levy","a robust , optimization-based approach for approximate answering of aggregate queries 2001",,"surajit chaudhuri , gautam das , vivek narasayya",vldb,international conference on management of data,1996.0,,0
1409,306,"congressional samples for approximate answering of group-by queries viswanath poosala , swarup acharya , phillip b. gibbons sigmod conference","a robust , optimization-based approach for approximate answering of aggregate queries 2001",,"surajit chaudhuri , gautam das , vivek narasayya",,international conference on management of data,2000.0,,0
2199,306,"histogram-based approximation of set-valued query-answers viswanath poosala , yannis e. ioannidis","a robust , optimization-based approach for approximate answering of aggregate queries 2001",,"surajit chaudhuri , gautam das , vivek narasayya",vldb,international conference on management of data,1999.0,,0
21,1373,approximating aggregate queries about web pages via random walks vldb 2000,approximating aggregate queries about web pages via random walks very large data bases,"jittat fakcharoenphol , steve chien , ziv bar-yossef , alexander berg , dror weitz","ziv bar-yossef , alexander berg , steve chien , jittat fakcharoenphol , dror weitz",,,,2000.0,1
2268,1373,"approximating multi-dimensional aggregate range queries over real attributes carlotta domeniconi , vassilis j. tsotras , george kollios , dimitrios gunopulos sigmod conference",approximating aggregate queries about web pages via random walks very large data bases,,"ziv bar-yossef , alexander berg , steve chien , jittat fakcharoenphol , dror weitz",,,2000.0,2000.0,0
1866,1854,databases and visualization,"delaunay : a database visualization system isabel f. cruz , m. averbuch , wendy t. lucas , melissa radzyminski , kirby zhang",daniel a. keim,,sigmod conference,international conference on management of data,1996.0,1997.0,0
1105,1854,pixel-oriented database visualizations 1996,"delaunay : a database visualization system isabel f. cruz , m. averbuch , wendy t. lucas , melissa radzyminski , kirby zhang",daniel a. keim,,sigmod record,international conference on management of data,,1997.0,0
635,1854,"applying database visualization to the world wide web alberto o. mendelzon , dimitra vista , masum z. hasan 1996","delaunay : a database visualization system isabel f. cruz , m. averbuch , wendy t. lucas , melissa radzyminski , kirby zhang",,,sigmod record,international conference on management of data,,1997.0,0
1738,1854,"vxmlr : a visual xml-relational database system aoying zhou , wenyun ji , shihui zheng , hongjun lu , yuqi liang , zengping tian , long zhang vldb 2001","delaunay : a database visualization system isabel f. cruz , m. averbuch , wendy t. lucas , melissa radzyminski , kirby zhang",,,,international conference on management of data,,1997.0,0
444,1854,delaunay : a database visualization system sigmod conference 1997,"delaunay : a database visualization system isabel f. cruz , m. averbuch , wendy t. lucas , melissa radzyminski , kirby zhang","kirby zhang , isabel f. cruz , michael averbuch , wendy t. lucas , melissa radzyminski",,,international conference on management of data,,1997.0,1
2270,1854,visdb : a system for visualizing large databases,"delaunay : a database visualization system isabel f. cruz , m. averbuch , wendy t. lucas , melissa radzyminski , kirby zhang","hans-peter kriegel , daniel a. keim",,sigmod conference,international conference on management of data,1995.0,1997.0,0
978,1854,sap r/3 : a database application system ( tutorial ),"delaunay : a database visualization system isabel f. cruz , m. averbuch , wendy t. lucas , melissa radzyminski , kirby zhang","alfons kemper , florian matthes , donald kossmann",,sigmod conference,international conference on management of data,1998.0,1997.0,0
1866,1902,databases and visualization,applying database visualization to the world wide web 1996,daniel a. keim,"masum z. hasan , alberto o. mendelzon , dimitra vista",sigmod conference,acm sigmod record,1996.0,,0
1105,1902,pixel-oriented database visualizations 1996,applying database visualization to the world wide web 1996,daniel a. keim,"masum z. hasan , alberto o. mendelzon , dimitra vista",sigmod record,acm sigmod record,,,0
635,1902,"applying database visualization to the world wide web alberto o. mendelzon , dimitra vista , masum z. hasan 1996",applying database visualization to the world wide web 1996,,"masum z. hasan , alberto o. mendelzon , dimitra vista",sigmod record,acm sigmod record,,,1
444,1902,delaunay : a database visualization system sigmod conference 1997,applying database visualization to the world wide web 1996,"kirby zhang , isabel f. cruz , michael averbuch , wendy t. lucas , melissa radzyminski","masum z. hasan , alberto o. mendelzon , dimitra vista",,acm sigmod record,,,0
953,1902,accessing relational databases from the world wide web sigmod conference,applying database visualization to the world wide web 1996,"tam nguyen , v. srinivasan","masum z. hasan , alberto o. mendelzon , dimitra vista",,acm sigmod record,1996.0,,0
1866,1146,databases and visualization,mineset ( tm ) : a system for high-end data mining and visualization very large data bases,daniel a. keim,,sigmod conference,,1996.0,1996.0,0
1230,1146,lopix : a system for xml data integration and manipulation wolfgang may 2001,mineset ( tm ) : a system for high-end data mining and visualization very large data bases,,,vldb,,,1996.0,0
1866,1707,databases and visualization,"databases for gis claudia bauzer medeiros , fatima pires",daniel a. keim,,sigmod conference,acm sigmod record,1996.0,1994.0,0
1642,1707,large databases for remote sensing and gis a. r. dasgupta vldb 1996,"databases for gis claudia bauzer medeiros , fatima pires",,,,acm sigmod record,,1994.0,0
931,1707,petabyte databases dirk düllmann,"databases for gis claudia bauzer medeiros , fatima pires",,,sigmod conference,acm sigmod record,1999.0,1994.0,0
1255,1707,standards for databases on the grid sigmod record,"databases for gis claudia bauzer medeiros , fatima pires","andrew eisenberg , jim melton , susan malaika",,,acm sigmod record,2003.0,1994.0,0
1866,1889,databases and visualization,information visualization acm sigmod record,daniel a. keim,"tiziana catarci , isabel f. cruz",sigmod conference,,1996.0,1996.0,0
2539,1889,"webview materialization nick roussopoulos , alexandros labrinidis",information visualization acm sigmod record,,"tiziana catarci , isabel f. cruz",sigmod conference,,2000.0,1996.0,0
1307,1889,visual web information extraction with lixto vldb,information visualization acm sigmod record,"georg gottlob , robert baumgartner , sergio flesca","tiziana catarci , isabel f. cruz",,,2001.0,1996.0,0
1376,1889,a framework for information visualisation 1996,information visualization acm sigmod record,"peter j. barclay , kenneth j. mitchell , jessie b. kennedy","tiziana catarci , isabel f. cruz",sigmod record,,,1996.0,0
1545,1889,dynamic information visualization sigmod record 1996,information visualization acm sigmod record,yannis e. ioannidis,"tiziana catarci , isabel f. cruz",,,,1996.0,0
1866,249,databases and visualization,databases and visualization daniel a. keim 1996,daniel a. keim,,sigmod conference,international conference on management of data,1996.0,,1
1105,249,pixel-oriented database visualizations 1996,databases and visualization daniel a. keim 1996,daniel a. keim,,sigmod record,international conference on management of data,,,0
635,249,"applying database visualization to the world wide web alberto o. mendelzon , dimitra vista , masum z. hasan 1996",databases and visualization daniel a. keim 1996,,,sigmod record,international conference on management of data,,,0
816,249,databases for gis sigmod record,databases and visualization daniel a. keim 1996,"claudia bauzer medeiros , fatima pires",,,international conference on management of data,1994.0,,0
444,249,delaunay : a database visualization system sigmod conference 1997,databases and visualization daniel a. keim 1996,"kirby zhang , isabel f. cruz , michael averbuch , wendy t. lucas , melissa radzyminski",,,international conference on management of data,,,0
597,249,mineset ( tm ) : a system for high-end data mining and visualization ? 1996,databases and visualization daniel a. keim 1996,,,vldb,international conference on management of data,,,0
557,2055,closest pair queries in spatial databases 2000,"location-based spatial queries jun zhang , manli zhu , dimitris papadias , yufei tao , dik lun lee 2003","yannis theodoridis , yannis manolopoulos , antonio corral , michael vassilakopoulos",,sigmod conference,international conference on management of data,,,0
959,2055,the dedale system for complex spatial queries sigmod conference 1998,"location-based spatial queries jun zhang , manli zhu , dimitris papadias , yufei tao , dik lun lee 2003","luc segoufin , philippe rigaux , stéphane grumbach",,,international conference on management of data,,,0
557,685,closest pair queries in spatial databases 2000,"time-parameterized queries in spatio-temporal databases yufei tao , dimitris papadias international conference on management of data","yannis theodoridis , yannis manolopoulos , antonio corral , michael vassilakopoulos",,sigmod conference,,,2002.0,0
1729,685,"coalescing in temporal databases michael d. soo , richard t. snodgrass , michael h. böhlen vldb","time-parameterized queries in spatio-temporal databases yufei tao , dimitris papadias international conference on management of data",,,,,1996.0,2002.0,0
1425,685,analysis of predictive spatio-temporal queries 2003,"time-parameterized queries in spatio-temporal databases yufei tao , dimitris papadias international conference on management of data","dimitris papadias , jimeng sun , yufei tao",,acm trans . database syst .,,,2002.0,0
2318,685,semantic assumptions and query evaluation in temporal databases,"time-parameterized queries in spatio-temporal databases yufei tao , dimitris papadias international conference on management of data","sushil jajodia , xiaoyang sean wang , elisa bertino , claudio bettini",,sigmod conference,,1995.0,2002.0,0
200,685,"the tpr * - tree : an optimized spatio-temporal access method for predictive queries dimitris papadias , jimeng sun , yufei tao","time-parameterized queries in spatio-temporal databases yufei tao , dimitris papadias international conference on management of data",,,vldb,,2003.0,2002.0,0
2069,685,transaction timestamping in ( temporal ) databases,"time-parameterized queries in spatio-temporal databases yufei tao , dimitris papadias international conference on management of data","christian s. jensen , david b. lomet",,vldb,,2001.0,2002.0,0
616,685,"mv3r-tree : a spatio-temporal access method for timestamp and interval queries dimitris papadias , yufei tao vldb 2001","time-parameterized queries in spatio-temporal databases yufei tao , dimitris papadias international conference on management of data",,,,,,2002.0,0
145,685,time-parameterized queries in spatio-temporal databases,"time-parameterized queries in spatio-temporal databases yufei tao , dimitris papadias international conference on management of data","dimitris papadias , yufei tao",,sigmod conference,,2002.0,2002.0,1
2361,685,"temporal queries in olap alberto o. mendelzon , alejandro a. vaisman vldb 2000","time-parameterized queries in spatio-temporal databases yufei tao , dimitris papadias international conference on management of data",,,,,,2002.0,0
557,110,closest pair queries in spatial databases 2000,"distance browsing in spatial databases g &#237; sli r. hjaltason , hanan samet acm transactions on database systems ( tods ) 1999","yannis theodoridis , yannis manolopoulos , antonio corral , michael vassilakopoulos",,sigmod conference,,,,0
1729,110,"coalescing in temporal databases michael d. soo , richard t. snodgrass , michael h. böhlen vldb","distance browsing in spatial databases g &#237; sli r. hjaltason , hanan samet acm transactions on database systems ( tods ) 1999",,,,,1996.0,,0
1753,110,an introduction to spatial database systems vldb j.,"distance browsing in spatial databases g &#237; sli r. hjaltason , hanan samet acm transactions on database systems ( tods ) 1999",ralf hartmut güting,,,,1994.0,,0
1771,110,watermarking relational databases,"distance browsing in spatial databases g &#237; sli r. hjaltason , hanan samet acm transactions on database systems ( tods ) 1999","rakesh agrawal , jerry kiernan",,vldb,,2002.0,,0
2369,110,"selectivity estimation in spatial databases viswanath poosala , sridhar ramaswamy , swarup acharya sigmod conference 1999","distance browsing in spatial databases g &#237; sli r. hjaltason , hanan samet acm transactions on database systems ( tods ) 1999",,,,,,,0
316,110,banks : browsing and keyword searching in relational databases,"distance browsing in spatial databases g &#237; sli r. hjaltason , hanan samet acm transactions on database systems ( tods ) 1999","arvind hulgeri , gaurav bhalotia , soumen chakrabarti , parag , s. sudarshan , charuta nakhe , b. aditya",,vldb,,2002.0,,0
628,110,query processing in spatial network databases vldb,"distance browsing in spatial databases g &#237; sli r. hjaltason , hanan samet acm transactions on database systems ( tods ) 1999","nikos mamoulis , jun zhang , dimitris papadias , yufei tao",,,,2003.0,,0
1794,110,peerdb : peering into personal databases sigmod conference,"distance browsing in spatial databases g &#237; sli r. hjaltason , hanan samet acm transactions on database systems ( tods ) 1999","chu yee liau , aoying zhou , wee siong ng , ming zhang , bo ling , chin hong goh , yanfeng shu , kian-lee tan , yingguang li , xiaoyu wang , beng chin ooi",,,,2003.0,,0
674,110,query processing in tertiary memory databases sunita sarawagi vldb,"distance browsing in spatial databases g &#237; sli r. hjaltason , hanan samet acm transactions on database systems ( tods ) 1999",,,,,1995.0,,0
2364,307,materialized view selection and maintenance using multi-query optimization sigmod conference 2001,materialized view selection and maintenance using multi-query optimization international conference on management of data 2001,"krithi ramamritham , hoshi mistry , prasan roy , s. sudarshan","hoshi mistry , prasan roy , s. sudarshan , krithi ramamritham",,,,,1
933,307,"outerjoin simplification and reordering for query optimization césar a. galindo-legaria , arnon rosenthal 1997",materialized view selection and maintenance using multi-query optimization international conference on management of data 2001,,"hoshi mistry , prasan roy , s. sudarshan , krithi ramamritham",acm trans . database syst .,,,,0
1088,307,"materialized view and index selection tool for microsoft sql server 2000 vivek r. narasayya , sanjay agrawal , surajit chaudhuri sigmod conference",materialized view selection and maintenance using multi-query optimization international conference on management of data 2001,,"hoshi mistry , prasan roy , s. sudarshan , krithi ramamritham",,,2001.0,,0
1784,307,"materialized view maintenance and integrity constraint checking : trading space for time divesh srivastava , s. sudarshan , kenneth a. ross",materialized view selection and maintenance using multi-query optimization international conference on management of data 2001,,"hoshi mistry , prasan roy , s. sudarshan , krithi ramamritham",sigmod conference,,1996.0,,0
2128,307,"rainbow : multi-xquery optimization using materialized xml views brian murphy , elke a. rundensteiner , bradford pielech , maged el-sayed , mukesh mulchandani , luping ding , katica dimitrova , ling wang , xin zhang 2003",materialized view selection and maintenance using multi-query optimization international conference on management of data 2001,,"hoshi mistry , prasan roy , s. sudarshan , krithi ramamritham",sigmod conference,,,,0
829,307,materialized view selection for multidimensional datasets 1998,materialized view selection and maintenance using multi-query optimization international conference on management of data 2001,"jeffrey f. naughton , amit shukla , prasad deshpande","hoshi mistry , prasan roy , s. sudarshan , krithi ramamritham",vldb,,,,0
2364,317,materialized view selection and maintenance using multi-query optimization sigmod conference 2001,"optimizing queries using materialized views : a practical , scalable solution international conference on management of data","krithi ramamritham , hoshi mistry , prasan roy , s. sudarshan","jonathan goldstein , per - &#197; ke larson",,,,2001.0,0
1291,317,answering queries using views : a survey vldb j. 2001,"optimizing queries using materialized views : a practical , scalable solution international conference on management of data",alon y. halevy,"jonathan goldstein , per - &#197; ke larson",,,,2001.0,0
1747,317,minicon : a scalable algorithm for answering queries using views vldb j.,"optimizing queries using materialized views : a practical , scalable solution international conference on management of data","rachel pottinger , alon y. halevy","jonathan goldstein , per - &#197; ke larson",,,2001.0,2001.0,0
2128,317,"rainbow : multi-xquery optimization using materialized xml views brian murphy , elke a. rundensteiner , bradford pielech , maged el-sayed , mukesh mulchandani , luping ding , katica dimitrova , ling wang , xin zhang 2003","optimizing queries using materialized views : a practical , scalable solution international conference on management of data",,"jonathan goldstein , per - &#197; ke larson",sigmod conference,,,2001.0,0
2364,1505,materialized view selection and maintenance using multi-query optimization sigmod conference 2001,efficient maintenance of materialized mediated views,"krithi ramamritham , hoshi mistry , prasan roy , s. sudarshan","james j. lu , guido moerkotte , joachim schue , v. s. subrahmanian",,international conference on management of data,,1995.0,0
1634,1505,incremental maintenance of views with duplicates sigmod conference,efficient maintenance of materialized mediated views,"leonid libkin , timothy griffin","james j. lu , guido moerkotte , joachim schue , v. s. subrahmanian",,international conference on management of data,1995.0,1995.0,0
2422,1505,efficient view maintenance at data warehouses sigmod conference 1997,efficient maintenance of materialized mediated views,"tolga yurek , divyakant agrawal , amr el abbadi , ambuj k. singh","james j. lu , guido moerkotte , joachim schue , v. s. subrahmanian",,international conference on management of data,,1995.0,0
2261,1505,"efficient maintenance of materialized mediated views james j. lu , guido moerkotte , joachim schü , v. s. subrahmanian sigmod conference",efficient maintenance of materialized mediated views,,"james j. lu , guido moerkotte , joachim schue , v. s. subrahmanian",,international conference on management of data,1995.0,1995.0,1
1106,929,adaptive algorithms for set containment joins acm trans . database syst .,"1-safe algorithms for symmetric site configurations rune humborstad , maitrayi sabaratnam , svein-olaf hvasshovd , &#216; ystein torbj &#248; rnsen 1997","hector garcia-molina , sergey melnik",,,very large data bases,2003.0,,0
1375,929,"1-safe algorithms for symmetric site configurations maitrayi sabaratnam , øystein torbjørnsen , rune humborstad , svein-olaf hvasshovd 1997","1-safe algorithms for symmetric site configurations rune humborstad , maitrayi sabaratnam , svein-olaf hvasshovd , &#216; ystein torbj &#248; rnsen 1997",,,vldb,very large data bases,,,1
1106,1238,adaptive algorithms for set containment joins acm trans . database syst .,adaptive algorithms for set containment joins acm transactions on database systems ( tods ) 2003,"hector garcia-molina , sergey melnik","sergey melnik , hector garcia-molina",,,2003.0,,1
917,1238,"adaptive parallel aggregation algorithms jeffrey f. naughton , ambuj shatdal sigmod conference",adaptive algorithms for set containment joins acm transactions on database systems ( tods ) 2003,,"sergey melnik , hector garcia-molina",,,1995.0,,0
1071,1238,incremental distance join algorithms for spatial databases,adaptive algorithms for set containment joins acm transactions on database systems ( tods ) 2003,"gísli r. hjaltason , hanan samet","sergey melnik , hector garcia-molina",sigmod conference,,1998.0,,0
1375,1238,"1-safe algorithms for symmetric site configurations maitrayi sabaratnam , øystein torbjørnsen , rune humborstad , svein-olaf hvasshovd 1997",adaptive algorithms for set containment joins acm transactions on database systems ( tods ) 2003,,"sergey melnik , hector garcia-molina",vldb,,,,0
942,2133,book review column,book reviews acm sigmod record,karl aberer,,sigmod record,,2002.0,2003.0,0
705,2133,book review column karl aberer sigmod record,book reviews acm sigmod record,,,,,2002.0,2003.0,0
2583,2133,book review column 2001,book reviews acm sigmod record,karl aberer,,sigmod record,,,2003.0,0
386,2133,book review column karl aberer 2002,book reviews acm sigmod record,,,sigmod record,,,2003.0,0
1899,2133,book review column karl aberer sigmod record,book reviews acm sigmod record,,,,,2002.0,2003.0,0
1452,2133,book review column,book reviews acm sigmod record,karl aberer,,sigmod record,,2003.0,2003.0,0
1848,2133,what will be - book review sigmod record,book reviews acm sigmod record,paul w. p. j. grefen,,,,2002.0,2003.0,0
2508,2133,tods reviewers richard t. snodgrass sigmod record 2003,book reviews acm sigmod record,,,,,,2003.0,0
942,2202,book review column,book review column,karl aberer,karl aberer,sigmod record,acm sigmod record,2002.0,2003.0,0
705,2202,book review column karl aberer sigmod record,book review column,,karl aberer,,acm sigmod record,2002.0,2003.0,0
386,2202,book review column karl aberer 2002,book review column,,karl aberer,sigmod record,acm sigmod record,,2003.0,0
1452,2202,book review column,book review column,karl aberer,karl aberer,sigmod record,acm sigmod record,2003.0,2003.0,0
942,2124,book review column,book reviews karl aberer acm sigmod record,karl aberer,,sigmod record,,2002.0,2003.0,0
705,2124,book review column karl aberer sigmod record,book reviews karl aberer acm sigmod record,,,,,2002.0,2003.0,0
2583,2124,book review column 2001,book reviews karl aberer acm sigmod record,karl aberer,,sigmod record,,,2003.0,0
1452,2124,book review column,book reviews karl aberer acm sigmod record,karl aberer,,sigmod record,,2003.0,2003.0,0
942,668,book review column,book reviews karl aberer 2002,karl aberer,,sigmod record,acm sigmod record,2002.0,,0
1369,668,call for book reviews 2003,book reviews karl aberer 2002,karl aberer,,sigmod record,acm sigmod record,,,0
705,668,book review column karl aberer sigmod record,book reviews karl aberer 2002,,,,acm sigmod record,2002.0,,0
1452,668,book review column,book reviews karl aberer 2002,karl aberer,,sigmod record,acm sigmod record,2003.0,,0
1848,668,what will be - book review sigmod record,book reviews karl aberer 2002,paul w. p. j. grefen,,,acm sigmod record,2002.0,,0
942,512,book review column,book reviews acm sigmod record 2002,karl aberer,karl aberer,sigmod record,,2002.0,,0
2583,512,book review column 2001,book reviews acm sigmod record 2002,karl aberer,karl aberer,sigmod record,,,,0
386,512,book review column karl aberer 2002,book reviews acm sigmod record 2002,,karl aberer,sigmod record,,,,0
1452,512,book review column,book reviews acm sigmod record 2002,karl aberer,karl aberer,sigmod record,,2003.0,,0
1848,512,what will be - book review sigmod record,book reviews acm sigmod record 2002,paul w. p. j. grefen,karl aberer,,,2002.0,,0
1972,1945,binding propagation in disjunctive databases vldb 1998,tail recursion elimination in deductive databases acm transactions on database systems ( tods ),sergio greco,kenneth a. ross,,,,1996.0,0
183,1945,an introduction to deductive database languages and systems,tail recursion elimination in deductive databases acm transactions on database systems ( tods ),"kotagiri ramamohanarao , james harland",kenneth a. ross,vldb j.,,1994.0,1996.0,0
2209,1945,temporal aggregation in active database rules sigmod conference 1997,tail recursion elimination in deductive databases acm transactions on database systems ( tods ),"iakovos motakis , carlo zaniolo",kenneth a. ross,,,,1996.0,0
94,1945,space optimization in deductive databases acm trans . database syst . 1995,tail recursion elimination in deductive databases acm transactions on database systems ( tods ),"s. sudarshan , divesh srivastava , raghu ramakrishnan , jeffrey f. naughton",kenneth a. ross,,,,1996.0,0
889,1945,tail recursion elimination in deductive databases kenneth a. ross acm trans . database syst . 1996,tail recursion elimination in deductive databases acm transactions on database systems ( tods ),,kenneth a. ross,,,,1996.0,1
1972,1477,binding propagation in disjunctive databases vldb 1998,"bypassing joins in disjunctive queries michael steinbrunn , klaus peithner , guido moerkotte , alfons kemper",sergio greco,,,very large data bases,,1995.0,0
2310,1477,"bypassing joins in disjunctive queries alfons kemper , guido moerkotte , klaus peithner , michael steinbrunn 1995","bypassing joins in disjunctive queries michael steinbrunn , klaus peithner , guido moerkotte , alfons kemper",,,vldb,very large data bases,,1995.0,1
1972,1856,binding propagation in disjunctive databases vldb 1998,"disjunctive datalog thomas eiter , georg gottlob , heikki mannila",sergio greco,,,acm transactions on database systems ( tods ),,1997.0,0
1778,1856,"disjunctive datalog heikki mannila , thomas eiter , georg gottlob","disjunctive datalog thomas eiter , georg gottlob , heikki mannila",,,acm trans . database syst .,acm transactions on database systems ( tods ),1997.0,1997.0,1
1972,1771,binding propagation in disjunctive databases vldb 1998,mining fuzzy association rules in databases acm sigmod record 1998,sergio greco,"chan man kuok , ada fu , man hon wong",,,,,0
1043,1771,"mining quantitative association rules in large relational tables ramakrishnan srikant , rakesh agrawal sigmod conference",mining fuzzy association rules in databases acm sigmod record 1998,,"chan man kuok , ada fu , man hon wong",,,1996.0,,0
2209,1771,temporal aggregation in active database rules sigmod conference 1997,mining fuzzy association rules in databases acm sigmod record 1998,"iakovos motakis , carlo zaniolo","chan man kuok , ada fu , man hon wong",,,,,0
2249,1771,"association rules over interval data renée j. miller , yuping yang",mining fuzzy association rules in databases acm sigmod record 1998,,"chan man kuok , ada fu , man hon wong",sigmod conference,,1997.0,,0
1788,1771,"supporting top-k join queries in relational databases walid g. aref , ahmed k. elmagarmid , ihab f. ilyas vldb 2003",mining fuzzy association rules in databases acm sigmod record 1998,,"chan man kuok , ada fu , man hon wong",,,,,0
159,1771,eliminating fuzzy duplicates in data warehouses vldb,mining fuzzy association rules in databases acm sigmod record 1998,"rohit ananthakrishna , venkatesh ganti , surajit chaudhuri","chan man kuok , ada fu , man hon wong",,,2002.0,,0
538,1771,a new sql-like operator for mining association rules 1996,mining fuzzy association rules in databases acm sigmod record 1998,"giuseppe psaila , stefano ceri , rosa meo","chan man kuok , ada fu , man hon wong",vldb,,,,0
1044,1771,communication efficient distributed mining of association rules,mining fuzzy association rules in databases acm sigmod record 1998,"ran wolff , assaf schuster","chan man kuok , ada fu , man hon wong",sigmod conference,,2001.0,,0
1477,1771,"on the discovery of interesting patterns in association rules sridhar ramaswamy , sameer mahajan , abraham silberschatz vldb 1998",mining fuzzy association rules in databases acm sigmod record 1998,,"chan man kuok , ada fu , man hon wong",,,,,0
2552,1771,"discovery of multiple-level association rules from large databases jiawei han , yongjian fu vldb 1995",mining fuzzy association rules in databases acm sigmod record 1998,,"chan man kuok , ada fu , man hon wong",,,,,0
1287,1771,"maintaining data privacy in association rule mining shariq rizvi , jayant r. haritsa",mining fuzzy association rules in databases acm sigmod record 1998,,"chan man kuok , ada fu , man hon wong",vldb,,2002.0,,0
598,1763,krdb ' 98 : the 5th international workshop on knowledge representation meets databases 1998,intelligent access to heterogeneous information sources : report on the 4th workshop on knowledge representation meets databases,"alexander borgida , martin staudt , vinay k. chaudhri","franz baader , manfred a. jeusfeld , werner nutt",sigmod record,acm sigmod record,,1997.0,0
